OTU ID,1,2,3,4,5,6,7
d__Archaea; p__Crenarchaeota; c__Bathyarchaeia; o__uncultured archaeon; f__uncultured archaeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea; p__Nanoarchaeaeota; c__Woesearchaeia; o__uncultured archaeon; f__uncultured archaeon,0.3333333333333333,0.0,3.0,8.5,18.0,0.0,2.0
d__Archaea; p__Nanoarchaeaeota; c__Woesearchaeia; o__uncultured crenarchaeote; f__uncultured crenarchaeote,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea; p__Nanoarchaeaeota; c__Woesearchaeia; o__uncultured euryarchaeote; f__uncultured euryarchaeote,23.166666666666668,2.0,51.25,63.0,119.75,6.0,9.75
d__Archaea; p__Thaumarchaeota; c__Group 1.1c; o__uncultured archaeon; f__uncultured archaeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea; p__Thaumarchaeota; c__Group 1.1c; o__uncultured thaumarchaeote; f__uncultured thaumarchaeote,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae,43.0,2.0,105.75,114.0,171.75,26.0,48.0
d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae,14.0,11.5,23.75,37.0,25.25,3.75,16.0
d__Archaea; p__Thaumarchaeota; c__Nitrososphaeria; o__Nitrosotaleales; f__Nitrosotaleaceae,0.0,1.5,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__AT-s3-28; o__uncultured bacterium; f__uncultured bacterium,0.0,0.0,2.0,1.75,1.5,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae (Subgroup 1),0.5,0.0,4.0,5.5,8.75,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__uncultured,8.166666666666666,6.25,12.75,20.75,22.5,1.0,9.0
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3),131.83333333333334,96.5,166.0,188.0,172.0,72.5,71.75
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Subgroup 12; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Subgroup 13; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Subgroup 2; f__uncultured bacterium,1.1666666666666667,0.0,3.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__11-24; f__uncultured bacterium,0.8333333333333334,1.25,7.0,7.75,15.0,5.5,10.0
d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__Blastocatellales; f__Blastocatellaceae,82.0,94.0,80.75,58.0,60.0,19.25,44.75
d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__DS-100; f__uncultured bacterium,1.1666666666666667,0.0,2.0,4.25,6.75,0.0,1.0
d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__Pyrinomonadales; f__Pyrinomonadaceae,18.333333333333332,0.0,53.75,97.0,145.0,54.0,116.5
d__Bacteria; p__Acidobacteria; c__Holophagae; o__Holophagales; f__Holophagaceae,0.0,0.0,1.25,53.75,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup 7; f__uncultured bacterium,38.166666666666664,26.25,40.25,55.75,71.0,18.75,43.5
d__Bacteria; p__Acidobacteria; c__Subgroup 11; o__uncultured bacterium; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.5,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 15; o__uncultured bacterium; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.5,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 17; o__uncultured Acidobacteria bacterium; f__uncultured Acidobacteria bacterium,3.1666666666666665,0.0,1.5,4.5,2.25,3.0,2.25
d__Bacteria; p__Acidobacteria; c__Subgroup 17; o__uncultured bacterium; f__uncultured bacterium,13.5,6.5,14.5,3.75,8.25,0.0,3.5
d__Bacteria; p__Acidobacteria; c__Subgroup 18; o__uncultured bacterium; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 21; o__uncultured bacterium; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 22; o__uncultured bacterium; f__uncultured bacterium,5.166666666666666,1.5,8.0,15.75,4.75,3.75,5.75
d__Bacteria; p__Acidobacteria; c__Subgroup 25; o__uncultured bacterium; f__uncultured bacterium,0.3333333333333333,0.0,0.0,2.25,4.5,1.0,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 5; o__uncultured Acidobacteria bacterium; f__uncultured Acidobacteria bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 5; o__uncultured bacterium; f__uncultured bacterium,1.1666666666666667,0.0,4.75,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__Unknown Order; f__Unknown Family,5.0,6.25,3.5,10.0,2.0,0.0,1.0
d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__uncultured Acidobacteria bacterium; f__uncultured Acidobacteria bacterium,28.166666666666668,20.25,72.25,53.0,48.75,13.25,32.25
d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__uncultured Acidobacteriales bacterium; f__uncultured Acidobacteriales bacterium,5.5,2.25,10.5,11.5,12.5,0.0,3.5
d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__uncultured bacterium; f__uncultured bacterium,121.5,90.0,192.0,140.5,172.75,85.25,71.0
d__Bacteria; p__Acidobacteria; c__Subgroup 9; o__uncultured bacterium; f__uncultured bacterium,0.5,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Acidobacteria; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae,72.0,90.0,182.5,246.75,170.25,78.0,41.0
d__Bacteria; p__Actinobacteria; c__0319-7L14; o__uncultured bacterium; f__uncultured bacterium,0.0,0.0,0.0,1.0,0.0,1.75,0.0
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Actinomarinales; f__uncultured,0.0,6.5,3.25,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__IMCC26256; f__uncultured bacterium,28.166666666666668,27.0,42.25,33.25,28.5,20.5,21.75
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Iamiaceae,23.166666666666664,43.75,32.25,26.0,9.75,7.0,4.75
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae,41.0,45.5,37.5,62.25,51.25,28.75,45.5
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae,13.833333333333334,34.5,6.75,6.75,4.25,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Microtrichales; f__uncultured,45.166666666666664,58.25,65.75,89.75,59.75,35.75,45.5
d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__uncultured; f__uncultured bacterium,0.0,0.0,0.75,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Catenulisporales; f__Actinospicaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Catenulisporales; f__Catenulisporaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae,1.6666666666666667,0.0,2.75,2.5,1.75,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Dietziaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae,72.33333333333333,98.75,68.0,47.25,44.75,16.25,21.5
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae,16.166666666666664,17.75,16.75,16.75,5.0,3.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Acidothermaceae,1.3333333333333333,10.75,2.5,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Cryptosporangiaceae,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Frankiaceae,0.0,2.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae,46.49999999999999,24.0,29.5,56.75,61.25,24.25,28.75
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Nakamurellaceae,3.5,5.5,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae,0.0,2.75,0.0,0.0,1.5,4.75,3.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Frankiales; f__uncultured,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Glycomycetales; f__Glycomycetaceae,0.6666666666666666,1.0,2.75,1.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae,10.0,15.5,0.0,9.0,14.25,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Beutenbergiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Bogoriellaceae,3.5,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Brevibacteriaceae,35.49999999999999,28.75,33.25,27.5,18.25,8.5,0.75
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Cellulomonadaceae,25.833333333333332,30.0,7.5,73.25,4.5,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Demequinaceae,0.0,0.0,1.5,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermabacteraceae,18.833333333333332,25.25,54.0,25.25,31.5,6.25,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae,62.833333333333336,63.25,37.25,23.5,22.5,0.0,3.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Jonesiaceae,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae,146.83333333333331,209.75,137.25,112.75,70.75,26.25,22.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae,127.0,145.25,152.75,116.5,33.25,27.0,29.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcales Incertae Sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae,31.5,72.25,35.0,24.0,15.5,4.5,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Sanguibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae,293.1666666666667,308.5,300.75,420.75,342.75,57.0,61.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae,321.1666666666667,368.0,264.5,350.5,160.0,57.25,92.25
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae,3.0,5.25,0.0,0.0,1.25,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae,14.666666666666666,41.5,21.25,72.0,27.25,17.25,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae,130.33333333333334,281.5,124.25,78.0,61.25,42.0,18.25
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Nocardiopsaceae,4.666666666666667,2.0,5.25,1.5,1.75,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae,40.0,31.0,40.25,148.25,16.5,2.75,4.75
d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Thermomonosporaceae,21.0,42.25,61.75,65.75,26.75,18.5,19.0
d__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__OPB41; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__MB-A2-108; o__uncultured bacterium; f__uncultured bacterium,3.9999999999999996,2.75,0.0,8.25,5.5,0.75,3.5
d__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Euzebyales; f__Euzebyaceae,0.0,0.5,0.5,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Nitriliruptorales; f__Nitriliruptoraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae,0.0,0.0,0.0,2.0,0.0,1.0,0.0
d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae,56.333333333333336,46.25,64.0,72.75,66.75,40.0,64.25
d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__uncultured,18.333333333333332,19.25,41.25,52.0,31.75,18.5,29.75
d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__67-14,52.5,64.75,89.0,87.25,62.0,47.5,66.25
d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,47.833333333333336,42.0,41.25,55.25,28.75,5.75,23.25
d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__uncultured; f__uncultured bacterium,0.0,0.0,2.75,3.0,1.0,0.0,0.0
d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae,50.5,39.5,45.0,32.0,34.0,6.75,28.25
d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__uncultured organism,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Armatimonadetes; c__uncultured; o__uncultured bacterium; f__uncultured bacterium,1.8333333333333333,0.0,1.75,1.75,4.0,1.0,0.0
d__Bacteria; p__BRC1; c__uncultured bacterium; o__uncultured bacterium; f__uncultured bacterium,5.833333333333333,16.75,1.5,5.0,5.25,1.25,1.25
d__Bacteria; p__BRC1; c__uncultured organism; o__uncultured organism; f__uncultured organism,0.0,0.0,2.5,0.0,1.75,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae,0.0,0.0,0.5,0.0,1.5,0.0,5.5
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae,1.5,0.75,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.5
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,0.0,0.0,0.0,0.0,0.0,0.0,1.5
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidetes VC2.1 Bac22; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__37-13,17.5,17.25,20.0,12.75,16.5,3.25,19.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae,599.8333333333334,1141.0,528.75,452.0,591.25,226.0,218.25
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae,99.83333333333334,36.75,122.75,59.0,52.5,14.75,62.5
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__uncultured,4.5,5.5,16.75,6.5,15.5,1.0,7.25
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Amoebophilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae,0.0,1.75,1.5,3.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Cytophagaceae,8.333333333333334,4.25,11.75,14.25,2.25,1.5,2.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae,31.5,52.75,7.25,23.0,4.0,1.25,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__MWH-CFBk5,25.833333333333332,13.5,0.0,1.0,1.25,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Microscillaceae,557.8333333333333,837.0,650.0,463.5,420.0,154.0,152.5
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae,16.0,46.75,13.25,11.25,59.5,26.0,2.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Blattabacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae,40.0,135.5,19.0,8.0,23.25,4.75,6.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae,5.833333333333333,2.0,19.0,2.75,0.0,0.5,0.75
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae,330.16666666666663,1047.5,124.75,179.25,500.5,62.75,84.75
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__NS9 marine group,11.5,29.75,31.25,27.75,21.0,8.25,33.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae,5.166666666666666,18.75,13.5,23.25,13.0,9.5,36.75
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__SM1A07; f__uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__SM1A07; f__uncultured organism,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__AKYH767,35.5,14.0,100.75,81.25,66.25,14.75,43.75
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93,106.0,128.25,61.75,18.25,3.5,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__LiUU-11-161,0.0,0.0,0.0,1.75,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12 marine group,24.0,23.0,29.0,8.0,20.5,3.5,6.5
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae,212.33333333333334,480.0,64.0,37.0,76.5,29.75,27.25
d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS 17,104.83333333333333,107.5,153.25,135.0,127.5,14.25,68.25
d__Bacteria; p__Bacteroidetes; c__Ignavibacteria; o__Ignavibacteriales; f__PHOS-HE36,3.1666666666666665,0.75,3.25,0.0,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Ignavibacteria; o__Kryptoniales; f__BSV26,2.1666666666666665,0.5,10.5,9.5,8.25,0.0,2.5
d__Bacteria; p__Bacteroidetes; c__Ignavibacteria; o__OPB56; f__uncultured bacterium,36.833333333333336,20.75,35.25,35.5,42.0,10.25,16.5
d__Bacteria; p__Bacteroidetes; c__Ignavibacteria; o__SJA-28; f__uncultured bacterium,22.166666666666668,19.25,31.5,24.0,18.25,7.25,17.0
d__Bacteria; p__Bacteroidetes; c__Rhodothermia; o__Balneolales; f__Balneolaceae,0.0,0.75,0.0,0.5,0.0,0.0,0.0
d__Bacteria; p__Bacteroidetes; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae,2.833333333333333,3.0,8.25,3.5,4.25,0.0,1.5
d__Bacteria; p__Calditrichaeota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria; p__Chlamydiae; c__Chlamydiae; o__Chlamydiales; f__Chlamydiaceae,0.0,0.0,0.0,0.0,0.5,0.0,0.0
d__Bacteria; p__Chlamydiae; c__Chlamydiae; o__Chlamydiales; f__Parachlamydiaceae,8.666666666666666,24.25,7.5,11.25,13.5,4.25,4.0
d__Bacteria; p__Chlamydiae; c__Chlamydiae; o__Chlamydiales; f__Simkaniaceae,20.166666666666668,13.75,19.0,16.5,15.25,13.75,23.75
d__Bacteria; p__Chlamydiae; c__Chlamydiae; o__Chlamydiales; f__cvE6,13.833333333333334,15.75,49.0,28.75,18.5,14.5,36.5
d__Bacteria; p__Chloroflexi; c__AD3; o__uncultured bacterium; f__uncultured bacterium,3.166666666666667,1.25,0.0,2.0,0.75,0.0,0.0
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae,14.333333333333334,5.25,42.5,57.0,47.5,25.0,20.75
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__Ardenticatenaceae,19.166666666666668,19.0,28.75,9.0,7.0,0.0,0.0
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenticatenales; f__uncultured,3.0,0.0,26.25,21.75,39.5,19.5,44.25
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae,15.5,34.5,27.5,17.75,24.75,8.25,9.5
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__uncultured bacterium,2.833333333333333,0.0,7.75,6.5,7.25,0.0,2.5
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b,49.0,47.25,87.25,97.75,72.0,27.25,46.75
d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__uncultured bacterium,16.5,4.75,28.5,31.75,28.75,10.75,21.25
