,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.982623975,0.887700448,0.680939227,0.743544934,0.698971383,0.602562684,0.977234129
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.002804302,0.005502175,0.079765193,0.063043383,0.033499406,0.022639255,4.04e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.005661851,0.021765241,0.042127072,0.044737647,0.064568746,0.038263217,0.000343712
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.000106492,0.006784393,0.046040516,0.037310498,0.082500194,0.035386284,6.07e-05
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.000301729,0.000243459,0.016171731,0.009283936,0.004760267,0.005598955,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,1.77e-05,0.0,0.032516114,0.014177116,0.04162182,0.106225242,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.0,0.000941375,0.071017495,0.001114072,0.004405189,0.012968332,4.04e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,1.77e-05,0.001671752,5.76e-05,0.0,0.000277405,0.0,0.00788516
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],0.0,0.0,0.015941529,0.029228013,0.009487245,0.129307102,8.09e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.000124241,0.038742453,0.000546731,0.003385906,0.010352748,0.001106513,0.000566114
