,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.487415992,0.351691032,0.671105605,0.972900315,0.83499341,0.455833333,0.469330828
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.259484814,0.110757146,0.122122432,0.000226603,0.001793315,0.003065476,0.044043809
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.154654211,0.034955269,0.025059358,0.00142142,0.030572781,0.035565476,0.062307308
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.006458652,0.01071023,0.0,0.027872005,0.144404762,0.197374989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],3.94e-05,0.209993454,0.024259317,0.0,0.000129637,0.030565476,0.054819861
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.000118252,0.000480035,2.58e-05,0.016840739,0.005984919,0.206279762,0.004169481
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.0,0.042548549,0.046918551,0.0,4.32e-05,2.98e-05,2.94e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.000335048,0.121754309,0.033756581,0.0,0.0,0.0,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,1.97e-05,0.036395374,0.003767936,0.0,0.038113346,0.014077381,0.027688875
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.03805751,0.020248745,0.015097553,0.0,0.004883002,0.004017857,0.018557125
