,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.001831957,0.047398248,0.000181032,0.738841126,0.670344153,0.831826401,0.991822121
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.702295601,0.650532824,0.957977869,0.0,0.0,4.33e-05,0.000488232
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,9.05e-05,0.002467529,0.0,0.09574844,0.019726633,0.068456216,0.003539679
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,2.26e-05,0.001735405,0.0,0.06073097,0.078566418,0.023378198,2.03e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.179780617,0.127823423,0.037066371,0.0,0.0,0.0,4.07e-05
