SampleID,Unclassified|Other|Other,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__GN02|c__3BR-5F,k__Bacteria|p__GN02|c__BD1-5,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
A160QHRN.04,0,0,0,0.008815483,0.02281555,0,0,0,0,5.07E-05,0,0,0,0,0,0,0,0,0.000168879,0.950788665,0.017343871,0,0,0,0,0,1.69E-05,0,0,0,0,0,0,0,0,0
A160VXQM.04,0,0,0,0.00436212,0,0,0,0.007370479,0,4.30E-05,0,0,0,0,0,0,0,0,0.002449664,0.830242603,0.155188345,0,0,0,0,0,0,0,0.000343812,0,0,0,0,0,0,0
E160WDS2.04,0,0,0,0.004365492,3.78E-05,0,0,0.035112917,0,0.000453558,0,0,0,0,0,0,0,0,0.000548049,0.895870736,0.05678919,1.89E-05,0.003836341,0,0,0,0.000661438,0,0.001776434,0.00032127,0,0,0.000207881,0,0,0
C160W7Z9.04,0,0,0,0.001821237,0.000641281,0,0,0.001103002,0,0.000243687,0,0,0,0,0,0,0,0,1.28E-05,0.97572112,0.019956649,0,0,0,0,0.000179559,0.000192384,0,0,0.000102605,0,0,2.57E-05,0,0,0
C160TY4R.04,0,5.22E-05,0,0.013082819,5.22E-05,0,0,0.007625116,0,0.000678949,0,0,0,0,0,0,0,0,0.003460027,0.883377509,0.091279427,0,0.000235021,0,0,0,0,0,0,0.00015668,0,0,0,0,0,0
C160QKH9.04,0,0,0,0.000226075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805519054,2.83E-05,0,0,0,0,0,0,0,0,0.194226612,0,0,0,0,0,0
B160QBKG.04,0,0,0,0.001568189,0.000927277,0,0,0.000245456,0,0.001322733,0,0,0,0,0,0,0,0,0.000490911,0.953158878,0.041141096,0,8.18E-05,0,0,0,0.000163637,0,1.36E-05,0.000886368,0,0,0,0,0,0
B160TX8F.04,0,1.29E-05,0,0.00094336,0,0,0,0.018893039,0,0.000633214,0,0,0,0,0,0,0,0,2.58E-05,0.961541941,0.014279622,0,0.002468242,0,0,0,0.000814132,0,0.000167996,2.58E-05,0,0,0.000193841,0,0,0
D160W0DT.04,0,0.000421334,0,0.00233489,8.78E-05,0,0,0.020382009,0,0.007092448,0,0,0,0,0,0,0,0,0.000509111,0.89078684,0.050402022,0.000140445,0.00684667,0,0,0,0.00918156,0,0.009111337,0.001632667,0,0,0.001070889,0,0,0
D160TZM9.04,0,3.39E-05,0,0.004065178,5.08E-05,0,0,0.016497849,0,0.00347234,0,0,0,0,0,0,0,0,0.000101629,0.894965954,0.011907585,1.69E-05,0.001033233,0,0,3.39E-05,0.053118331,0,0.001710763,0.012873065,0,0,0.000118568,0,0,0
B160V63Z.04,0,1.62E-05,0,0.020855935,0.00045339,0,0,0.076347621,0,0.0012954,0,0,0,0,0,0,0,0,0.000210502,0.649238143,0.04482083,0.00097155,0.004274819,0,0,0,0.185128811,0,0.003853814,0.012160565,0,0,0.000372427,0,0,0
C160VB7B.04,0,0,0,0.002967534,3.53E-05,0,0,0.021467516,0,0.000482813,0,0,0,0,0,0,0,0,2.36E-05,0.94306339,0.027802965,0,0,0,0,0,9.42E-05,0,0.000494589,0.003568106,0,0,0,0,0,0
C160WTFF.04,0,0,0,0.001996897,1.65E-05,0,0,0.153959138,0,0.000858171,0,0,0,0,0,0,0,0,0.000115523,0.790177245,0.047100373,0,0.000544608,0,0,0,0.000693138,8.25E-05,0.000247549,0.004142324,0,0,6.60E-05,0,0,0
B160TN6K.04,0,0.000103738,0,0.002356324,0.000118557,0,0,0.122499185,0,0.001437506,0,0,0,0,0,0,0,0,0.000118557,0.826017369,0.016375708,0.000118557,0.003304781,0,0,0,0.024467234,0,0.000785441,0.002015472,5.93E-05,0,0.000222295,0,0,0
C160TVYQ.04,0,0,0,0.000468985,6.17E-05,0,0,0.021992941,0,0.002184484,0,0,0,0,0,0,0.000246834,0,0.000246834,0.86152593,0.059240244,0,0.050489966,0,0,0,0.000777528,0,0.002530052,0.000222151,0,0,1.23E-05,0,0,0
A160TBNQ.04,0,1.42E-05,0,0.007324814,5.67E-05,0,0,0.027259075,0,0.002422714,0,0,0,0,0,0,0,0,0.000170015,0.779490522,0.005440481,0,0.005752175,0,0,0,0.167167266,0,0.000311694,0.003981185,0.00060922,0,0,0,0,0
D160TRZG.04,0,1.49E-05,0,0.033398909,0.000998539,0,0,0.078810099,0,0.000476914,0,0,0,0,0,0,0,0,0.000745179,0.709887031,0.160794659,0.000894214,0.000134132,0,0,0,8.94E-05,0,0.010819995,0.002786968,0,0,0.000149036,0,0,0
D160TS0H.04,0,0,0,0.077279297,0.001504292,0,0,0.065805386,0,0.000619414,0,0,0,0,0,0,0,0,0.00014748,0.733327434,0.090198508,0.002507153,0.016134265,0,0,0,0.00274312,0,0.008111377,0.000117984,0,0,0.001504292,0,0,0
B160QL75.04,0,0,0,0.022179661,0,0,0,0.001204745,0,0.002502162,0,0,0,0,0,0,0,0,0.001343754,0.941708884,0.029871494,0,4.63E-05,0,0,0,0,0,0.001003954,0.000108118,0,0,0,3.09E-05,0,0
B160Q7XL.04,0,0,0,0.073216257,4.87E-05,0,0,0.001038759,0,6.49E-05,0,0,0,0,0,0,0,0,0.001379601,0.9022593,0.021765241,0,0,0,0,0,0,0,0.000227228,0,0,0,0,0,0,0
C160TZKH.04,0,0,0,0.00390767,0,0,0,0.00739731,0,0.000436205,0,0,0,0,0,0,0,0,0.00041803,0.949600145,0.036586696,0,0,0,0,1.82E-05,0,0,0.000381679,9.09E-05,0,0,0.001163213,0,0,0
A160VJ7R.04,0,0,0,0.001206273,0,0,0,0.002757195,0,0.000215406,0,0,0,0,0,0,0,0,0.001033948,0.948474927,0.045536791,0,4.31E-05,0,0,0,0,0,0.000129243,0.000560055,0,0,4.31E-05,0,0,0
A160VLCH.04,0,0,0,0.005729815,0.000267748,0,0,0.006760646,0,0.000508722,0,0,0,0,0,0,0,0,0,0.918858856,0.049399574,0.000187424,0.000749695,0,0,0,0.001057606,0,0.015944415,0.000535497,0,0,0,0,0,0
A160VDM5.04,0,0,0,0.002480081,1.95E-05,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,0,0.000312451,0.83705671,0.159896891,0,3.91E-05,0,0,1.95E-05,0.000156226,0,0,0,0,0,0,0,0,0
E160P8SV.04,0,0,0,0.005005871,0,0,0,0.00142142,0,0,0,0,0,0,0,0,0,0,3.09E-05,0.993191603,0.000226603,0,0,0,0,0,2.06E-05,0,0,2.06E-05,0,0,0,8.24E-05,0,0
F160V00X.04,0,1.46E-05,0,0.005472753,0.00114986,0,0,0.039066139,0,8.73E-05,0,0,0,0,0,0,0,0,0.001339078,0.741412436,0.189435841,0.000305659,0.000203773,0,0,2.91E-05,0.001382743,0,0.020042501,5.82E-05,0,0,0,0,0,0
J160Q8CD.04,0,0.002373619,0,0.000791206,0,0,0,0.148365311,0,0.000791206,0,0,0,0,0,0,0,0,0.00032496,0.504789624,0.047218062,0,0.217172003,0,0,0,0.073144197,0,0.000197802,0.004648337,0.000183673,0,0,0,0,0
G160TYJF.04,0,0.00245282,0,0.007724552,0,0,0,0.008987571,0,0.002361297,0,0,0,0,0,0,0,0,0.001043364,0.807380425,0.040270176,0,0.006937453,0,0,0,0.117204518,0,1.83E-05,0.005363255,0,0,0.000256265,0,0,0
J160QKFH.04,0,0,0,0.026514958,0.001534134,0,0,0.083277934,0,0.000153413,0,0,0,0,0,0,0,0,0.000690361,0.595141907,0.223779085,0.000562516,0.004576835,0,0,0,5.11E-05,0,0.060956277,0.001457428,2.56E-05,0,0.001278445,0,0,0
F160VK3C.04,0,0.000717441,0,0.06787373,0.00013216,0,0,0.074915984,0,0.000660801,0,0,0,0,0,0,0,0,0.018294755,0.525544689,0.207491598,0.003379526,0.035494468,0,0,0,0.041403919,0,0.020560359,0.003436167,0,0,9.44E-05,0,0,0
F160V5RN.04,0,4.46E-05,0,0.001277595,4.46E-05,0,0,0.086371334,0,0.001099326,0,0,0,0,0,0,0,0,0.001069614,0.739578691,0.043854176,0,0.111685533,0,0,0,0.000876489,0,0.000891345,0.013177051,0,0,2.97E-05,0,0,0
H160TYHJ.04,0,1.61E-05,0,0.027973377,0.000257226,0,0,0.008440243,0,8.04E-05,0,0,0,0,0,0,0,0,4.82E-05,0.904167069,0.058969165,0,1.61E-05,0,0,0,3.22E-05,0,0,0,0,0,0,0,0,0
K160QJVW.04,0,0,0,0.013855286,0.034468854,0,0,0.000887125,0,6.45E-05,0,0,0,0,0,0,0,0,4.84E-05,0.822816865,0.122616859,0,0,0,0,0,9.68E-05,0,0.004903384,0.000177425,0,0,6.45E-05,0,0,0
J160TQTY.04,0,0,0,0.036986787,0,0,0,0,0,0.00012223,0,0,0,0,0,0,0,0,0.002701282,0.790546735,0.16961852,0,0,0,0,0,0,0,0,2.44E-05,0,0,0,0,0,0
F160V2HV.04,0,0,0,0.054764415,0.00444905,0,0,0.116157736,0,0.000107206,0,0,0,0,0,0,0,0,0.004252506,0.666464166,0.153715582,0,8.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
F160VK4B.04,0,0.002028681,0,0.02339979,5.25E-05,0,0,0.038037775,0,0.008044771,0,0,0,0,0,0,1.75E-05,0,0.042987058,0.655981112,0.148426023,0.000629591,0.039314446,0,0,0,0.019027632,0,0.011070304,0.010510668,0,0,0.000472193,0,0,0
J160WXFF.04,0,0.002604099,0,0.009192469,0.000182287,0,0,0.052602797,0,0.014140257,0,0,0,0,0,2.60E-05,0,0,0.001822869,0.700450509,0.108356553,0.000468738,0.050389313,0,0,0,0.046561287,0,0.004895706,0.004843624,0.002291607,0,0.001171844,0,0,0
G160W213.04,0,0.00257269,0,0.006476081,0.000155249,0,0,0.028676617,0,0.005699838,0,0,0,0,0,0,4.44E-05,0,0.002195657,0.725875491,0.058395618,0.000243962,0.009159662,0,0,0,0.135731553,0,0.014415933,0.008560846,0.000931491,0,0.000864956,0,0,0
K160W2Z7.04,0,0,0,0.008062194,0.000639857,0,0,0.029081486,0,1.60E-05,0,0,0,0,0,0,0,0,0.002495441,0.820200275,0.138353009,0,3.20E-05,0,0,0,3.20E-05,0,0.001087756,0,0,0,0,0,0,0
G160VTFC.04,0,0.00465093,0,0.001525305,0,0,0,0.056636327,0,0.00130026,0,0,0,0,0,0,0,0,0.00155031,0.74989998,0.056786357,0.000125025,0.035832166,0,0,0,0.083241648,0,0.00410082,0.00265053,0.001525305,0,0.000175035,0,0,0
K160W5M2.04,0,0.002785976,0,0.01307992,0.00016527,0,0,0.048117105,0,0.004037304,0,0,0,0,0,0,0,0,0.000873569,0.77419431,0.10350608,0.000802739,0.009703695,0,0,0,0.031424861,0,0.007814898,0.001558258,0,0,0.001936017,0,0,0
K160W1Y8.04,0,0.005373926,0,0.011458062,9.47E-05,0,0,0.054165384,0,0.017518525,0,0,0,0,0,0,0,0,0.008546199,0.609763026,0.09187756,0.000236737,0.046731848,0,0,0,0.107691579,0,0.015695651,0.029236997,7.10E-05,0,0.001538789,0,0,0
K160WH8Q.04,0,0.001695944,0,0.002410026,0.000303485,0,0,0.035025707,0,0.00017852,0,0,0,0,0,0,0,0,0.001535276,0.885282776,0.05393102,0.000232077,0.008747501,0,0,0,0.009657955,0,0.000589117,0.000321337,0,0,8.93E-05,0,0,0
J160PF3C.04,0,0,0,5.29E-05,0,0,0,7.93E-05,0,0.000356779,0,0,0,0,0,0,0,0,0.000660703,0.940417828,0.058366479,0,1.32E-05,0,0,0,2.64E-05,0,0,2.64E-05,0,0,0,0,0,0
J160THHM.04,0,0,0,6.23E-05,0,0,0,0,0,9.78E-05,0,0,0,0,0,0,0,0,0.000320194,0.991995162,0.00750676,0,0,0,0,0,8.89E-06,0,0,8.89E-06,0,0,0,0,0,0
G160W0NV.04,0,0.001302932,0,0.017108058,0.000311571,0,0,0.019883869,0,0.067950715,0,0,0,0,0,0.002747486,0,0,0.000849738,0.548817448,0.035320776,5.66E-05,0.141424727,0,0.000226597,0,0.071094746,0,0.084350659,0.006514658,0.000566492,0,0.001472879,0,0,0
J160VWL0.04,0,0,0,0.008529814,0.000603525,0,0,0.099822966,0,0.006075481,0,0,0,0,0,0,0,0,0.002655508,0.618250583,0.150961616,0.00024141,0.038022049,0,0,0,0.019232317,0,0.054518387,0.000523055,0,0,0.00056329,0,0,0
K160TL26.04,0,0.000524881,0,0.028585848,0.000242253,0,0,0.050166549,0,0.000827698,0,0,0,0,0,0,0,0,0.004522055,0.696981932,0.165115575,4.04E-05,0.024083981,0,0,0,0.007893409,0,0.019965681,0.000545069,0.00018169,0,0.000323004,0,0,0
G160QB41.04,0,0.000190662,0,0.007562918,0.001398187,0,0,0.066498602,0,0.000360139,0,0,0,0,0,0,0,0,0.001080417,0.778069655,0.092555716,0.000783832,0.032306584,0,0,0,0.002626896,0,0.015316499,0.000635539,0,0,0.000614355,0,0,0
G160WLV2.04,0,0.000821618,0,0.010772321,0.000387986,0,0,0.012232974,0,0.000387986,0,0,0,0,0,0,0,0,0.001392186,0.868769399,0.063629724,4.56E-05,0.006276246,0,0,0,0.02279989,0,0.012369911,4.56E-05,0,0,6.85E-05,0,0,0
F160TQVV.04,0,1.88E-05,0,0.029993979,0,0,0,0.000188168,0,0.000620954,0,0,0,0,0,0,0,0,0.002220382,0.902924131,0.056318681,0,1.88E-05,0,0,0,0.00088439,0,0,0.006811681,0,0,0,0,0,0
F160QH07.04,0,0,0,0.001575834,0.000716288,0,0,0.037083274,0,0.005730307,0,0,0,0,0,0,0,0,0.000347912,0.752921433,0.200683544,0,0,0,0,0.000122792,0,0,0.000122792,0.000511635,0,0,0.000184188,0,0,0
F160W3YM.04,0,6.13E-05,0,0.003268641,0,0,0,0.013054137,0,2.04E-05,0,0,0,0,0,0,0,0,0.001961185,0.91421859,0.067252298,0,0.000143003,0,0,0,2.04E-05,0,0,0,0,0,0,0,0,0
J160QFTL.04,0,0,0,0.013904597,0.003814339,0,0,0.010112434,0,0,0,0,0,0,0,0,0,0,0.000155235,0.741667221,0.230279644,0,4.44E-05,0,0,0,2.22E-05,0,0,0,0,0,0,0,0,0
H160V7FQ.04,0,3.41E-05,0,0.006712438,0.000511099,0,0,0.015929264,0,0.000937016,0,0,0,0,0,0,0,0,0.000494063,0.887967017,0.07049764,0.000681466,0.000851832,0,0,0,0.004514711,0,0.01076716,0.00010222,0,0,0,0,0,0
K160TL01.04,0,0.000828936,0,0.001594108,6.38E-05,0,0,0.032360396,0,0.000876759,0,0,0,0,0,0,0,0,0.004893912,0.730420366,0.177743062,3.19E-05,0.020595878,0,0,0,0.025601377,0,0.00412874,0.000781113,0,0,7.97E-05,0,0,0
K160W0Q4.04,0,0.000374611,0,0.011331975,0.000187305,0,0,0.125190232,0,0.00051509,0,0,0,0,0,0,0,0,0.004495329,0.750204865,0.081665145,0.000468263,0.009177964,0,0,0,0.003418323,0,0.010957365,0.001264311,0,0,0.000749222,0,0,0
H160VH7S.04,0,0.002599725,0,0.019778711,0.001060688,0,0,0.040493324,0,0.000353563,0,0,0,0,0,0,0,0,0.002412545,0.680628926,0.096917765,0.003078075,0.015598353,0,0,0,0.120793644,0,0.015161599,0.000894306,4.16E-05,0,0.00018718,0,0,0
K160V156.04,0,0.000726831,0,0.003171625,0.000317162,0,0,0.035958293,0,0.001836899,0,0,0,0,0,0,0,0,0.001599027,0.847312709,0.079237753,0.000290732,0.010783523,0,0,0,0.011404633,0,0.003951316,0.003356636,2.64E-05,0,2.64E-05,0,0,0
H160W617.04,0,2.08E-05,0,0.052461948,0.000187141,0,0,0.012871164,0,0,0,0,0,0,0,0,0,0,0.001413957,0.851784081,0.050777676,0.000249522,0.024640273,0,0,0,0.001226815,0,0.002973468,0.000291109,0,0,0.001102054,0,0,0
H160V7CX.04,0,0,0,0.004427858,0.001525316,0,0,0.013683416,0,2.96E-05,0,0,0,0,0,0,0,0,0.000651591,0.87418366,0.095517349,0.000148089,0.007123077,0,0,0,0.000592356,0,0.002014009,4.44E-05,0,0,5.92E-05,0,0,0
J160TL6C.04,0,2.18E-05,0,0.00274056,0.00045676,0,0,0.088437446,0,0.000478511,0,0,0,0,0,0,0,0,0.001544284,0.814359666,0.083782843,0.000391509,0.004002088,0,0,0,0,0,0.003567078,6.53E-05,0,0,0.000152253,0,0,0
J160WR76.04,0,0.00033264,0,0.000715177,1.66E-05,0,0,0.064648649,0,0.001347193,0,0,0,0,0,0,0,0,0.001164241,0.893422037,0.022719335,0,0.005721414,0,0,0,0.004274428,0,0.001031185,0.004573805,0,0,3.33E-05,0,0,0
G160TZP3.04,0,0.001591033,0,0.063641329,0.000427442,0,0,0.157179834,0,0.001258579,0,0,0,0,0,0,0,0,0.003585761,0.51537603,0.167604664,0.002113462,0.014865475,0,0,0,0.068746883,0,0.003063333,0.000403695,0,0,0.000142481,0,0,0
H160W0MY.04,0,0.000350607,0,0.002945095,1.75E-05,0,0,0.087581516,0,0.002839913,0,0,0,0,0,1.75E-05,0,0,0.00054344,0.785043125,0.03800575,8.77E-05,0.048997265,0,0,0,0.010290302,0,0.001788093,0.021159105,1.75E-05,0,0.000315546,0,0,0
F160T71M.04,0,3.93E-05,0,0.000560345,0,0,0,0.009742143,0,0.003145798,0,0,0,0,0,0,0,0,0.000285088,0.952881846,0.019454794,9.83E-06,0.003686482,0,0,0,0.003804449,0,0.000776619,0.005593622,0,0,1.97E-05,0,0,0
K160V9N6.04,0,0.000275024,0,0.002587726,3.75E-05,0,0,0.063030515,0,0.00251272,0,0,0,0,0,0.00011251,0,0,0.000762567,0.802207693,0.058817647,6.25E-05,0.051929544,0,0,0,0.010488418,0,0.004375383,0.002562724,0,0,0.000237521,0,0,0
J160X7Y8.04,0,0.001193752,0,0.005847362,6.07E-05,0,0,0.063450955,0,0.010541437,0,0,0,0,0,0,0,0,0.000768857,0.814685173,0.058068954,0.000485594,0.01193752,0,0,6.07E-05,0.014729686,0,0.003783587,0.009732114,0.00406685,0,0.000586759,0,0,0
H160V9P3.04,0,0.000969039,0,0.003569294,8.08E-05,0,0,0.026987742,0,0.001695819,0,0,0,0,0,0,0,0,0.001308203,0.861249738,0.035886752,9.69E-05,0.016150653,0,0,0,0.037776378,0,0.003488541,0.010207213,0,0,0.000516821,0,0,1.62E-05
F160WXGB.04,0,0.000614334,0,0.00605802,1.71E-05,0,0,0.005204778,0,0.03996587,0,0,0,0,0,0,0,0,0.000511945,0.888549488,0.01883959,1.71E-05,0.027593857,0,0,0,0.008498294,0,0.000255973,0.003225256,0.000426621,0,0.000221843,0,0,0
G160X7ZK.04,0,0.000737199,0,0.012974704,2.11E-05,0,0,0.037892032,0,0.007350928,0,0,0,0,0,0,6.32E-05,0,0.000674011,0.854624344,0.051772437,0.000168503,0.008383007,0,0,0,0.01718727,0,0.001558649,0.005560587,0.000800388,0,0.000231691,0,0,0
J160VTC5.04,0,5.94E-05,0,0.016064814,0.002456272,0,0,0.052968326,0,3.96E-05,0,0,0,0,0,0,3.96E-05,0,0.002575124,0.62040687,0.166452073,0.002297803,0.090268011,0,0,0,0.02272052,0,0.023413822,0.000178278,0,0,5.94E-05,0,0,0
H160TXRY.04,0,0.004377063,0,0.003088653,5.29E-05,0,0,0.060043418,0,0.004535908,0,0,0,0,0,0,0,0,0.001023668,0.809791913,0.045959159,0.000229443,0.043558834,0,0,0,0.023685557,0,0.001447255,0.001306059,0.000141196,0,0.000741277,0,0,1.76E-05
F160V4F8.04,0,2.50E-05,0,0.001326481,0.000108454,0,0,0.003462199,0,0.000425475,0,0,0,0,0,0,0,0,0.000400447,0.982296898,0.009961123,8.34E-06,0.000433818,0,0,0,0,0,8.34E-06,0.00154339,0,0,0,0,0,0
J160V0BH.04,0,6.29E-05,0,0.002946203,0.000251633,0,0,0.035501221,0,0.00071296,0,0,0,0,0,0,0,0,0.000230664,0.914958533,0.023527685,0.000754899,0.011816266,0,0,0,0.00109041,0,0.00269457,0.004571333,0,0,0.000880715,0,0,0
J160TMKR.04,0,0,0,0.002858491,8.09E-05,0,0,0.019133014,0,0.000458437,0,0,0,0,0,0,0,0,0.001078676,0.898146026,0.062104766,0,0.012310389,0,0,0,0.002103418,0,0.000701139,0.000458437,0.000188768,0,0.000377537,0,0,0
J160TKYS.04,0,0.000732547,0,0.003687154,0.001343003,0,0,0.083901057,0,0.002686006,0,0,0,0,0,0,0,0,0.002979025,0.643542598,0.175542695,2.44E-05,0.045149318,0,0,0,0.025419383,0,0.013771885,0.000781384,0.000390692,0,4.88E-05,0,0,0
G160TQBP.04,0,0.000146421,0,0.001131433,1.33E-05,0,0,0.020259298,0,0.001011634,0,0,0,0,0,0,0,0,0.001118122,0.950709475,0.019101243,0,0.000452573,0,0,0,0.001450896,0,0.000332774,0.0042462,0,0,2.66E-05,0,0,0
H160W0TC.04,0,0.000605547,0,0.00115919,0,0,0,0.063046073,0,0.000934272,0,0,0,0,0,5.19E-05,0,0,0.000311424,0.878994446,0.026332636,0,0.006401495,0,0,0,0.018304815,0,0.000449835,0.003321857,0,0,8.65E-05,0,0,0
H160WN1B.04,0,0,0,0.002428416,7.25E-05,0,0,0.068086263,0,0.001721638,0,0,0,0,0,0,0,0,0.000163103,0.870061617,0.051776006,0,0.000344328,0,0,9.06E-05,0.001830373,0,0.001631026,0.001739761,0,0,5.44E-05,0,0,0
K160X7VH.04,0,0.001074797,0,0.00089932,0,0,0,0.131454266,0,0.003334064,0,0,0,0,0,0,0,0,0.000592235,0.738363676,0.022724282,0,0.053169555,0,0,0,0.035227023,0,0.000263216,0.008905462,0.003334064,0,0.000658039,0,0,0
G160TMJH.04,0,0,0,0.023134723,0,0,0,9.52E-05,0,0.007916182,0,0,0,0,0,0,0,0,0.000740819,0.9121706,0.03340036,0,0,0,0,0,0.022531485,0,0,1.06E-05,0,0,0,0,0,0
H160TK89.04,0,7.16E-05,0,0.000399185,0,0,0,0.001166849,0,0.000174004,0,0,0,0,0,0,0,0,0.000143297,0.990470732,0.006427906,2.05E-05,6.14E-05,0,0,0,0.000767664,0,0.000133062,0.000163768,0,0,0,0,0,0
F160V6Y6.04,0,0,0,0.000707087,0,0,0,0.001699119,0,0.000337713,0,0,0,0,0,0,0,0,0.000422141,0.968666561,0.028009076,0,0,0,0,0,0,0,0.000126642,1.06E-05,0,0,1.06E-05,0,0,1.06E-05
F160W5MZ.04,0,0.00183935,0,0.000585248,0,0,0,0.022991869,0,0.078339569,0,0,0,0,0,0,0,0,0.00025082,0.851033589,0.009405765,2.09E-05,0.000794265,0,0,0,0.032084108,0,0.000459837,0.00209017,0,0,0.000104508,0,0,0
H160QJ2T.04,0,0.004023072,0,0.000339295,2.42E-05,0,0,0.159808056,0,0.000605884,0,0,0,0,0,0,0,0,0.000848238,0.614827202,0.073845184,0,0.070209878,0,0,0,0.073627066,0,0.000751297,0.000169648,0.000920944,0,0,0,0,0
H160TYXY.04,0,0,0,0.006171429,0.000332468,0,0,0.082555844,0,0.000228571,0,0,0,0,0,0,0,0,0.000207792,0.746306494,0.152374026,0,0.00667013,0,0,8.31E-05,8.31E-05,0,0.004966234,2.08E-05,0,0,0,0,0,0
J160W0FQ.04,0,0.000149901,0,0.00188625,0,0,0,0.01195458,0,0.081458534,0,0,0,0,0,0,0,0,0.001586449,0.86155422,0.014365483,5.00E-05,0.002548312,0,0,0.000174884,0.0199243,0,0.000949371,0.003285323,0,0,0.000112426,0,0,0
J160WMY7.04,0,2.14E-05,0,0.002442107,0.000278486,0,0,0.275529659,0,0.00042844,0,0,0,0,0,0,0,0,0.000235642,0.601465264,0.109444956,4.28E-05,0.003791693,0,0,0,0.003363253,0,0.000449862,0.002506373,0,0,0,0,0,0
H160VRXJ.04,0,0.000152125,0,0.001064873,0.000101416,0,0,0.146428451,0,0.001436733,0,0,0,0,0,0,0,0,0.001487441,0.803708462,0.035918326,0.000253541,0.003076299,0,0,0,0.003127007,0,0.000540888,0.002636828,0,0,6.76E-05,0,0,0
G160W1WD.04,0,0,0,0.000563347,0,0,0,0.305489724,0,0.00101014,0,0,0,0,0,0,0,0,3.89E-05,0.506585337,0.176250049,0,0.002777886,0,0,0,0.004098838,0,0.001048992,0.001826023,0,0,0.000310812,0,0,0
J160Q69Q.04,0,0,0,0.001931451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638864444,0,0,0,0,0,0,0,0,0,0.354678339,0,0,0,0.004525766,0,0
G160Q7CP.04,0,0,0,0.001180204,0,0,0,0.009690787,0,0.04762779,0,0,0,0,0,0,0,0,0.000262268,0.934629809,0.002242388,0,0,0,0,0,0,0,0,0.000157361,0,0,0.003750426,0.000458968,0,0
G160TX68.04,0,0,0,0.02654993,0,0,0,0.004704511,0,0.000412178,0,0,0,0,0,0,0,0,0.000966486,0.897168765,0.06832201,0,0,0,0,0,0.001819267,0,0,5.69E-05,0,0,0,0,0,0
J160WCJ6.04,0,9.55E-05,0,0.001599122,0.000167072,0,0,0.097498687,0,0.00085923,0,0,0,0,0,0,0,0,0.000525085,0.796290992,0.091054466,2.39E-05,0.000644422,0,0,0,0.001312712,0,0.001097904,0.00883097,0,0,0,0,0,0
F160V0S9.04,0,0.000177725,0,0.000612164,0,0,0,0.147630332,0,0.001816746,0,0,0,0,0,0,0,0,0.001619273,0.777093207,0.065323855,1.97E-05,0.000276461,0,0,0,0.003120063,0,0.00035545,0.001796998,0,0,0.000157978,0,0,0
G160VK9H.04,0,0,0,0.015685918,0,0,0,0.001773191,0,0,0,0,0,0,0,0,0,0,0.000193232,0.926958182,0.052184094,0,0.002898485,0,0,0,0.000306898,0,0,0,0,0,0,0,0,0
F160V3WP.04,0,0,0,0.000295255,0,0,0,0.020667867,0,0.001402462,0,0,0,0,0,0,0,0,0.000103339,0.939649827,0.02629248,0,0.009743423,0,0,1.48E-05,0.001668192,0,0,2.95E-05,0,0,0,0,0,0.000132865
F160TTHB.04,0,0,0,0.771150815,0,0,0,0.008145034,0,0,0,0,0,0,0,0,0,0,0,0.109563847,0.001050972,0,0,0,0,0,0.109563847,0,0,0.000525486,0,0,0,0,0,0
