SampleID,Unclassified|Other|Other,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__GN02|c__3BR-5F,k__Bacteria|p__GN02|c__BD1-5,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
K160SLRV.04,0,0,0,0.008376919,0.000106306,0,0,0.031168942,0,0.001509546,0,0,0,0,0,2.13E-05,0,0,0,0.87281541,0.042373602,0.00017009,0.024174002,0,0,0,0.008058001,0,0.004592423,0.006101969,0,0,0.000467747,0,0,6.38E-05
K160TCM9.04,0,0,0,0.020540469,0.000826911,0,0,0.05295538,0,0.001289981,0,0,0,0,0,0,0,0,0,0.792743029,0.065722886,0.003969173,0.038633282,0,0,0,0.016438991,0,0.002216121,0.003076109,0,0,0.001587669,0,0,0
C160SXP7.04,0,0,0,0.001907965,0,0,0,0.170973062,0,0.000549753,0,0,0,0,0,0,0,0,0,0.724994341,0.093199237,0.000388061,0.002554733,0,0,0,0.000743783,0,0.002263687,0.002328364,0,0,9.70E-05,0,0,0
H160SWJV.04,0,0,0,0.001111686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994350196,0,0,0,0,0,0,1.52E-05,0,0,0.004522889,0,0,0,0,0,0
D160SS41.04,0,0,0,0.014755772,0.000296433,0,0,0.253351339,0,0.001548039,0,0,0,0,0,0,0,0,0,0.452784823,0.071506209,0.000955173,0.172491025,0,0,0,0.02605316,0,0.003260762,0.002898455,3.29E-05,0,6.59E-05,0,0,0
B160SGDK.04,0,0,0,0.019075501,0.0001849,0,0,0.188844376,0,0.001232666,0,0,0,0,0,0,0,0,3.08E-05,0.532141757,0.129090909,3.08E-05,0.117195686,0,0,0,0.000493066,0,0.010785824,0.000801233,0,0,9.24E-05,0,0,0
F160T891.04,0,0,0,0.00416495,0.000411918,0,0,0.113735182,0,0.00105268,0,0,0,0,0,0,0,0,0.000366149,0.713213419,0.089340473,0.000457687,0.03688956,0,0,0,0.031351549,0,0.007139915,0.001830747,0,0,4.58E-05,0,0,0
J160SH9K.04,0,0,0,0.018564062,0.00507735,0,0,0.070765569,0,0.000515668,0,0,0,0,0,0,0,0,0.000158667,0.569059897,0.209837366,0,0.099682666,0,0,0,0.000476002,0,0.025862753,0,0,0,0,0,0,0
A160SPB7.04,0,0,0,0.001006832,0.002996524,0,0,0.023804387,0,0.000143833,0,0,0,0,0,0,0,0,0.000359583,0.862927005,0.10847417,0,4.79E-05,0,0,0,0,0,4.79E-05,0.000191778,0,0,0,0,0,0
C160SZK2.04,0,0,0,0.29831987,7.74E-05,0.000206468,0,0.01615609,0,0.00482618,0,0,0,0,0,0,0,0,0,0.626035564,0.02214365,0.000464552,0.000877487,0,0,0.000232276,0.028647379,0,0.000232276,0.000696828,0,0,0.001083955,0,0,0
J160PFQ1.04,0,0,0,0.010068492,0,0,0,0.069442344,0,0.001966165,0,0,0,0,0,0,0,0,0,0.845407601,0.015124344,6.48E-05,0,0,0,0,0.027936823,0,0,0.028368948,0,0,0.001361191,0.000259274,0,0
A160SJSK.04,0,0,0,0.001242611,6.72E-05,0,0,0.118854111,0,0.002888232,0,0,0,0,0,0,0,0,0,0.787009672,0.023105857,3.36E-05,0.016556959,0,0,0,0.046950564,0,0.001712789,0.001444116,0.000100752,0,3.36E-05,0,0,0
J160TFLH.04,0,0,0,0.001684281,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.997853005,0.000166577,0,0,0,0,0,0,0,0,3.70E-05,0,0,0.000222103,0,0,0
D160T7LX.04,0,0,0,0.006927459,0,0,0,0,0,4.56E-05,0,0,0,0,0,0,0,0,0,0.978306115,0.010619066,0,0,0,0,0,0,0,0,0.000410179,0,0,0.003691607,0,0,0
C160T9NW.04,0,0,0,0.634411078,6.58E-05,0,0,0.001348551,0,0.000394698,0,0,0,0,0,0,0,0,3.29E-05,0.320626254,0.010262145,3.29E-05,0.001249877,0,0,0,0.000953853,0,0.00023024,0.030391738,0,0,0,0,0,0
E160SS50.04,0,0,0,0.022964247,0.011733374,0,0,2.51E-05,0,2.51E-05,0,0,0,0,0,0,0,0,0,0.943971257,0.021255747,0,0,0,0,0,0,0,2.51E-05,0,0,0,0,0,0,0
J160T949.04,0,0.000149656,0,0.000935349,0,0,0,0.152312182,0,0.002918288,0,0,0,0,0,0,0,0,0,0.632969171,0.061807842,0,0.03610446,0,0,0,0.100905418,0,0.010176594,0.001646214,0,0,7.48E-05,0,0,0
C160SQMB.04,0,0,0,0.001886633,0,0,0,0.00346352,0,0.000450539,0,0,0,0,0,0,0,0,0,0.981133669,0.00737758,0,0.002421648,0,0,2.82E-05,0.000197111,0,2.82E-05,0.003012981,0,0,0,0,0,0
G160SN5J.04,0,0,0,0.000926149,0.000222276,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85E-05,0.988237909,0.010502528,0,1.85E-05,0,0,0,7.41E-05,0,0,0,0,0,0,0,0,0
J160T956.04,0,0.000469239,0,0.000312826,0.000104275,0,0,0.031882169,0,0.002320125,0,0,0,0,0,0,0,0,2.61E-05,0.857064651,0.042570386,0,0.032351408,0,0,0,0.03076121,0,0.000782065,0.001251303,0,0,0.000104275,0,0,0
A160SR8B.04,0,0,0,0.001686427,0,0,0,2.57E-05,0,0,0,0,0,0,0,0,0,0,0,0.997077717,0.000115861,0,2.57E-05,0,0,0,0,0,2.57E-05,0.001042753,0,0,0,0,0,0
F160SYWP.04,0,0,0,0.000117367,0,0,0,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0.999580832,0,0,0,0,0,0,0,0,0,0.000285034,0,0,0,0,0,0
D160SXKK.04,0,0,0,0.064661067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935252111,4.34E-05,0,0,0,0,0,0,0,0,4.34E-05,0,0,0,0,0,0
C160SYYH.04,0,0,0,0.003439171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996533749,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,0,0,0,0
D160SS5X.04,0,0,0,8.02E-05,0,0,0,6.87E-05,0,0,0,0,0,0,0,0,0,0,0,0.997582853,1.15E-05,0,1.15E-05,0,0,0,1.15E-05,0,0,0.002176578,0,0,0,0,0,5.73E-05
B160SF8N.04,0,0,0,4.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-05,0.999135615,0.000677491,0,0,0,0,0,9.34E-05,0,0,0,0,0,0,0,0,2.34E-05
D160TJ8X.04,0,0.000188573,0,0.002941731,0.002640015,0,0,0.034999057,0,7.54E-05,0,0,0,0,0,0,0,0,0.000565718,0.824891571,0.122873845,0.000565718,0.003168018,0,0,0,0,0,0.003507449,0.003318876,0,0,0.000264002,0,0,0
F160SXLG.04,0,0,0,0.002542873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997416441,0,0,0,0,0,0,0,0,0,4.07E-05,0,0,0,0,0,0
G160SB07.04,0,0,0,0.094249369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901808242,0,0,0,0,0,7.01E-05,5.26E-05,0,0,0.003819736,0,0,0,0,0,0
K160TF17.04,0,0,0,0.002005944,0,0,0,0,0,0.00026003,0,0,0,0,0,0,0,0,0,0.997734027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B160SYG0.04,0,0,0,7.26E-05,0,0,0,0.000120939,0,0,0,0,0,0,0,0,0,0,0,0.819751832,0,0,0,0,0,0,0.180030477,0,0,2.42E-05,0,0,0,0,0,0
B160SKRY.04,0,0,0,0.006679463,0.003147793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927600768,0.062546385,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,0,0,0
A160SQRC.04,0,0,0,0.157298191,0,0,0,0.000921934,0,0,0,0,0,0,0,0,0,0,0,0.710621221,0.002494645,0,0,0,0,0,0.000840587,0,0,0.127823423,0,0,0,0,0,0
C160SRJ7.04,0,0,0,0.000385666,0.00054636,0,0,0.020440302,0,0,0,0,0,0,0,0,0,0,0.000160694,0.837473887,0.128619637,0,0,0,0,0.001542664,0.003920938,0,0.006781295,0.000128555,0,0,0,0,0,0
D160TF0B.04,0,0,0,0.001168359,0,0,0,0,0,9.87E-05,0,0,0,0,0,0,0,0,0,0.998732907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SKZT.04,0,0,0,0.004612464,0,0,0,0.000177402,0,0,0,0,0,0,0,0,0,0,0,0.991821746,1.77E-05,0,0,0,0,0,0,0,0,0.003370647,0,0,0,0,0,0
J160SBKX.04,0,0,0,0.000743638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999226616,0,0,0,0,0,0,2.97E-05,0,0,0,0,0,0,0,0,0
E160NYVR.04,0,0,0,0.003760615,0,0,0,0.000222402,0,2.02E-05,0,0,0,0,0,0,0,0,0,0.988960776,0.000505459,0,0.000222402,0,0,0.005337647,0.000930044,0,4.04E-05,0,0,0,0,0,0,0
G160RC75.04,0,0,0,0.00088898,0,0,0,1.71E-05,0,0,0,0,0,0,0,0,0,0,0,0.073357951,0.000102575,0,0,0,0,0.000341915,8.55E-05,0,0,0.925206004,0,0,0,0,0,0
A160SFBG.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962627249,0,0,0,0,0,6.97E-05,0,0,0,0.037303026,0,0,0,0,0,0
J160NS05.04,0,0,0,0.001062832,0,0,0,0.000375117,0,0,0,0.001688028,0,0,0,0,0,0,0,0.030321976,0.000687715,0,0,0,0,0,0,0,0.000125039,0.965739294,0,0,0,0,0,0
G160SPVR.04,0,0,0,0.000248578,0,0,0,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0.775230625,0.000248578,0,0,0,0,0,0,0,0,0.2242446,0,0,0,0,0,0
K160SNK8.04,0,0,0,0.001674906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614717562,0,0,0,0,0,0.000297161,2.70E-05,0,0,0.383283356,0,0,0,0,0,0
C160SMFW.04,0,0,0,0.000419982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980437666,0,0,0,0,0,0,0,0,0,0.019142352,0,0,0,0,0,0
C160SM70.04,0,0,0,0.000294178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962639451,0,0,0,0,0,0,0,0,0,0.037066371,0,0,0,0,0,0
J160SKP3.04,0,0,0,0.018183294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981816706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A160QC43.04,0,0,0,2.05E-05,1.02E-05,0,0,2.05E-05,0,0,0,0,0,0,0,0,0,0,0,0.999856694,7.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-05
C160Q551.04,0,0,0,0.000864693,0,0,0,0,0,3.46E-05,0,0,0,0,0,0,0,0,0,0.523018124,8.65E-05,0,0,0,0,0,0.000172939,0,0,0.447098091,0,0,0,0.028534864,0,0.000190232
B160QC36.04,0,0,0,0.000457895,6.54E-05,0,0,0.000305264,0,0,0,0,0,0,0,0,0,0,0,0.9976015,0.000872182,0,0,0,0,0.000501505,0.000196241,0,0,0,0,0,0,0,0,0
A160Q989.04,0,0,0,0.375890851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623194222,1.61E-05,0,0,0,0,0,0.000160514,0,0,1.61E-05,0,0,0,0.000722311,0,0
C160WB2N.04,0,0,0,0.016182864,0.000153704,0,0,0.013218567,0,0.000702648,0,0,0,0,0,0,0,0,0.00263493,0.843309473,0.092178648,0,0.005291819,0,0,0,0.017895569,0,0.008278073,0.000131747,0,0,2.20E-05,0,0,0
A160VFHD.04,0,0.000148902,0,0.010063283,0.000297804,0,0,0.01386028,0,0.001824048,0,0,0,0,0,0,0,0,0.000446706,0.880866112,0.063432188,0.000223353,0.006911527,0,0,0,0.016279935,0,0.003002854,0.002643008,0,0,0,0,0,0
B160V9RW.04,0,7.95E-05,0,0.009810712,0.000647234,0,0,0.047350313,0,0.000579105,0,0,0,0,0,0,2.27E-05,0,0.001090079,0.776374806,0.074874811,0.000397425,0.016975712,0,0,0,0.06424654,0,0.005246006,0.001987123,0,0,0.00031794,0,0,0
B160TKMP.04,0,0,0,0.00711264,0,0,0,0.063641858,0,0.000387399,0,0,0,0,0,0,0,0,0.002696295,0.760789054,0.110563588,0,0.017494925,0,0,0,0.032727442,0,0.003904979,0.000681822,0,0,0,0,0,0
A160VGBJ.04,0,6.91E-05,0,0.005817054,0.000809845,0,0,0.048936338,0,0.002755447,0,0,0,0,0,0,0,0,0.00012839,0.739131294,0.055859522,0.000967863,0.015219152,0,0,0.000730835,0.102465088,0,0.022665771,0.004325755,0.000118514,0,0,0,0,0
D160TL8J.04,0,0,0,0.000492325,0.000650572,0,0,0.061083467,0,0.002127547,0,0,0,0,0,0,0,0,7.03E-05,0.80215568,0.095897878,0,0.019657834,0,0,0,0.017090711,0,0,0.000474742,0.000281329,0,1.76E-05,0,0,0
B160TMMM.04,0,0.000434554,0,0.006101867,0.000235384,0,0,0.055079759,0,0.014666208,0,0,0,0,0,0,0,0,0.000905321,0.604664216,0.154248674,0.000977747,0.043926198,0,0,0,0.106411487,0,0.004689565,0.006663166,0,0,0.000995854,0,0,0
E160VY6K.04,0,0,0,0.001748187,0.000520736,0,0,0.011586386,0,1.86E-05,0,0,0,0,0,0,0,0,0.000297564,0.927022503,0.057857541,5.58E-05,7.44E-05,0,0,0,0.00040915,0,0.000390552,0,0,0,1.86E-05,0,0,0
D160VBP9.04,0,0,0,0.007301474,0.000905696,0,0,0.053268332,0,0.000771519,0,0,0,0,0,0,0,0,0.00039135,0.838137621,0.075139209,0.000816244,0.017264128,0,0,0,0.000380169,0,0.003768142,0.000928059,0,0,0.000928059,0,0,0
C160TL19.04,0,0.000127675,0,0.004596292,0.00010214,0,0,0.015729534,0,0.00010214,0,0,0,0,0,0,0,0,0.001838517,0.903733211,0.061641387,0,0.005362341,0,0,0,0.00308973,0,0.003574894,0,0.00010214,0,0,0,0,0
E160WJ72.04,0,1.66E-05,0,0.008671384,0,0,0,0.003405429,0,3.32E-05,0,0,0,0,0,0,0,0,0.0012625,0.864513771,0.109538523,0,0.002325659,0,0,0,0.010216286,0,1.66E-05,0,0,0,0,0,0,0
D160TQ8W.04,0,0,0,0.001106986,0,0,0,0.006199121,0,0.00524541,0,0,0,0,0,0,0,0,0.000902619,0.9630437,0.023008277,0,1.70E-05,0,0,0,0,0,0,0.000476855,0,0,0,0,0,0
C160PX6Y.04,0,0,0,0.031782722,0.061452615,0,0,0,0,0.001029327,0,0,0,0,0,0,1.81E-05,0,0,0.796030771,0.109596215,0,0,0,0,0,1.81E-05,0,0,7.22E-05,0,0,0,0,0,0
B160QB34.04,0,3.26E-05,0,0.07504568,0.003882798,0,0,0.090283216,0,0.001239885,0,0,0,0,0,0,0,0,0.000163143,0.162359697,0.309318716,0.00407857,0.31940094,0,0,0,0.000652571,0,0.029496215,0.000130514,0,0,0.003915427,0,0,0
A160PSBG.04,0,0.004848342,0,0.045192061,0.026922091,0,0,0.154713337,0,3.94E-05,0,0,0,0,0,0,0,0,0.000118252,0.492027829,0.274601391,5.91E-05,0.000335048,0,0,0,0,0,0.001005144,0,0,0,0.000137961,0,0,0
E160V2JR.04,0,2.13E-05,0,0.027294178,0.000212571,0,0,0.03800778,0,0.001594286,0,0,0,0,0,0,0,0,0.000701486,0.769870119,0.144102204,0,0.002317029,0,0,0,0.008184002,0,0,0.005101715,0,0,0.002593372,0,0,0
E160TK7B.04,0,1.67E-05,0,0.019097309,0.001020084,0,0,0.024599074,0,0.001086975,0,0,0,0,0,0,1.67E-05,0,0.001086975,0.814846402,0.1093831,0.000367899,0.018930082,0,0,0,0.000317731,0,0.008863024,0.000284286,0,0,8.36E-05,0,0,0
D160TL78.04,0,0,0,0.000409556,0,0,0,0.008297308,0,0.000303375,0,0,0,0,0,0,0,0,0.000288206,0.937777778,0.029275692,0,0.021357603,0,0,0,0.002153963,0,0,9.10E-05,3.03E-05,0,1.52E-05,0,0,0
B160Q670.04,0,4.53E-05,0,0.055934124,0.037652036,0,0,0.094991312,0,0.000513712,0,0,0,0,0,0,0,0,0.000196419,0.649361638,0.161244995,0,0,0,0,0,0,0,0,6.04E-05,0,0,0,0,0,0
B160VM92.04,0,6.06E-05,0,0.002620537,0.000227214,0,0,0.124634564,0,0.000772528,0,0,0,0,0,0,0,0,0.000196919,0.745717012,0.06340791,0.000302952,0.032733993,0,0,0,0.017025918,0,0.005150189,0.007119378,0,0,3.03E-05,0,0,0
B160VWJQ.04,0,0,0,0.000449889,1.73E-05,0,0,0.023498062,0,0.000207641,0,0,0,0,0,0,0,0,0.000138427,0.96814438,0.005069906,0,0.000830565,0,0,0,0.001124723,0,0.000294158,0.000103821,0.000121124,0,0,0,0,0
E160TRCG.04,0,0,0,0.006333485,0.001013945,0,0,0.04395233,0,0.000102864,0,0,0,0,0,0,0,0,0.002865498,0.770378099,0.174104716,0.000367372,5.88E-05,0,0,0,0,0,0.000822912,0,0,0,0,0,0,0
A160TSNQ.04,0,5.83E-05,0,0.002667327,0.000291511,0,0,0.121020872,0,0.0006559,0,0,0,0,0,0,0,0,0.000437267,0.743819963,0.040811567,4.37E-05,0.049586054,0,0,0,0.033640392,0,0.004401819,0.002565299,0,0,0,0,0,0
E160TJZB.04,0,0.000112699,0,0.027667687,0.000394448,0,0,0.068427281,0,0.001202126,0,0,0,0,0,0,0,0,0.001577791,0.761246455,0.069347659,0.00052593,0.015120494,0,0,0,0.051034016,0,0.001352392,0.000864028,9.39E-05,0,0.001033077,0,0,0
A160WTHX.04,0,0,0,0.019346545,4.28E-05,0,0,0.012340653,0,0.00040707,0,0,0,0,0,0,0,0,0.001349759,0.851976433,0.096111409,8.57E-05,0.008955544,0,0,0,0.000835565,0,0.005763257,0.002763792,0,0,2.14E-05,0,0,0
E160VKFR.04,0,5.60E-05,0,0.004576189,0.000130748,0,0,0.016324853,0,0.004090553,0,0,0,0,0,0,3.74E-05,0,0.000149427,0.824778662,0.041876798,0.000130748,0.004725615,0,0,0.000130748,0.087059659,0,0.004202622,0.011599238,0,0,9.34E-05,0,0,3.74E-05
D160PSDD.04,0,1.77E-05,0,0.030573316,0,0,0,0.075859267,0,0.000300258,0,0,0,0,0,0,0,0,0.001448303,0.722897312,0.168903882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160VTDG.04,0,4.83E-05,0,0.001562676,3.22E-05,0,0,0.038470833,0,0.000209431,0,0,0,0,0,0,0,0,0.000306091,0.918466966,0.033041741,6.44E-05,0.00241651,0,0,0,0.001997648,0,0.002319849,0.000998824,3.22E-05,0,3.22E-05,0,0,0
C160Q8L5.04,0,0,0,0.004275542,0.027114317,0,0,0.009335445,0,0.001245751,0,0,0,0,0,0,0,0,0.000292213,0.884283539,0.070085049,0,0,0,0,0,0,0,0.003075929,0.000169176,0,0,0.000123037,0,0,0
B160W4SH.04,0,0,0,0.000749808,0.000131216,0,0,0.00952256,0,7.50E-05,0,0,0,0,0,0,0,0,0.003580333,0.940558982,0.038690086,0,0.006542074,0,0,0,0.000131216,0,1.87E-05,0,0,0,0,0,0,0
B160Q7YH.04,0,0,0,0.00174272,0,0,0,0,0,4.59E-05,0,0,0,0,0,0,0,0,0.000733777,0.926882214,0.070473133,0,0,0,0,0,0,0,0,0.000122296,0,0,0,0,0,0
E160V0RD.04,0,0,0,0.005753061,0.000590058,0,0,0.104636869,0,0.002507745,0,0,0,0,0,0,0.0003442,0,0.0003442,0.66376555,0.133844717,0.000540886,0.057333923,0,0,0,0.006539804,0,0.022471358,0.001081772,0,0,0.000245857,0,0,0
B160VBR3.04,0,0,0,0.001945298,0.000103749,0,0,0.020983283,0,0.000207498,0,0,0,0,0,0,7.78E-05,0,0.000453903,0.870572825,0.073480398,0,0.030229934,0,0,0,0.001024524,0,0.000804057,0.000116718,0,0,0,0,0,0
A160WZN1.04,0,0.000204734,0,0.009776072,0,0,0,0.033166987,0,0.00762636,0,0,0,0,0,0,0,0,0.000102367,0.825131158,0.042380038,0.000204734,0.004069098,0,0,0,0.06925144,0,0.005118362,0.002610365,0.00028151,0,7.68E-05,0,0,0
C160VM9Z.04,0,0.000163937,0,0.00712217,9.11E-05,0,0,0.124556003,0,0.003060165,0,0,0,0,0,0,0,0,0.000382521,0.677480464,0.067105047,1.82E-05,0.04961839,0,0,0,0.054991894,0,0.004499171,0.0108563,0,0,5.46E-05,0,0,0
A160TX75.04,0,7.71E-05,0,0.00087325,5.14E-05,0,0,0.026428663,0,0.013098754,0,0,0,0,0,0,0,0,0.000462309,0.859329652,0.031282907,2.57E-05,0.00891229,0,0,0,0.054192886,0,0.003005008,0.002183126,0,0,7.71E-05,0,0,0
E160QCV7.04,0,0,0,0.007534317,0,0,0,5.90E-05,0,0.000117954,0,0,0,0,0,0,0,0,7.37E-05,0.980596553,0.011515268,0,0,0,0,0,5.90E-05,0,0,4.42E-05,0,0,0,0,0,0
C160Q97D.04,0,1.43E-05,0,0.000544303,4.30E-05,0,0,0.012719512,0,0.078709141,0,0,0,0,0,0,0,0,0,0.907253559,0.000386742,0,5.73E-05,0,0,0,5.73E-05,0,0.00011459,8.59E-05,0,0,0,1.43E-05,0,0
D160WJ8C.04,0,0,0,0.009439813,0.001332139,0,0,0.01750155,0,0.001492914,0,0,0,0,0,0,0,0,0.000206711,0.893176233,0.063667057,0,0.000574198,0,0,0.00011484,0.011552861,0,0.000734973,0.000206711,0,0,0,0,0,0
E160TQH5.04,0,1.15E-05,0,0.000230776,1.15E-05,0,0,0.030381704,0,0.000207699,0,0,0,0,0,0,0,0,9.23E-05,0.928517031,0.039855072,0,0.000357703,0,0,0,0,0,0.000311548,2.31E-05,0,0,0,0,0,0
E160QC5X.04,0,0,0,0.000499869,0,0,0,0.000174954,0,0.010784669,0,0,0,0,0,0,0,0,1.25E-05,0.987528274,0.000312418,0,0,0,0,0,0,0,0.000274928,0.000337411,0,0,0,7.50E-05,0,0
D160QF9R.04,0,0,0,0.003362856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996343872,0,0,0,0,0,0,3.91E-05,0,0,0.000254169,0,0,0,0,0,0
E160V0YJ.04,0,4.40E-05,0,0.004853728,0.00019063,0,0,0.099010191,0,0.00107046,0,0,0,0,0,0,0,0,0.000894494,0.768282132,0.06808417,0.000161302,0.032964294,0,0,0,0.01236161,0,0.007830486,0.004135201,1.47E-05,0,0.000102647,0,0,0
C160X7TL.04,0,0,0,0.001520067,0.000111224,0,0,0.13613866,0,0.002799147,0,0,0,0,0,0,0,0,9.27E-05,0.742496988,0.026397256,0.000166837,0.035684493,0,0,0,0.038669015,0,0.000908333,0.011511725,0.002743535,0,0.000760033,0,0,0
C160V9WS.04,0,6.85E-05,0,0.000999493,4.11E-05,0,0,0.155674521,0,0.001547161,0,0,9.58E-05,0,0,0,0,0,0,0.716924299,0.063077618,8.22E-05,0.049153169,0,0,0,0.004504566,0,0.001903145,0.005860044,0,0,6.85E-05,0,0,0
C160WH7T.04,0,1.96E-05,0,0.000176658,0,0,0,0.045930986,0,0.00186472,0,0,0,0,0,0,0,0,1.96E-05,0.902347584,0.027990421,0,0.013936325,0,0,0,0.006928905,0,0.0001374,0.000157029,0.000353315,0,0.0001374,0,0,0
D160TYYV.04,0,0.00021368,0,0.018756381,0.000854721,0,0,0.172701156,0,0.002825328,0,0,0,0,0,0,0,0,0.00052233,0.4786201,0.127519647,0.001543247,0.048695363,0,0,0,0.09290344,0,0.048362972,0.005436976,0,0,0.001044659,0,0,0
E160VB87.04,0,4.33E-05,0,0.00334593,0,0,0,0.005186733,0,0.018267263,0,0,0,0,0,0,0,0,4.33E-05,0.924202228,0.025489708,1.08E-05,0.005803944,0,0,0,0.009593832,0,0,0.007893796,0,0,0.000119111,0,0,0
B160T9RY.04,0,2.12E-05,0,0.003076466,2.12E-05,0,0,0.149749639,0,0.002397522,0,0,0,0,0,0,0,0,6.37E-05,0.662331325,0.051111771,0.000127302,0.029661377,0,0,0,0.095179496,0,0.001209369,0.004858695,0,0,0.000190953,0,0,0
D160W0VN.04,0,4.32E-05,0,0.004702449,0,0,0,0.022982541,0,0.004259229,0,0,0,0,0,0,0,0,3.24E-05,0.9279066,0.012572293,2.16E-05,0.002107994,0,0,0,0.019296254,0,0.000648614,0.004918653,0,0,0.000508081,0,0,0
E160TQS0.04,0,0,0,0.006105234,0.000326234,0,0,0.005406161,0,0,0,0,0,0,0,0,0,0,0.000128163,0.913687841,0.067996458,0.000442746,0,0,0,0,9.32E-05,0,0.005312951,0.0004777,0,0,2.33E-05,0,0,0
C160V6VY.04,0,6.00E-05,0,0.011528531,2.00E-05,0,0,0.022596722,0,0.001260933,0,0,0,0,0,0,0,0,0.0005404,0.846766607,0.090266797,0.000280207,0.001801333,0,0,0,0.017552989,0,0.005163821,0.001921422,4.00E-05,0,0.000200148,0,0,0
A160V3G4.04,0,7.76E-05,0,0.003429547,6.21E-05,0,0,0.016185599,0,0.004903786,0,0,0,0,0,0,0,0,6.21E-05,0.870437616,0.035723153,0.000294848,0.006269398,0,0,0,0.044072005,0,0.004810677,0.013283675,0,0,0.000387958,0,0,0
B160QHK2.04,0,0,0,0.037955431,0.000322633,0,0,0.003756366,0,3.46E-05,0,0,0,0,0,0,0,0,0.000725924,0.866095914,0.087583251,0,0,0,0,0,1.15E-05,0,0.000772014,0.002742378,0,0,0,0,0,0
A160TN59.04,0,8.73E-05,0,0.007802273,0.000296731,0,0,0.041088478,0,0.075072874,0,0,0,0,0,0,0,0,0.000209457,0.778743607,0.020893334,0.000593461,0.006650259,0,0,0,0.054650818,0,0.003909864,0.008325915,0.000925102,0,0.000750554,0,0,0
D160WZF6.04,0,0,0,0.02435735,0.000585775,0,0,0.021632814,0,0.010925389,0,0,0,0,0,0,0,0,0.000122604,0.772283297,0.069707249,0.002261365,0.022055117,0,0,0.000190718,0.047120847,0,0.021360361,0.007083793,8.17E-05,0,0,0,0.000231586,0
