,Experiments,Time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Intrasporangiaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae],k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta|f__,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other
22,PROP0510203,2,0.000958043,0.951956944,0.003212263,0.020231621,0.0,0.000112711,0.000563555,0.016793936,0.0,0.0,0.0,0.0,0.0,0.000197244,0.0,0.0,0.0,0.0,0.000225422,0.000169066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,PROP0510203,3,0.002559756,0.307452116,0.001695066,0.290281848,0.0,0.053034306,0.186567113,0.004591091,0.0,0.0,0.0,0.0,0.0,0.030518059,0.0,0.0,0.0,0.0,0.048800071,0.010856661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,PROP0510203,4,0.001552299,0.064039934,0.000935945,0.793863854,0.0,0.0,0.025247683,0.011703115,0.0,0.0,0.0,0.0,0.0,0.02341384,0.0,0.0,0.0,0.0,0.02176262,0.014899024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,PROP0510203,5,0.002100667,0.537997364,0.023354477,0.369346734,0.0,0.0,0.011203559,0.005704753,0.0,0.0,0.0,0.0,0.0,0.008938133,0.0,0.0,0.0,0.0,0.004716204,0.011203559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,PROP0510203,6,0.00076775,0.673683366,0.003735619,0.142102489,0.0,0.0,0.032680937,0.001936563,0.0,0.0,0.0,0.0,0.0,0.046947335,0.0,0.0,0.0,0.0,0.052012192,0.011481872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,PROP0510203,7,0.001122759,0.312449281,0.152139355,0.000111164,0.0,0.0,0.002501195,0.453994686,0.0,0.0,0.0,0.0,0.0,0.008592994,0.0,0.0,0.0,0.0,0.003590604,0.010994142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,PROP0510204,1,1.82e-05,0.957542612,0.0,0.023388934,0.0,1.82e-05,0.008166986,0.0,0.0,0.0,0.0,0.0,0.0,0.001166712,0.0,0.0,0.0,0.0,0.002588643,0.001349011,0.001020873,0.000364598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,PROP0510204,2,0.0,0.893736939,0.0,0.000886581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010385663,0.0,0.0,0.0,0.0,0.020043063,0.003293015,0.0,0.029162181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,PROP0510204,3,0.540622651,0.237315209,0.0,0.090171636,0.0,0.012716111,0.050394638,0.0,0.0,0.0,0.0,0.0,0.0,0.006921824,0.0,0.0,0.0,0.0,0.022394137,0.006921824,0.005919569,0.003226009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,PROP0510204,4,0.001893458,0.422919316,0.0,0.454005935,0.0,0.0,0.011275964,0.0,0.0,0.0,0.0,0.0,0.0,0.033969196,0.0,0.0,0.0,0.0,0.02212802,0.006415148,0.01958457,0.001271725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,PROP0510204,5,0.250110181,0.517555458,0.0,0.0,0.0,0.0,0.002644337,0.0,0.0,0.0,0.0,0.0,0.0,0.041501396,0.0,0.0,0.0,0.0,0.011789335,0.055200529,0.033972381,0.024937564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,PROP0510204,6,0.003295283,0.565180373,0.0,0.166924193,0.0,0.0,0.074293643,0.0,0.0,0.0,0.0,0.0,0.0,0.031533804,0.0,0.0,0.0,0.0,0.034513749,0.026267659,0.017107089,0.013906408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,PROP0510204,7,0.785303993,0.09232178,0.0,0.0,0.0,0.062158337,0.007214807,0.0,0.0,0.0,0.0,0.0,0.0,0.021477925,0.0,0.0,0.0,0.0,0.021616672,0.003968144,0.000804728,0.000776979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,PROP0510205,1,0.729293606,0.013993974,0.0,0.0,0.0,0.176632072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,PROP0510205,2,0.851622501,0.014944994,0.0,0.0,0.0,0.129142739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46e-05,0.001245416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,PROP0510205,3,0.726428224,0.045264769,0.0,0.0,0.0,0.207327256,0.000487092,0.0,0.0,0.0,0.0,0.0,0.0,0.004801336,0.0,0.0,0.0,0.0,0.004696959,0.000974184,0.000835015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,PROP0510205,4,0.417431594,0.425823936,0.0,0.016609844,0.0,0.005682315,0.058396713,0.0,0.0,0.0,0.0,0.0,0.0,0.020194073,0.012063992,0.0,0.0,0.0,0.008654603,0.004196171,0.003059708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,PROP0510205,5,0.003009782,0.430069601,0.0,0.519140331,0.0,0.000329195,0.000611362,0.0,0.0,0.0,0.0,0.0,0.0,0.00348006,0.008512039,0.0,0.0,0.0,0.002116253,0.00479684,0.010063958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,PROP0510205,6,0.044226705,0.209721422,0.0,0.611834774,0.0,0.001383285,0.004610951,0.0,0.0,0.0,0.0,0.0,0.0,0.01648415,0.023746398,0.0,0.0,0.0,0.014063401,0.013102786,0.026167147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,PROP0510205,7,0.816637694,0.106946255,0.0,3.62e-05,0.0,0.06714472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000760539,0.0,0.0,0.0,0.0,0.000398378,0.002571346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PROP0510208,1,0.829296309,0.001847875,0.137591769,0.004819458,0.0,0.022449183,2.5e-05,0.003071468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,PROP0510208,2,0.069447245,0.688711582,0.022323357,0.010801625,0.0,0.002073912,0.029495636,0.000691304,0.0,0.0,0.0,0.0,0.0,0.021171184,0.0,0.0,0.018722816,0.0,0.0,0.0,0.0,0.008986952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,PROP0510208,3,0.630888622,0.289284803,0.0,0.052683353,0.0,0.000145735,0.0,3.64e-05,0.0,0.0,0.0,0.0,0.0,0.003096878,0.0,0.0,0.000400772,0.0,0.0,0.0,0.0,0.000765111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,PROP0510208,4,5.04e-05,0.005188655,0.875976021,0.0,0.0,0.0,0.0,0.093345423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,PROP0510208,5,0.579395454,0.361790205,7.81e-05,0.055794215,0.0,0.00229113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,PROP0510208,6,0.000126129,0.978778754,0.000189194,0.012313368,0.0,1.58e-05,0.000299557,0.0,0.0,0.0,0.0,0.0,0.0,6.31e-05,0.0,0.0,0.002333391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,PROP0510208,7,0.000197768,0.840937986,0.000437915,0.006413335,0.0,0.0,0.000211894,0.000155389,0.0,0.0,0.0,0.0,0.0,0.000678062,0.0,0.0,0.147987004,0.0,0.0,0.0,0.0,0.00038141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,PROP0510209,1,4.26e-05,0.038967676,0.925854947,0.0,0.0,0.0,0.0,0.032707295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,PROP0510209,2,0.766279724,0.047722988,0.147302973,0.0,0.0,0.0,0.00016536,0.004100936,0.0,0.0,0.0,0.0,0.0,0.00016536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,PROP0510209,3,0.001103007,0.100338018,0.000106743,0.5518591,0.0,0.0,0.000249066,0.000106743,0.0,0.0,0.0,0.0,0.0,0.18132005,0.0,0.0,0.15392279,0.0,0.0,0.0,0.0,0.0,0.0,0.00042697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,PROP0510209,4,0.107902409,0.830965168,0.0,6.14e-05,0.0,0.0,0.000736535,0.000153445,0.0,0.0,0.0,0.0,0.0,0.001994783,0.0,0.0,0.031364125,0.0,0.0,0.0,0.0,0.0,0.007150529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,PROP0510209,5,0.12339828,0.601661693,0.00175531,0.096307998,0.0,0.0,0.002047861,0.000117021,0.0,0.0,0.0,0.0,0.0,0.017319057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036568954,0.042537008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,PROP0510209,6,0.018509563,0.028445812,0.003517257,0.006067268,0.0,0.0,0.900681468,0.000351726,0.0,0.0,0.0,0.0,0.0,0.000967246,0.0,0.0,0.010771598,0.0,0.0,0.0,0.0,0.0,0.0,0.002110354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,PROP0510209,7,0.000135589,0.655016045,3.01e-05,0.024827877,0.0,0.0,0.293068382,1.51e-05,0.0,0.0,0.0,0.0,0.0,0.000256113,0.0,0.0,0.009958269,0.0,0.0,0.0,0.0,0.0,1.51e-05,6.03e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,PROP0510213,1,0.186032087,0.592110778,0.00244757,0.08253005,0.0,0.004073695,0.062077752,0.000905266,0.0,0.0,0.0,0.0,0.0,0.021793432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006253039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,PROP0510213,2,0.00513631,0.0,0.943237192,0.0,0.0,0.0,0.0,0.041090478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,PROP0510213,3,0.494966899,0.449183174,0.000777313,0.014043452,0.0,0.037932866,0.001204835,0.0,0.0,0.0,0.0,0.0,0.0,0.000246149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,PROP0510213,4,0.107493249,0.014337614,0.000485692,0.086569658,0.0,0.140869971,0.046956657,0.000116566,0.0,0.0,0.0,0.0,0.0,0.001029666,0.0,0.0,0.597653139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,PROP0510213,5,0.002083659,0.620253165,0.268271084,0.0,0.0,0.0,0.007709538,0.017919467,0.0,0.0,0.0,0.0,0.0,0.017294369,0.0,0.0,0.000156274,0.0,0.0,0.0,0.0,0.015835808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,PROP0510213,6,0.006955478,0.78021396,0.192634961,0.000141228,0.0,0.0,0.003248243,0.01468771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,PROP0510213,7,0.000323604,0.025046923,0.936638405,0.0,0.0,0.0,0.0,0.037602744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,PROP0510218,1,0.655206847,0.191333809,0.009379458,0.043437946,0.0,0.05171184,0.00010699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032097,0.0,0.0,0.016975749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,PROP0510218,2,0.015728161,2.93e-05,0.716981132,5.87e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005047096,0.0,0.0,0.0,0.089468588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,PROP0510218,3,0.118934765,0.548097208,0.00123291,0.125948656,0.0,0.028850105,0.002575413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135209184,0.0,0.0,0.0,0.00082194,0.0,0.0,0.001369901,2.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,PROP0510218,4,0.002064974,0.97190472,0.000698019,0.012302591,0.0,0.0,0.006427595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465346,0.0,0.0,0.003344676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,PROP0510218,5,0.337819498,0.441340572,0.001130966,0.009387017,0.0,0.001055568,0.066840081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062391616,0.0,0.0,0.001507954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,PROP0510218,6,0.257579438,0.723805949,0.0145958,0.0,0.0,0.0,2.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
