,Experiments,Time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Intrasporangiaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermabacteraceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Odoribacteraceae],k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta|f__,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other
69,PROP0510218,7,0.659209671,0.126158885,0.001878296,0.110410095,0.0,0.045512558,0.000313049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41e-05,0.0,0.0,0.04288776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,PROP0510221,1,0.000142782,0.000571129,0.947884441,0.0,0.0,0.0,0.0,0.050878111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,PROP0510221,2,0.062322946,0.018238969,0.883813885,0.0,0.0,0.001358221,0.0,0.033101789,0.0,0.0,0.0,0.0,0.0,0.000271644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,PROP0510221,3,0.259471328,0.717042932,3.64e-05,0.002062281,0.0,0.000521636,0.007315032,1.21e-05,0.0,0.0,0.0,0.000145573,0.0,0.00090983,0.0,0.0,0.0,0.0,0.0,0.0,0.003966858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,PROP0510221,4,0.016328742,0.000232162,0.948189135,0.0,0.0,0.0,3.87e-05,0.032154465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,PROP0510221,5,0.00012138,0.001359454,0.953584347,0.0,0.0,0.0,0.0,0.044934819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,PROP0510221,6,0.008734472,0.003590839,0.72355396,0.0,0.0,0.000679348,0.0,0.026882764,0.0,0.0,0.0,0.231123835,0.0,4.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,PROP0510221,7,0.004515414,0.010221255,0.929313247,0.000164197,0.0,0.0,0.000246295,0.051639916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,PROP0510238,1,0.005023645,0.833205151,0.023170951,0.0,0.0,0.004156371,0.0,0.017427304,0.0,0.0,0.0,0.009981836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004810918,0.0,0.0,0.0,0.0,0.001325457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,PROP0510238,2,0.297927082,0.663955615,0.000317035,0.000548714,0.0,0.00174369,0.008950128,0.000658456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005072552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,PROP0510238,3,0.211066887,0.717648286,0.000447207,0.000119255,0.0,0.019945441,0.011165273,0.000566462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005500648,0.0,0.0,0.0,0.0,7.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,PROP0510238,4,0.003052408,0.081604498,0.089933951,0.0,0.0,0.188714712,0.44870402,0.058909756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001707279,0.0,0.0,0.0,0.0,0.12304482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,PROP0510238,5,0.1004165,0.143664061,0.735550864,0.0,0.0,0.001355052,1.43e-05,0.009385519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000142637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,PROP0510238,6,0.279557502,0.636372948,0.000742619,0.000499347,0.0,0.055517144,0.012291619,0.000665796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002163837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,PROP0510238,7,0.005736518,0.002726266,0.799307074,2.84e-05,0.0,5.68e-05,0.0,0.037883736,0.0,0.0,0.0,0.14145344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,PROP0510250,1,0.040321468,0.000413907,0.932515866,0.0,0.0,5.17e-05,3.45e-05,0.026265866,0.0,0.0,0.0,0.0,0.0,3.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,PROP0510250,2,0.488262595,0.004271205,0.490566355,0.0,0.0,0.0,0.0,0.011619695,0.000975314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001177104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,PROP0510250,3,0.248494149,0.20798005,0.065528486,0.0,0.0,0.008478803,0.34835987,0.047726837,0.002992519,0.0,0.0,0.0,0.0,0.026855937,0.0,0.0,0.0,0.0,0.0,0.001074237,0.0,0.0,0.0,0.0,0.001419528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,PROP0510250,4,2.57e-05,0.636894352,0.0,0.0,0.0,0.000694373,0.089702705,0.001208723,5.14e-05,0.0,0.0,0.0,0.0,0.088854027,0.0,0.0,0.0,0.0,0.0,0.027234852,0.0,0.0,0.0,0.0,2.57e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,PROP0510250,5,0.000109037,0.612335762,0.006814836,0.0,0.0,3.63e-05,0.008359533,0.000454322,0.269322333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004797645,0.0,0.0,0.0,0.0,0.036909154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,PROP0510250,6,0.12549932,0.525284228,0.003314165,0.0,0.0,0.220819982,0.007879373,0.00338001,0.0,0.0,0.0,0.0,0.0,0.042601291,0.0,0.0,0.0,0.0,0.0,0.034656073,0.0,0.0,0.0,0.0,0.000724288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,PROP0510250,7,0.043823429,0.000102969,0.94703296,0.0,0.0,0.0,0.0,0.008237487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03e-05,0.0,0.0,0.0,0.0,7.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,PROP0510251,1,0.340216069,0.209136831,0.163434239,0.0,0.0,0.0,0.0,0.003558128,0.0,0.0,0.0,0.0,0.0,0.008056488,0.0,0.003484385,0.0,0.0,0.0,0.008093359,0.0,0.0,0.0,0.0,0.0,0.235020833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,PROP0510251,2,0.187622309,0.058047945,0.712720157,0.0,0.0,0.0,0.0,0.021453033,0.0,0.0,0.0,0.0,0.0,0.007729941,0.0,0.0,0.0,0.0,0.0,0.001541096,0.0,0.0,0.0,0.0,0.0,2.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,PROP0510251,3,0.970190163,0.010559864,0.000594922,4.25e-05,0.0,0.011261022,0.0,0.000169978,0.0,0.0,0.0,0.0,0.0,0.001019866,0.0,0.000446191,0.0,0.0,0.0,0.0007649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,PROP0510251,4,0.266663452,0.001687642,0.659578572,0.0,0.0,0.0,0.0,0.01909446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001687642,0.0,0.0,0.0,0.001703714,0.0,0.0,0.0,0.0,0.0,0.001012585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,PROP0510251,5,0.830177092,0.045360243,0.001892085,0.0,0.0,0.106952582,0.0,0.000912848,0.0,0.0,0.0,0.0,0.0,0.000431528,0.0,0.0,0.0,0.0,0.0,0.002307016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,PROP0510251,6,0.839922866,0.0001963,0.155181174,0.0,0.0,0.0,0.0,0.002944505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,PROP0510251,7,0.081002877,0.024386164,0.018816485,0.0,0.0,0.0,0.0,0.001823108,0.0,0.0,0.0,0.0,0.0,0.001455141,0.0,0.000903191,0.0,0.0,0.0,0.000468321,0.0,0.0,0.0,0.0,0.0,0.863367231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,PROP0510254,1,0.405582411,3.9e-05,0.587400593,0.0,0.0,0.0,0.0,0.005574614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000545766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,PROP0510254,2,0.493281702,0.0,0.481897919,0.0,0.0,0.0,0.0,0.005831856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018335355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,PROP0510254,3,0.460132565,0.013648665,0.487037691,0.000235322,0.0,0.000352983,0.0,0.010824803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000823626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025297094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,PROP0510254,4,0.001971243,0.963647959,0.003681586,2.9e-05,0.0,0.0,0.006986317,0.019306586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,PROP0510254,5,0.437908497,0.008443569,0.002001439,0.492009882,0.0,0.045157457,0.003940332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000813084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,PROP0510254,6,0.694627429,0.11944564,0.003453717,0.043342492,0.0,0.018085118,0.03053174,2.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018945789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,PROP0510254,7,0.366279751,0.021143549,0.587563997,7.82e-05,0.0,0.0,0.0,0.008559034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000312659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011568375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,RPRC0530001,1,0.004959497,0.6065796,0.001653166,0.0,0.0,0.0,0.03818813,0.002744255,0.0,0.0,0.0,0.0,0.0,0.0,0.034352786,0.0,0.0,0.0,0.0,0.090295917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020829889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,RPRC0530001,2,0.006714553,0.441755153,0.001717676,0.200811993,0.0,0.0,0.019987508,0.004762648,0.0,0.0,0.0,0.0,0.0,0.0,0.125468457,0.0,0.0,0.0,0.0,0.053638351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06394441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,RPRC0530001,3,0.914776994,0.017745407,0.018996846,0.00020023,0.0,0.034439606,0.002803224,0.0016519,0.0,0.0,0.0,0.0,0.0,0.0,0.001151324,0.0,0.0,0.0,0.0,0.000525604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000425489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,RPRC0530001,4,0.062632837,0.781349628,0.051939426,0.001328374,0.0,0.000863443,0.008169501,0.013084485,0.0,0.0,0.0,0.0,0.0,0.0,6.64e-05,0.0,0.0,0.0,0.0,0.011822529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001992561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,RPRC0530001,5,0.000410266,0.004740849,0.848384009,0.057938642,0.0,0.038245886,0.0,0.045585085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,RPRC0530001,6,0.000583504,0.053432251,0.66252657,0.171341641,0.0,0.012628683,0.009169341,0.054474222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005126495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,RPRC0530001,7,0.004345987,0.382562209,0.062805277,0.0,0.0,0.293181031,0.022806815,0.027306642,0.0,0.0,0.0,0.0,0.0,0.0,0.049728857,0.0,0.0,0.0,0.0,0.017037806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,RPRC0530003,1,0.808167288,0.011383182,0.000212589,0.0,0.0,0.179038711,0.0,7.73e-05,0.0,0.0,0.0,0.0,0.0,0.000173937,0.0,0.0,0.0,0.0,0.0,5.8e-05,0.0,7.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,RPRC0530003,2,0.000795874,0.428434993,0.001528078,0.447917993,0.0,0.001177894,0.046924742,0.002037438,0.0,0.0,0.0,0.0,0.0,0.011396918,0.0,0.0,0.0,0.0,0.0,0.014516745,0.0,0.004138546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,RPRC0530003,3,0.525566754,0.354575034,0.001296193,0.0,0.0,0.052138719,0.004391186,0.001745893,0.0,0.0,0.0,0.0,0.0,0.010977965,0.0,0.0,0.0,0.0,0.0,0.006401608,0.0,0.007988784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,RPRC0530003,4,0.76627994,0.059244012,0.140643713,0.0,0.0,0.0,0.0,0.029678144,0.0,0.0,0.0,0.0,0.0,0.000224551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
