,Experiments,Time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae,k__Bacteria|Other|Other|Other|Other,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae
325,RPRC0530053,4,0.097501488,0.009391024,0.0,0.111885695,0.0,0.0,0.463444144,0.014883524,0.0,0.0,0.051506597,0.0,0.0,0.008296365,0.057479211,0.0,0.0,0.0,0.0,0.105317739,0.0,9.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,RPRC0530053,5,0.297093275,0.006958785,0.0,0.108477223,0.0,0.0,0.37716269,0.015913232,0.0,0.0,0.015548807,0.0,0.0,0.037691974,0.023947939,0.0,0.0,0.0,0.0,0.023739696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,RPRC0530053,6,0.015732874,0.010180095,0.0,0.164390027,0.0,0.0,0.633720177,0.005830418,0.0,0.0,0.030531031,0.0,0.0,0.002221112,0.052297925,0.0,0.0,0.0,0.0,0.051150351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,RPRC0530053,7,3.75e-05,0.891184087,0.0,3.75e-05,0.0,0.0,1.5e-05,0.000240195,0.0,0.0,0.017286545,0.0,0.0,0.000517921,7.51e-06,0.0,0.0,0.0,0.0,0.003130043,0.0,7.51e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,RPRC0530056,1,0.232801154,0.016407559,0.06060324,0.060277416,0.000116366,0.0,2.33e-05,0.0,0.0,0.0,0.007400856,0.0,0.0,0.0,0.0,0.0,0.0,0.319167753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,RPRC0530056,2,0.434475427,0.019540292,0.020899499,0.254023793,0.0,0.0,0.007980298,0.0,0.0,0.0,0.025084782,0.0,0.0,0.0,0.0,0.0,0.0,5.38e-05,0.0,0.089532756,0.111979868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,RPRC0530056,3,0.000801065,0.280793455,6.01e-05,0.042636707,1e-05,0.0,1e-05,0.0,0.0,0.0,0.673155297,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,RPRC0530056,4,0.005601609,0.100387804,6.16e-05,0.000420634,1.03e-05,0.0,0.790462902,0.0,0.0,0.0,0.042422439,0.0,0.0,0.0,0.0,0.0,0.0,0.002410949,0.0,0.011982928,2.05e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,RPRC0530056,5,0.345157015,0.000499592,0.381494698,0.070564845,1.02e-05,0.0,0.015069331,0.0,0.0,0.0,0.002324633,0.0,0.0,0.0,0.0,0.0,0.0,0.000387439,0.0,0.000795269,0.048562398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,RPRC0530056,6,0.003730855,0.080453375,0.00040363,0.00459266,0.223905834,0.0,0.642077933,0.0,0.0,0.0,0.011803465,0.0,0.0,0.0,0.0,0.0,0.0,0.00040363,0.0,0.007483528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,RPRC0530056,7,0.193055432,0.074361598,0.133041196,0.275513836,0.016349319,0.0,0.086328855,0.0,0.0,0.0,0.03040751,0.0,0.0,0.0,0.0,0.0,0.0,0.000266928,0.0,0.06339532,0.049270398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,RPRC0530057,1,0.106336993,0.0,0.000815127,0.02770196,0.0,0.0,0.235065272,0.006483963,0.023243464,0.0,0.186799886,0.0,0.0,0.07915375,0.17442478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,RPRC0530057,2,0.440595748,0.0,0.191051905,0.044873982,0.0,0.0,0.014092656,0.078088146,0.103914791,0.0,0.049027607,8.9e-05,0.0,0.000667547,0.009553337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,RPRC0530057,3,0.23470796,0.0,0.271315291,0.029227386,0.0,0.0,0.011847676,0.006713293,0.02734439,0.0,0.219585507,0.000619869,0.0,0.000736825,0.064770415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,RPRC0530057,4,0.377679334,0.0,0.059141567,0.040200917,0.0,0.0,0.008598287,0.132898477,0.071681462,0.0,0.123672323,0.0,0.0,0.000313933,0.078465912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,RPRC0530057,5,0.289073634,0.0,0.003372922,0.025225653,0.0,0.0,0.036785432,0.075692795,0.008329375,0.0,0.306429137,0.0,0.0,0.032810768,0.116294537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,RPRC0530057,6,0.355210176,0.0,0.026530689,0.176118617,0.0,0.0,0.020415459,0.075734768,0.074586987,0.0,0.075264366,3.76e-05,0.0,0.000282241,0.003236368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,RPRC0530057,7,0.359659642,0.0,0.054870228,0.056444801,0.0,0.0,0.10133578,0.071429316,0.086038436,0.0,0.07114777,0.000125132,0.0,0.000187697,0.028394457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,RPRC0530058,1,0.185543191,0.029375707,0.0,0.03349365,0.024629071,0.005862568,0.123302527,0.0,0.0,0.0,0.529249969,0.0,0.0,0.00756004,0.00762291,0.0,0.0,0.0,0.0,0.0,0.0,0.033603672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,RPRC0530058,2,0.17788888,0.048947666,0.0,0.01200172,0.023546488,0.000833266,0.04928366,0.0,0.0,0.0,0.567655834,0.0,0.0,0.016289009,0.020710695,0.0,0.0,0.0,0.0,0.0,0.0,0.063838938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,RPRC0530058,3,0.342841093,0.095264844,0.0,0.222860234,0.011713061,0.022926809,0.078204968,0.0,0.0,0.0,0.056817709,0.0,0.0,0.002350934,0.02667166,0.0,0.0,0.0,0.0,0.0,0.0,0.084113511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,RPRC0530058,4,0.004514623,0.059862589,0.0,0.769710385,0.002728498,0.003846196,0.043590221,0.0,0.0,0.0,0.051775715,0.0,0.0,0.001336854,0.001928577,0.0,0.0,0.0,0.0,0.0,0.0,0.046055731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,RPRC0530058,5,0.040344545,0.041028806,0.0,0.002817544,0.013336374,0.416352488,0.165483745,0.0,0.0,0.0,0.207357815,0.0,0.0,0.006627937,0.081064763,0.0,0.0,0.0,0.0,0.0,0.0,0.006319348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,RPRC0530058,6,0.012181909,0.075911212,0.0,0.382986999,0.099191577,0.003694855,0.026266807,0.0,0.0,0.0,0.270668963,0.0,0.0,0.001069563,0.004958884,0.0,0.0,0.0,0.0,0.0,0.0,0.100205578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,RPRC0530058,7,0.050676464,0.164586735,0.0,0.496345541,0.003537828,0.015842469,0.008339165,0.0,0.0,0.0,0.047935619,0.0,0.0,0.07637431,0.004684706,0.0,0.0,0.0,0.0,0.0,0.0,0.098884224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,RPRC0530059,1,0.064235897,0.214686014,5.48e-05,0.076499363,0.0,0.024965402,5.48e-05,0.0,0.0,0.0,0.164289336,0.003302229,0.0,0.054205889,0.0,0.0,0.0,0.0,0.0,0.273482139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,RPRC0530059,2,0.295402384,0.002102613,0.173702525,0.204856741,0.0,0.003790627,0.004827127,0.0,0.0,0.0,0.013874287,0.00294662,0.0,0.009595025,0.0,0.0,0.0,0.0,0.0,0.011964167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,RPRC0530059,3,5.82e-05,0.000104735,0.000453853,3.49e-05,0.0,0.0,0.000232745,0.0,0.0,0.0,5.82e-05,0.692869861,0.0,0.278700353,0.0,0.0,0.0,0.0,0.0,2.33e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,RPRC0530059,4,0.008314372,0.005816639,0.001419944,0.269002446,0.0,0.001847638,0.352967341,0.0,0.0,0.0,0.226301473,8.55e-05,0.0,0.000513233,0.0,0.0,0.0,0.0,0.0,0.078096933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,RPRC0530059,5,0.12402518,0.032685152,0.193434936,0.190363933,0.0,0.0,0.001197818,0.0,0.0,0.0,0.068122738,0.001733014,0.0,0.053366634,0.0,0.0,0.0,0.0,0.0,0.029728834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,RPRC0530059,6,0.050943372,0.154397006,0.011641609,0.279929555,0.0,3.88e-05,0.065472722,0.0,0.0,0.0,0.084573249,0.000116546,0.0,0.032671613,0.0,0.0,0.0,0.0,0.0,0.194838325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,RPRC0530059,7,0.126093676,0.120386483,0.0,0.037127177,0.0,0.067817029,0.009467369,0.0,0.0,0.0,0.326186159,0.000206871,0.0,0.066831352,0.0,0.0,0.0,0.0,0.0,0.105382285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,RPRC0530060,1,0.058293783,0.015512586,0.000218015,0.0087709,0.0,0.0,0.618222677,0.0,0.000150933,0.0,0.081621359,0.0,0.0,0.0,0.0,0.0,0.0,0.069529927,0.0,0.0,0.00692616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000251555,0.0
358,RPRC0530060,2,0.000122089,0.892700794,0.000148252,0.001090085,0.0,0.0,0.000156972,0.0,0.0,0.0,0.000165693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,RPRC0530060,3,0.167147494,0.000981689,0.075830428,0.518451737,0.0,0.0,0.051188043,0.0,0.024522178,0.0,0.03243579,0.0,0.0,0.0,0.0,0.0,0.0,0.015266258,0.0,0.0,0.00647113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000681172,0.0
360,RPRC0530060,4,0.129874073,0.052655168,0.023783018,0.139835471,0.0,0.0,0.241285584,0.0,0.035840791,0.0,0.161724522,0.0,0.0,0.0,0.0,0.0,0.0,0.018404731,0.0,0.0,0.030896237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039036,0.0
361,RPRC0530060,5,0.184654097,0.001396022,0.356743994,0.028247906,0.0,0.0,0.055185964,0.0,0.04413843,0.0,0.007910792,0.0,0.0,0.0,0.0,0.0,0.0,0.035538244,0.0,0.0,0.029299231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186050119,0.0
362,RPRC0530060,6,0.253159558,0.012224479,0.091175807,0.220097044,0.0,0.0,0.08559016,0.0,0.097551343,0.0,0.027608516,0.0,0.0,0.0,0.0,0.0,0.0,0.059674265,0.0,0.0,0.037707816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004137516,0.0
363,RPRC0530060,7,0.320768318,0.005394972,0.2216357,0.078692184,0.0,0.0,0.011952654,0.0,0.043578355,0.0,0.003139316,0.0,0.0,0.0,0.0,0.0,0.0,0.031207125,0.0,0.0,0.037927586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004139246,0.0
364,RPRC0530067,1,0.541297421,0.103982044,0.0,0.205521829,0.027167213,0.0,1.16e-05,0.0,0.0,0.0,0.021736097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079896727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,RPRC0530067,2,0.069061442,0.006325593,0.028350266,0.556676343,0.00243106,0.0,0.235970005,0.002261732,0.0,0.0,0.044291243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025278181,0.007498791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,RPRC0530067,3,0.085129187,0.0162913,0.031982394,0.486438207,0.011746885,0.0,0.21996113,0.010517892,0.0,0.0,0.055318967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011961244,0.006416486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,RPRC0530067,4,0.070141934,0.010067431,0.007073136,0.353538926,0.022162494,0.0,0.299641628,0.003866648,0.0,0.0,0.174164191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014051964,0.006318668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,RPRC0530067,5,0.049851953,0.007126533,0.034473053,0.550454274,0.010200061,0.0,0.189928284,0.002105311,0.0,0.0,0.103633068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023574975,0.008184817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,RPRC0530067,6,0.160638432,0.017678,0.049328489,0.401749724,0.009489724,0.0,0.143828064,0.016430779,0.0,0.0,0.057263706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061891076,0.016973049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,RPRC0530067,7,0.169133681,0.011379554,0.34001473,0.229468425,0.003595824,0.0,0.104235563,0.015755195,0.0,0.0,0.046153624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048132049,0.000476555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,RPRC0530068,1,0.009943319,6.06e-05,0.037169363,0.725898653,3.63e-05,0.077996318,6.06e-05,0.0,0.0,0.0,0.07831121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,RPRC0530068,2,0.214781153,0.087634537,0.0,0.409854102,0.008729969,0.005979431,0.154436738,0.0,0.0,0.0,0.075711552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59e-05,0.018225305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,RPRC0530068,3,0.090418307,0.126594917,2.32e-05,0.225592978,0.438438229,0.013107636,1.16e-05,0.0,0.0,0.0,0.033494712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06292594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,RPRC0530068,4,0.157315678,0.023357335,0.108990158,0.602715894,0.002077997,0.018138179,8.05e-05,0.0,0.0,0.0,0.014417114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026160215,0.007812626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,RPRC0530068,5,0.071142997,0.0212228,0.044515731,0.506629162,0.015360061,0.013084496,0.192111376,0.0,0.0,0.0,0.064537539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040849544,0.007948673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,RPRC0530068,6,0.063675375,0.027136186,0.072778619,0.300328159,0.008440616,0.010049855,0.329468005,0.0,0.0,0.0,0.119320333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026016029,0.008440616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,RPRC0530068,7,0.085356387,0.029786457,0.123072708,0.419293466,0.014916059,0.017138248,0.206724403,0.0,0.0,0.0,0.028842788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041095265,0.01073043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,RPRC0530070,1,0.094385959,0.083533469,1.81e-05,0.520016613,0.0,0.0,0.181548963,0.0,0.0,0.0,0.001083443,0.0,0.0,0.008432799,7.22e-05,0.0,0.0,0.013615269,0.0,0.085519782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,RPRC0530070,2,0.0379099,0.003951216,0.0,0.078293199,0.0,0.0,0.155590816,0.0,0.0,0.0,0.296263456,0.0,0.0,0.054352561,0.299312426,0.0,0.0,0.004028996,0.0,0.005802377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,RPRC0530070,3,0.114056664,0.021879081,0.001579059,0.19707874,0.0,0.0,0.078831496,0.0,0.0,0.0,0.034131973,0.0,0.0,0.290577268,0.026221493,0.0,0.0,0.042983815,0.0,0.100756126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,RPRC0530070,4,0.113791112,0.013824885,0.117538757,0.37009075,0.0,0.0,0.088004271,0.0,0.0,0.0,0.007037727,0.0,0.0,0.177119761,0.018683749,0.0,0.0,0.041790589,0.0,0.004640978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,RPRC0530070,5,0.356586655,0.004753184,0.0,0.080901987,0.0,0.0,0.229425005,0.0,0.0,0.0,8.39e-05,0.0,0.0,0.165368861,0.0,0.0,0.0,0.00880737,0.0,0.086298248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,RPRC0530070,6,0.156551181,0.017251263,0.021425245,0.328436817,0.0,0.0,0.056411451,0.0,0.0,0.0,0.027856401,0.0,0.0,0.224391817,0.056733904,0.0,0.0,0.01829028,0.0,0.023306223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,RPRC0530070,7,1.4e-05,0.626669475,0.0,0.162095358,0.0,0.0,0.000112352,0.0,0.0,0.0,0.0,0.0,0.0,0.162685205,0.0,0.0,0.0,0.0,0.0,0.000280879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,RPRC0530072,1,0.003358109,0.031642101,7.03e-05,0.670062244,0.0,0.0,0.194124011,0.0,0.0,0.0,0.073808152,0.0,0.0,0.009175085,0.0,0.0,0.0,0.0,0.0,0.007545208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,RPRC0530072,2,0.153944072,0.019148216,0.012296025,0.457512357,0.0,0.0,0.154282619,0.0,0.0,0.0,0.045107996,1.35e-05,0.0,0.015654411,0.0,0.0,0.0,0.0,0.0,0.035195342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,RPRC0530072,3,0.099004182,0.026887074,0.001165107,0.643796057,0.0,0.0,0.011282613,0.0,0.0,0.0,0.073551085,3.98e-05,0.0,0.00671181,0.0,0.0,0.0,0.0,0.0,0.047082255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,RPRC0530072,4,0.197139621,0.005929512,0.351306936,0.194297009,0.0,0.0,0.006040552,0.0,0.0,0.0,0.036532013,6.66e-05,0.0,0.017411002,0.0,0.0,0.0,0.0,0.0,0.032978747,0.085256168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,RPRC0530072,5,9.01e-05,0.003334911,3.38e-05,0.002219518,0.0,0.0,0.000247865,0.0,0.0,0.0,0.000540796,0.237882782,0.0,0.605590482,0.0,0.0,0.0,0.0,0.0,4.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,RPRC0530072,6,0.076927659,0.104193347,0.032164875,0.307665962,0.0,0.0,0.098579385,0.0,0.0,0.0,0.290213539,0.006641451,0.0,0.017363076,0.0,0.0,0.0,0.0,0.0,0.017646008,0.000223367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,RPRC0530072,7,0.056719754,0.005343671,0.031066639,0.652923303,0.0,0.0,0.120302459,0.0,0.0,0.0,0.061923722,0.0,0.0,0.005710394,0.0,0.0,0.0,0.0,0.0,0.036532551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,RPRC0530074,1,0.018200947,0.0,0.14356007,0.412301218,0.0,0.0,0.080662,0.0,0.000979242,0.002379315,0.212414519,0.0,0.0,0.0,0.0,0.0,0.002371222,0.0,0.0,0.032031724,0.000801198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,RPRC0530074,2,0.050325597,0.0,0.126765028,0.57113609,0.0,0.0,0.065225144,0.0,0.00055477,0.005455242,0.09522237,0.0,0.0,0.0,0.0,0.0,0.000132088,0.0,0.0,0.021913429,0.000515144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,RPRC0530074,3,0.196247212,0.0,0.520929718,0.091939616,0.0,0.0,0.002248724,0.0,0.010414171,0.006082613,0.004313126,0.0,0.0,0.0,0.0,0.0,0.06176617,0.0,0.0,0.008681548,0.063425064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,RPRC0530074,4,0.076955914,0.0,0.053011487,0.678942875,0.0,0.0,0.088054952,0.0,0.007722757,0.008537721,0.022819,0.0,0.0,0.0,0.0,0.0,0.009158646,0.0,0.0,0.002328469,0.001823968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,RPRC0530074,5,0.068699667,0.0,0.168842591,0.423796828,0.0,0.0,0.178943463,0.0,0.003366957,0.006775142,0.07076107,0.0,0.0,0.0,0.0,0.0,0.001731578,0.0,0.0,0.019171041,0.001827777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,RPRC0530074,6,0.107653133,0.0,0.014712123,0.159198614,0.0,0.0,0.165767789,0.0,0.02888492,0.003456995,0.067645707,0.0,0.0,0.0,0.0,0.0,0.009911232,0.0,0.0,0.286011105,0.069467039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,RPRC0530074,7,0.010816126,0.0,0.018132606,0.723813451,0.0,0.0,0.05368943,0.0,0.000380626,0.015753693,0.105401719,0.0,0.0,0.0,0.0,0.0,0.000200886,0.0,0.0,0.021283344,0.000581512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,RPRC0530075,1,1.09e-05,0.000807208,0.0,0.000927199,0.0,0.140159696,0.0,0.0,0.0,0.0,0.000229073,0.369363178,0.325992102,0.10805681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,RPRC0530075,2,0.007206652,0.232491531,0.0,0.009044246,0.0,0.028795812,0.261390001,0.0,0.0,0.0,0.114156657,0.001755467,0.000153988,0.223457551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
