,Experiments,Time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae,k__Bacteria|Other|Other|Other|Other,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae
401,RPRC0530075,3,0.132347594,0.070158163,0.064552781,0.011725851,0.0,0.006105321,0.428993455,0.0,0.0,0.0,0.111289541,0.004438856,0.0,0.12359108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,RPRC0530075,4,0.31004796,0.003863948,0.174097988,0.133984104,0.0,0.000559256,0.08022777,0.0,0.0,0.0,0.021709289,0.000423679,0.0,0.231667429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,RPRC0530075,5,0.252712058,0.001637469,0.496273554,0.023105171,0.0,0.000108362,0.0033833,0.0,0.0,0.0,0.023069051,1.2e-05,0.0,0.081114924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,RPRC0530075,6,0.221340813,0.005274504,0.085961864,0.324915754,0.0,0.002846558,0.234987546,0.0,0.0,0.0,0.022228269,6.28e-05,0.0,0.041097181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,RPRC0530075,7,0.090615092,0.021306278,0.065409004,0.297194039,0.0,0.000269499,0.419213697,0.0,0.0,0.0,0.033449588,0.000428028,0.0,0.029819277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,RPRC0530076,1,0.181323646,0.025919512,0.043199187,0.078699695,0.0,0.0,0.191845801,0.0,0.0,0.015209125,0.011820954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033222904,0.022681926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302017844,0.0
407,RPRC0530076,2,0.087371272,0.009798002,0.066205517,0.482206621,0.0,0.0,0.168981042,0.0,0.0,0.012575253,0.031964258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03958876,0.037691259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003674251,0.0
408,RPRC0530076,3,0.232489747,0.005841753,0.04903471,0.434350305,0.0,0.0,0.051455437,0.0,0.0,0.025627688,0.028648595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030209063,0.056777033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016945084,0.0
409,RPRC0530076,4,0.163352855,0.001205023,0.034126238,0.012797339,0.0,0.0,0.267972911,0.0,0.0,0.111030776,0.003518666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000144603,0.069939508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166341311,0.0
410,RPRC0530076,5,0.330313057,0.006838042,0.063205226,0.222567235,0.0,0.0,0.101925851,0.0,0.0,0.004106219,0.068804615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049478239,0.073063545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000542971,0.0
411,RPRC0530076,6,0.0,0.961647235,0.0,0.0,0.0,0.0,1.33e-05,0.0,0.0,0.0,1.33e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,RPRC0530076,7,0.189345018,0.026291513,0.010781827,0.068784594,0.0,0.0,0.090156058,0.0,0.0,0.006092405,0.201549047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120944803,0.062461562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77e-05,0.0
413,RPRC0540001,1,0.52944236,0.076048594,0.0,0.143775309,0.094327005,0.038042873,0.031652859,0.0,0.0,0.0,0.04662481,3.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,RPRC0540001,2,0.387518254,0.038352164,0.199100761,0.123203443,0.021020675,0.002805319,0.051725463,0.0,0.0,0.0,0.046806548,0.001076013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000345861
415,RPRC0540001,3,0.451498821,0.024250589,0.253957561,0.053497249,0.036712698,0.001684069,0.097283036,0.0,0.0,0.0,0.020938588,5.61e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000112271
416,RPRC0540001,4,0.310848508,0.061022859,0.270786517,0.042347927,0.066369624,0.000929872,0.131848121,0.0,0.0,0.0,0.05970554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00116234
417,RPRC0540001,5,8.02e-05,0.000160428,8.02e-05,5.35e-05,0.0,0.0,0.000106952,0.0,0.0,0.0,0.00013369,0.30328877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691684492
418,RPRC0540001,6,0.01729424,0.665575234,0.0,5.95e-05,0.256883465,0.0,2.98e-05,0.0,0.0,0.0,0.0,0.050453937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056556
419,RPRC0540001,7,0.592844633,0.023817863,0.0,0.146659995,0.05384038,0.003602702,0.0,0.0,0.0,0.0,0.059094321,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020015
420,RPRC0540005,1,0.689822472,0.0,0.0,0.0,0.002756644,0.0,0.030212813,0.119417797,0.0,0.0,0.071672731,0.0,0.0,0.0,0.009703385,0.0,0.0,0.0,0.000330797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,RPRC0540005,2,0.482512766,0.0,0.0,0.0,0.034685422,0.059350612,0.0,0.0,0.0,0.0,0.227671259,0.0,0.0,0.0,9.63e-05,0.0,0.0,0.0,0.170633009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,RPRC0540005,3,0.193418293,0.0,0.0,0.0,0.03819971,0.000580739,0.140796903,0.000645265,0.0,0.0,0.328472334,0.0,0.0,0.0,0.017035006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,RPRC0540005,4,0.727141278,0.0,0.0,0.0,0.098154291,0.006038956,0.000850557,0.0,0.0,0.0,0.095857787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044569193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,RPRC0540005,5,0.024006623,0.0,0.0,0.0,0.009657837,0.000137969,0.084988962,0.000275938,0.0,0.0,0.382450331,0.000137969,0.0,0.0,0.337334437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,RPRC0540005,6,0.823149365,0.0,0.0,0.0,0.0,0.023872098,0.000109505,0.0,0.0,0.0,0.012264564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122317127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,RPRC0540005,7,0.677692572,0.0,0.0,0.0,0.000915646,0.0,0.017397276,0.082865972,0.0,0.0,0.156804395,0.0,0.0,0.0,0.001144558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,RPRC0540006,1,8.66e-05,0.531147541,0.0,0.065091247,0.000148469,0.0,1.24e-05,0.0,0.0,0.0,0.0,0.397364677,0.0,1.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,RPRC0540006,2,0.072661175,0.062905527,0.0,0.168515025,0.003773411,0.0,0.340527357,0.0,0.0,0.0,0.192374948,0.0,0.0,0.025447517,0.028507662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,RPRC0540006,3,0.079466911,0.006262649,0.0,0.022899403,0.001502018,0.0,0.158628327,0.0,0.0,0.0,0.264660582,3.82e-05,0.0,0.017629613,0.125189343,0.0,0.0,0.0,0.0,0.111022008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,RPRC0540006,4,1.29e-05,0.0,0.0,0.0,0.0,0.0,1.29e-05,0.0,0.0,0.0,0.0,0.990692811,0.0,1.29e-05,0.0,0.0,0.0,0.0,0.0,1.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,RPRC0540006,5,0.004348375,0.309435974,0.0,0.336774628,0.074988428,0.0,0.231067035,0.0,0.0,0.0,0.005470536,0.001500891,0.0,0.003422592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,RPRC0540006,6,0.000127857,0.345469075,0.0,0.617068883,0.000127857,0.0,0.025331629,0.0,0.0,0.0,0.0,0.001246604,0.0,0.001086783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,RPRC0540006,7,0.367191453,0.12180208,0.0,0.144053978,0.012805735,0.0,0.15726736,0.0,0.0,0.0,0.095276919,0.000140568,0.0,0.060500422,0.012693281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,RPRC0540007,1,0.000631114,0.004943726,0.0,0.008835595,0.391816556,0.003471127,0.000105186,0.0,0.0,0.0,0.249079626,0.0,0.0,0.0,0.110970864,0.0,0.0,0.0,0.0,0.000631114,0.0,0.214894288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,RPRC0540007,2,0.000595026,0.035463525,0.0,0.010591455,0.018802809,0.021896942,0.0,0.0,0.0,0.0,0.673449958,0.0,0.0,0.0,0.002142092,0.0,0.0,0.0,0.0,0.084374628,0.0,0.013804594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,RPRC0540007,3,0.518320611,0.146374046,0.0,0.113740458,0.003244275,0.025572519,0.134732824,0.0,0.0,0.0,0.003435115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008206107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,RPRC0540007,4,0.43167921,0.005056444,0.0,0.038334901,0.000940734,0.003174976,0.00411571,0.0,0.0,0.0,0.218250235,0.0,0.0,0.0,0.017403575,0.0,0.0,0.0,0.0,0.080903104,0.0,0.035395108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,RPRC0540007,5,0.010141253,0.0,0.0,0.0409272,0.570988772,0.216769286,0.0,0.0,0.0,0.0,0.000905469,0.0,0.0,0.0,0.000543281,0.0,0.0,0.0,0.0,0.0,0.0,0.000181094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,RPRC0540007,6,0.176083881,0.035574603,0.0,0.018806691,0.010360323,0.031746692,0.363526671,0.0,0.0,0.0,0.257426978,0.0,0.0,0.0,4.16e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.05754348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,RPRC0540007,7,0.001413874,0.040340533,0.0,0.106792612,0.005114012,0.012333795,0.170657602,0.0,0.0,0.0,0.441038445,0.0,0.0,0.0,0.023644787,0.0,0.0,0.0,0.0,0.126195776,0.0,0.021839841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,RPRC0540008,1,0.177274569,0.004264483,0.160259281,0.05223992,0.0,0.002004307,0.159534318,0.0,0.0,0.268555833,0.035224632,0.0,0.0,0.003368942,0.0,0.0,0.0,0.0,0.0,0.008507644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,RPRC0540008,2,0.000126612,0.000976721,0.0,0.000325574,0.0,0.000180874,7.23e-05,0.0,0.0,5.43e-05,0.00070541,0.0,0.0,0.000144699,0.0,0.0,0.0,0.0,0.0,0.9860365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,RPRC0540008,3,0.0,0.558836601,0.002789986,0.04273863,0.0,0.020517505,0.000246901,0.0,0.0,4.94e-05,0.000987606,0.0,0.0,0.145671819,0.0,0.0,0.0,0.0,0.0,0.191694237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,RPRC0540008,4,7.35e-05,0.439588437,0.002033317,0.328748163,0.0,0.060595296,0.003576678,0.0,0.0,0.000955414,0.000232729,0.0,0.0,0.000159236,0.0,0.0,0.0,0.0,0.0,0.135852523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,RPRC0540008,5,0.184304425,0.493864497,0.013772247,0.062029503,0.0,0.0079631,0.00630956,0.0,0.0,0.00052217,0.01013881,0.0,0.0,0.120164484,0.0,0.0,0.0,0.0,0.0,0.018993952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,RPRC0540008,6,0.000792172,0.715995461,0.0,0.008949408,0.0,0.086710771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000449611,0.0,0.0,0.0,0.0,0.0,0.175348449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,RPRC0540008,7,0.0,0.562979009,0.0,0.011421528,0.0,0.000410846,0.000179278,0.0,0.0,1.49e-05,4.48e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423395832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,RPRC0540009,1,0.359348915,0.443656093,0.0,0.017320534,0.006886477,0.009307179,0.015734558,0.0,0.0,0.0,0.105509182,8.35e-05,0.0,0.00033389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,RPRC0540009,2,0.23124024,0.2739377,0.0,4.11e-05,0.0,0.060121641,0.0,0.0,0.0,0.0,0.0,0.176912961,0.0,0.229062217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,RPRC0540009,3,0.105463892,0.220421192,0.0,0.139540668,0.185929857,0.306027693,0.0,0.0,0.0,0.0,0.0,0.000165824,0.0,0.014716856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,RPRC0540009,4,0.040460399,0.155314595,0.0,0.148471769,0.116608766,0.008035934,0.0,0.0,0.0,0.0,0.51528231,0.0,0.0,0.000105274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,RPRC0540009,5,0.242151636,0.11676292,0.000111062,0.081075078,0.040944765,0.000925515,0.058122316,0.0,0.0,0.0,0.351177255,0.000222124,0.0,0.000370206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,RPRC0540009,6,0.126048635,0.005203356,0.086014654,0.01369863,0.012105766,0.000849527,0.030476797,0.0,0.0,0.0,0.548794733,0.000637146,0.0,0.001380482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,RPRC0540009,7,0.252094384,2.48e-05,0.0,0.0,0.0,0.102091905,0.0,0.0,0.0,0.0,0.0,0.350071878,0.0,0.167178902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,RPRC0540012,1,0.016618714,0.043285954,0.080817624,0.02649547,0.002404775,0.0,0.075192167,0.0,0.0,0.0,0.501395628,0.0,0.0,0.020612359,0.0,0.0,0.0,0.0,0.0,0.098767553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,RPRC0540012,2,0.318591102,0.010460805,0.03654661,0.018802966,0.004766949,0.0,0.011122881,0.0,0.0,0.0,0.2421875,0.0,0.0,0.006223517,0.0,0.0,0.0,0.0,0.0,0.071106992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,RPRC0540012,3,0.765189421,0.0,0.099475816,0.008815821,0.0,0.0,0.000595664,0.0,0.0,0.0,0.032880629,0.000833929,0.0,0.002263522,0.0,0.0,0.0,0.0,0.0,0.000595664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,RPRC0540012,4,0.0,0.000330542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962024387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,RPRC0540012,5,0.058397334,0.168333092,0.0,0.321644206,0.098150027,0.0,0.095203594,0.0,0.0,0.0,0.000869439,4.83e-05,0.0,0.164275709,0.0,0.0,0.0,0.0,0.0,0.092160556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,RPRC0540012,6,0.003336866,0.845836768,3.93e-05,0.0,0.080712912,0.0,0.0,0.0,0.0,0.0,3.93e-05,0.017155419,0.0,0.045224355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,RPRC0540012,7,0.357863686,0.033690421,0.143766496,0.020027946,0.000931532,0.0,0.008383791,0.0,0.0,0.0,0.285048905,0.0,0.0,0.010402111,0.0,0.0,0.0,0.0,0.0,0.027480205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,RPRC0540013,1,0.257851759,0.255321748,6.98e-05,0.084153406,0.0,0.0,0.0,1.74e-05,0.001012004,0.0,0.179072446,0.0,0.0,0.013382887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001552903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000331519
463,RPRC0540013,2,0.0,0.64655964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028952007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029901945
464,RPRC0540013,3,0.058125423,0.588349243,2.33e-05,1.17e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000128364,0.0,0.0,0.003979275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248827222
465,RPRC0540013,4,0.395707684,0.143906164,0.0,3.92e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.96e-05,0.0,0.0,0.185771912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192547192
466,RPRC0540013,5,0.216903665,0.40204286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184978971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165111156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002803925
467,RPRC0540013,6,0.000519102,0.98690523,2.51e-05,0.001013086,0.0,0.0,0.0,1.67e-05,6.7e-05,0.0,0.0007033,0.0,0.0,2.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,RPRC0540013,7,0.034851322,0.645617321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149568355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156305668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365414
469,RPRC0540014,1,0.09686525,0.178428168,0.575545981,0.0,0.000891398,0.080522953,0.012479572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000297133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,RPRC0540014,2,0.413529232,0.02402816,0.008264463,0.0,0.02402816,0.001224365,0.126568717,0.0,0.0,0.0,0.260483624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079583716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,RPRC0540014,3,0.121713764,0.126564038,0.08052158,0.0,0.002003374,0.000948967,0.150815408,0.0,0.0,0.0,0.375790806,3.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064635175,0.000878673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,RPRC0540014,4,0.36235147,0.354346467,0.140838024,0.0,0.026766729,0.049280801,0.053283302,0.0,0.0,0.0,0.000625391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,RPRC0540014,5,0.234631148,0.002663934,0.091598361,0.0,0.001536885,0.00102459,0.137909836,0.0,0.0,0.0,0.34579918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045696721,0.001946721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,RPRC0540014,6,0.518989795,0.0,0.28833484,0.0,3.23e-05,3.23e-05,0.003358739,0.0,0.0,0.0,0.001905439,3.23e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000193773,0.098566077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,RPRC0540014,7,0.000226729,0.001007684,0.000780955,0.0,0.0,0.241415795,0.000302305,0.0,0.0,0.0,0.001007684,0.511097116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52e-05,2.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,RPRC0540015,1,0.0,0.800419984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094029807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008545513
477,RPRC0540015,2,0.587405625,0.021239525,0.153903592,0.0,0.0,0.0,0.051522443,0.0,0.0,0.0,0.001659338,8.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090516884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
