SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Acidobacteria|c__Acidobacteria-6,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Acidobacteria|c__Solibacteres,k__Bacteria|p__Acidobacteria|c__Sva0725,k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria],k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__MB-A2-108,k__Bacteria|p__Actinobacteria|c__Nitriliruptoria,k__Bacteria|p__Actinobacteria|c__OPB41,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Armatimonadetes|c__,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22,k__Bacteria|p__Bacteroidetes|c__[Rhodothermi],k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__C0119,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Chloroflexi|c__S085,k__Bacteria|p__Chloroflexi|c__TK10,k__Bacteria|p__Chloroflexi|c__Thermomicrobia,k__Bacteria|p__Cyanobacteria|Other,k__Bacteria|p__Cyanobacteria|c__,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae,k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae,k__Bacteria|p__Elusimicrobia|c__Elusimicrobia,k__Bacteria|p__FBP|c__,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Gemmatimonadetes|c__Gemm-3,k__Bacteria|p__Gemmatimonadetes|c__Gemm-5,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes,k__Bacteria|p__Nitrospirae|c__Nitrospira,k__Bacteria|p__Planctomycetes|c__Phycisphaerae,k__Bacteria|p__Planctomycetes|c__Planctomycetia,k__Bacteria|p__Proteobacteria|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__TA18,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__,k__Bacteria|p__TM7|c__TM7-1,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Opitutae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__WS3|c__PRR-12,k__Bacteria|p__[Thermi]|c__Deinococci
F160T94Z.04,0,0,0,0,0,0,0,0.437798408,0,0,0,0,0,0,0,0,0.014865164,0,0.010753758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011858974,0,0,0.000950486,0,0,0,0,0.449458444,0.014964633,0,0.007305482,0,0,0,0,0,0,0,0,0.004619805,0.045800177,0.00122679,0,0,0,0,0,0,0,0,0.000143678,0,0,0,0,0,0.0002542
B160TWSZ.04,0,0,0,0,0,0,0,0.826615951,0.000299972,0,0,0,0,0,0,0,0.013990713,0,0.00010799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151594053,0.002963727,0.000227979,0.000815925,0,0,0,0,0,0,0,0,0,0.002699752,0,0.00043196,0.000143987,0,0,0,0,0,0,0.00010799,0,0,0,0,0,0
G160S0BF.04,0,0,0,0,0,0,0,0.018032173,0,0,0,0,0,0,0,0,0.071148524,0,0.003661208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795130881,0.103854359,0.003834179,0,0,0,0,0,0,0,0,0,0,0.000691882,0,0,0.001196379,0,0,0,0,0,0,0.001167551,0,0,0,0,0,0.001282864
J160VFK7.04,0,0,0,0,0,0,0,0.652243176,0,0,0,0,0,0,0,0.000166892,0.036518942,0,0.014823019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225880354,0.023562076,0.000212408,0.004779172,0,0,0,0,0,0,0,0,0,0.03903749,0,0.000788943,0.000182064,0,0.001410994,0,0,0,0,0.000394471,0,0,0,0,0,0
F160WS8Z.04,0,0,0,0,0,0,0,0.446028957,0,0,0,0,0,0,0,0,0.019191218,0,0.002329097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501123687,0.014015446,0.000517577,0.002356338,0,0,0,0,0,0,0,0,0,0.014287855,0,1.36E-05,5.45E-05,0,5.45E-05,0,0,0,0,2.72E-05,0,0,0,0,0,0
K160T942.04,0,0,0,0,0,0,0,0.046064699,0.002084376,0,0,0,0,0,0,0.000802485,0.091775054,0,0.004168751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000729531,0,0,0,0,0,0,0,0.703685176,0.076944722,0.000458563,0.008535518,0,0,0,0,0,0,0,0,0.008723112,0.046075121,0,0.004345923,0.003282891,0,0,0,0,0,0,0,0,0,0,0,0,0.002324079
C160SV9D.04,0,0,0,0,0,0,0,0.043353356,0,0,0,0,0,0,0,0,0.004113346,0,0.00052233,0,0,0,0.000489684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391747,0.9148766,0.005761948,0,0.000146905,0,0,0,0,0,0,0,0,0,0.028515931,0,0,4.90E-05,0,0,0,0,0,0,0.000359102,0,0,0,0,0,0.001420084
C160QF2Z.04,0,0,0,0,0,0,0,0.040338714,0,0,0,0,0,0,0,0,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959523317,3.45E-05,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A160QT05.04,0,0,0,0,0,0,0,0.340603223,0.011393385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402142251,0.008609565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235020833,0,0,0,0,0,0,0.001382692,0,0,0,0,0,0.000848051
C160SLDT.04,0,0,0,0,0,0,0,0.676266367,0.000793546,0,0,0,0,0,0,0,0.000314112,0.000281047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316690914,0.004116519,0,0,0,0,0,0,0,0,0,0,0,0.000611692,0,0,0,0,0,0,0,0,0,0.000132258,0,0,0,0,0,0.000793546
E160SLFS.04,0,0,0,0,0,0,0,0.405261949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567463235,0.000942096,0,0,0,0,0,0,0,0,0,0,0,0.007123162,0,0,0.000367647,0,0,0,0,0,0,0,6.89E-05,0,0,0,0,0.018772978
E160QGQX.04,0,0,0,0,0,0,0,0.04401907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955764696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000144156
K160SSTY.04,0,0,0,0,0,2.85E-05,0,0.714073905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285812044,7.13E-05,0,0,0,0,0,0,0,0,0,0,0,1.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E160V9QR.04,0,0,0,0,0,0,0,0.956944458,0,0,0,0,0,0,0,0,0.003370223,0,0.001240166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027009117,0.001704045,0.000530147,1.89E-05,0,0,0,0,0,0,0,0,0,0.009003039,0,0,0,0,0,0,0,0,0,0.000179871,0,0,0,0,0,0
K160ST0X.04,0,0,0,0,0,0,0,0.658542121,0,0,0,0,0,0,0,0,0.002314815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317886105,0.014978214,0,0,0,0,0,0,0,0,0,0,0.003540305,0.002677923,0,0,6.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
A160W91L.04,0,0,0,0,0,0,0,0.813003809,0,0,0,0,0,0,0,0,0.00345469,0,0.000566924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099654531,0.000868102,0,0.000230313,0,0,0,0,0,0,0,0,0.000407476,0.06397378,0,0,0.017840376,0,0,0,0,0,0,0,0,0,0,0,0,0
G160TFPW.04,0,0,0,0,0,0,0,0.96540999,0,0,0,0,0,0,0,0,0.003235871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084036,0.028369411,0.001168777,0,0,0,0,0,0,0,0,0,0,0,0.000859679,0,0,0,0,0,0,0,0,0,0,9.66E-06,0,0,0,0,0.000106252
K160T6C4.04,0,0,0,0,0,0,0,0.942650615,0,0,0,0,0,0,0,0,0.001120794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047211868,0,0,0,0,0,0,0,0,0,0,0,0,0.008273726,0,0,0.000742998,0,0,0,0,0,0,0,0,0,0,0,0,0
F160SLMG.04,0,0,0,0,0,0,0,0.227295422,0,0,0,0,0.00052424,0,0,0,0.000386939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770719956,0.000536722,0,0,0,0,0,0,0,0,0,0,0,0.000312048,0,0,0.000224674,0,0,0,0,0,0,0,0,0,0,0,0,0
E160RK6X.04,0,0,0,0,0,0,0,0.384041604,0,0,0,0,0,0,0,0,0.019093894,0,0.003473343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555393171,0.020650255,0.00053144,0.001916981,0,0,0,0,0,0,0,0,0.001594321,0.009698787,0,7.59E-05,0.001651261,0,0,0,0.0006643,0,0,0.00030368,0,0,0,0,0,0.000911041
A160SFD1.04,0,0,0,0,0,0,0,0.015990371,0,0,0,0,0,0,0,0,0.000171939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858321871,0.000343879,0,0,0,0,0,0,0,0,0,0,0,0.000343879,0,0.000171939,0.124656121,0,0,0,0,0,0,0,0,0,0,0,0,0
A160R9VB.04,0,0,0,0,0,0,0,0.189921722,0.000415851,0,0,0,0,0,0,0,0.001394325,0,7.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798850294,0.008977495,0,0,0,0,0,0,0,0,0,0,0.000318004,0,0,0,4.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
E160Q54T.04,0,0,0,0,0,0,0,0.347207616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652737034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
G160QGRT.04,0,0,0,0,0,0,0,0.012516895,0,0,0,0,0,0,0,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986444928,0.000372177,0,0,0,0,0,0,0,0,0,0,0,0.000274236,0,0,0.000372177,0,0,0,0,0,0,0,0,0,0,0,0,0
E160QL6Y.04,0,0,0,0,0,0,0,0.002548326,0,0,0,0,0,0,0,0,0.008124149,0,0.005750068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982020147,0.001067247,0,0,0,0,0,0,0,0,0,0,0,0.000185135,0,0,0,0,0,0,0,0,0,0,0.000294038,0,0,0,0,1.09E-05
J160R9SX.04,0,0,0,0,0,0,0,0.724417963,0,0,0,0,0,0,0,0,0.001173277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258592528,0.002519095,0,1.15E-05,0,0,0,0,0,0,0,0,0.001046747,0.003301279,0,0,0.008937609,0,0,0,0,0,0,0,0,0,0,0,0,0
G160TBNH.04,0,0,0,0,0,0,0,0.021154856,0,0,0,0,0,0,0,0,0.056955381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.024461942,0,0.005721785,0,0,0,0,0,0,0,0,0.009711286,0.610761155,0,0,0.003097113,0,0,0,0,0,0,0,0,0,0,0,0,0.008136483
E160Q7CG.04,0,0,0,0,0,0,0,0.046334444,0,0,0,0,0,0,0,9.86E-06,9.86E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953527568,0,0,0,0,0,0,0,0,0,0,0,4.93E-05,2.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94E-05
D160TL12.04,0,0,0,0,0,0,0,0.832135566,0,0,0,0,0,0,0,0,0.001311182,0,0.001626529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159051302,0.000431528,0,0.003186669,0,0,0,0,0,0,0,0,0,0.002257224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F160QC5P.04,0,0,0,0,0,0,0,0.027930996,0,0,0,0,0,0,0,0,0.000112568,0,0.000365847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890077109,0.000464344,0,0,0,0,0,0,0,0,0,0,0,0.081035065,0,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
A160WS36.04,0,0,0,0,0,0,0,0.934064482,0,0,0,0,0,0,0,0,0.001202431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057980973,0.001360994,0,0.000290698,0,0,0,0,0,0,0,0,0,0.00467759,0,0,0.000422833,0,0,0,0,0,0,0,0,0,0,0,0,0
J160QF9J.04,0,0,0,0,0,0,0,0.005407631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993544524,0,0,0,0,0,0,0,0,0,0,0,0,0.000935576,0,0,3.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,7.48E-05
G160SG60.04,0,0,0,0,0,0,0,0.006530777,0,0,0,0,0,0,0,0,0.001424112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980048046,0.000632939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011349742,0,0,0,0,0,0,0,1.44E-05,0,0,0,0,0
G160QC3W.04,0,0,0,0,0,4.81E-05,0,0.000304526,0,0,0,0,0,0,0,1.60E-05,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999535197,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-05
E160QV2Z.04,0,0,0,0,0,0.000450194,0,0.000555239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964164591,0,0,0,0,0,0,0,0,0,0,0,0,0.00165071,0,0,0.032368919,0,0,0,0,0,0,0,0,0,0,0,0,0.000810348
J160QYMQ.04,0,0,0,0,0,0,0,0.001472135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839204346,0,0,0.001191728,0,0,0,0,0,0,0,0,0,0,0,0,0.158114266,0,0,0,0,0,0,0,1.75E-05,0,0,0,0,0
H160SST1.04,0,0,0,0,0,0.000100218,0,0.991544108,0,0,0,0,0,0,0,1.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814271,1.25E-05,0,0,0,0,0,0,0,0,0,0,3.76E-05,3.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112745
J160QSKL.04,0,0,0,0,0,0,0,0.024597365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957296242,4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01795998,0,0,0,0,0,0,0,4.88E-05,0,0,0,0,4.88E-05
B160QF7G.04,0,0,0,0,0,0,0,0.101101158,0,0,0,0,0,0,0,0,7.13E-05,0,7.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893635534,0.004892452,0,0,0,0,0,0,0,0,0,0,0,2.85E-05,0,0,0.000199692,0,0,0,0,0,0,0,0,0,0,0,0,0
D160SKJH.04,0,0,0,0,0,0,0,0.01933412,0,0,0,0,0,0,0,0.001245248,0.004128982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005046533,0.925088478,0.029623804,0,0,0,0,0,0,0,0,0,0,0,0.015467296,0,0,6.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
H160QX6M.04,0,0,0,0,0,0,0,0.120927695,0,0,0,0,0,0,0,0,0,0,0.000150478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001279061,0,0,0,0,0,0,0,0.507617937,0.005586487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364005718,0,0,0,0,0,0,0,0,0,0,0,0,0.000432624
D160QKH2.04,0,0,0,0,0,0,0,0.266663452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686114727,3.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047189675,0,0,0,0,0,0,0,0,0,0,0,0,0
E160QPH2.04,0,0,0,0,0,0,0,0.841100667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158437449,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000450336
H160QPF8.04,0,0,0,0,0,0,0,0.043247459,0,0,0,0,0,0,0,0,1.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953356144,2.52E-05,0,0,0,0,0,0,0,0,0,0,0.000628962,1.26E-05,0,0,0.00233974,0,0,0,0,0,0,0,0,0,0,0,0,0.000377377
D160S7K2.04,0,0,0,0,0,0,0,0.000371356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999551278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
G160QC2Z.04,0,0,0,0,0,0,0,0.006200482,0,0,0,0,0,0,0,0,0,0,2.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992527624,0.000132489,0,0,0,0,0,0,0,0,0,0,0,0.000582951,0,0,0.000503458,0,0,0,0,0,0,0,2.65E-05,0,0,0,0,0
D160Q69H.04,0,0,0,0,0,0,0,0.00792321,0,0,0,0,0,0,0,0.001817511,0.002073098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839973873,0.002953455,0,0,0,0,0,0,0,0,0,0,0.000851958,0.001647119,0,0,0.001306336,0,0,0,0,0,0,0,0.14145344,0,0,0,0,0
C160SBR3.04,0,0,0,0,0,0,0,0.000301341,0,0,0,0,0,0,0,0,0,0,0.001130029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508136206,0,0,0,0,0,0,0,0,0,0,0,0.000828688,0,0,0,0.489603737,0,0,0,0,0,0,0,0,0,0,0,0,0
E160VFH5.04,0,0,0,0,0,0,0,0.008053751,0,0,0,0,0,0,0,0,0.004716561,0,0.000504286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002669752,0,0,0,0,0,0,0,0.376049361,0.030880128,0,0.003218534,0,0,0,0,0,0,0,0,0.004612738,0.002565928,0,0,0.566654801,0,0,0,0,0,0,7.42E-05,0,0,0,0,0,0
C160VWLP.04,0,0,0,0,0,0,0,0.009865471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014582295,1.66E-05,0,0,0,0,0,0,0,0,0,0,0,1.66E-05,0,0,0.975519017,0,0,0,0,0,0,0,0,0,0,0,0,0
B160VTBY.04,0,0,0,0,0,0,0,0.011028016,0,0,0,0,0,0,0,0,0.01842405,0,0.004028197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052003368,0,0,0,0,0,0,0,0.605913526,0.05926733,0.000132072,0.005778152,0,0,0,0,0,0,0,0,0.000957522,0.010648309,0,0.000858468,0.230168557,0,0,0,0,0,0,0.000297162,0,0,0,0,0,0.00049527
J160T24S.04,0,0,0,0,0,0,0,0.053226704,0.000681502,0,0,0,0,0,0,0,0.081432545,0,0.001988873,0,0,0,8.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690333797,0.047538248,0.000361613,0.006662031,0,0,0,0,0,0,0,0,0.001043115,0.011070932,0,0.000417246,0.105159944,0,0,0,0,0,0,0,0,0,0,0,0,0
J160V0B8.04,0,0,0,0,0,0,0,0.032482329,0,0,0,0,0,0,0,0,0.004504695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206783416,0.001476949,0,0,0,0,0,0,0,0,0,0,0,0.231258572,0,0,0.523494039,0,0,0,0,0,0,0,0,0,0,0,0,0
A160TPLM.04,0,0,0,0,0,0,0,0.577501729,0.001080816,0,0,0,0,0,0,0,0.004135923,0,0.005649066,0.003372147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258704173,0.009525594,0.000374683,0.004770002,0,0,0,0,0,0,0,0,0.00260837,0.005663477,0,0,0.126614019,0,0,0,0,0,0,0,0,0,0,0,0,0
K160TWG2.04,0,0,0,0,0,0.000158182,0,0.237920621,0,0,0,0,0,0,0,0,0.035174001,0,0.000129422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60402646,0.036079954,0.000115042,0.000460167,0,0,0,0,0,0,0,0,0.001452401,0.040696002,0,0.00070463,0.042838654,0,0,0,0,0,0,0.000244464,0,0,0,0,0,0
F160W1W5.04,0,0,0,0,0,0,0,0.019673287,0,0,0,0,0,0,0,0,0.026008539,0,0.00392962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002632341,0,0,0,0,0,0,0,0.228509893,0.002518987,0,0.004219303,0,0,0,0,0,0,0,0,0.005113543,0.002443417,0,0,0.704951069,0,0,0,0,0,0,0,0,0,0,0,0,0
D160V9RN.04,0,0,0,0,0,0,0,0.01183514,0.000809043,0,0,0,0,0,0,0,0.01116479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330413074,0.027576801,0,0,0,0,0,0,0,0,0,0,0.000762812,0.194170269,0,0,0.422967569,0,0,0,0,0,0,0.000300502,0,0,0,0,0,0
K160VWML.04,0,0,0,0.00580375,0,0,0,0.004325176,0.006080119,0,0,0,0,0,0,0,0.02474885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462545083,0.093426562,0.00312297,0.009659099,0,0,0,0,0,0,0,0,0.000483646,0.016665055,0,0.003648072,0.369256705,0,0,0,0,0,0,0,0,0,0,0,0,0.000234914
A160WDDL.04,0,0,0,0,0,0,0,0.053257806,0,0,0,0,0.002574805,0,0,0,0.010312771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113833478,1.36E-05,0,2.71E-05,0,0,0,0,0,0,0,0,0.016194167,1.36E-05,0,0,0.803772767,0,0,0,0,0,0,0,0,0,0,0,0,0
B160V3GT.04,0,0,0,0,0,0.000210422,0.000450904,0.21198503,0,0,0,0,0,0,0,0,0.039514226,0,0.001187381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239054304,0.007259555,0,0.000631266,0,0,0,0,0,0,0,0,0.017900891,0.003712443,0,0,0.478093578,0,0,0,0,0,0,0,0,0,0,0,0,0
B160TXJD.04,0,0,0,0,0,0,0,0.065112566,0,0,0,0,0,0,0,0.000149023,0.000862207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416222258,0.006588962,0,1.06E-05,0,0,0,0,0,0,0,0,0.013082123,0.006439938,0,0,0.49151099,0,0,0,0,0,0,2.13E-05,0,0,0,0,0,0
G160VKLH.04,0,0,0,0,0,0,0,0.209057336,0,0,0,0,0,0,0,0,0.010375153,0,0.000385249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532932143,0.016711834,0.000823636,0.003839205,0,0,0,0,0,0,0,0,0.001647271,0.009365535,0,0.00095648,0.213826452,0,0,0,0,0,0,7.97E-05,0,0,0,0,0,0
F160TL64.04,0,0,0,0,0,0,0,0.409672998,0,0,0,0,0,0,0,0,0.003629783,0,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288262629,0.048825406,0,0.003897467,0,0,0,0,0,0,0,0,0.002130758,0.182399298,0,0.002837441,0.057937341,0,0,0,0,0,0,0,0,0,0,0,0,0.000385464
H160V4XM.04,0.002499448,0,0,0,0,0,0,0.000662837,0,0,0,0,0,0,0,0,0.001463765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076902894,0.004791759,0,0.002637539,0,0,0,0,0,0,0,0,0.002126602,0.006131242,0,0,0.902783915,0,0,0,0,0,0,0,0,0,0,0,0,0
B160TTH3.04,7.70E-05,0,0,0,0,0,0,0.453286504,0,0,0,0,0,0,0,0,0.004051327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226843508,0.014264368,0.001555833,0.000246469,0,0,0,0,0,0,0,0,0.00075481,0.236856293,0,0,0.061155013,0,0,0,0,0,0,0,0,0,0,0,0,0.000908853
