,Experiments,Time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Mycobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae
0,PROP0510197,1,0.505596009,0.063443905,0.416689141,2.25e-05,0.0,4.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,PROP0510197,2,0.789192219,0.000661588,0.005926729,0.064265959,0.029495815,0.007259095,0.021115695,0.041836275,0.003620359,0.001047515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,PROP0510197,3,0.635795283,0.000862329,0.002759453,0.134825163,0.032294227,0.082093735,0.023929634,0.013064287,0.024921312,0.011727676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,PROP0510197,4,0.451066461,0.399629057,0.110994333,0.000247295,6.18e-05,0.0,0.0,0.000226687,4.12e-05,2.06e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PROP0510197,5,0.811364442,0.000236267,4.73e-05,0.083922032,0.013845245,0.037046663,4.73e-05,0.005883048,0.017011223,0.007135263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,PROP0510197,6,0.727268876,0.0,0.002309126,0.073913228,0.017117193,0.019807643,0.045652911,0.031204983,0.016693501,0.006376578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,PROP0510197,7,0.832120944,0.0,0.010816623,0.028591309,0.016003542,0.001644633,0.042602315,0.047219938,0.000158138,0.000316276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,PROP0510205,1,0.982623975,1.77e-05,0.000301729,0.005661851,0.000106492,0.0,0.0,0.002804302,0.0,0.000124241,1.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,PROP0510205,2,0.887700448,0.001671752,0.000243459,0.021765241,0.006784393,0.0,0.0,0.005502175,0.0,0.038742453,0.0,0.000941375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,PROP0510205,3,0.680939227,5.76e-05,0.016171731,0.042127072,0.046040516,0.0,0.015941529,0.079765193,0.0,0.000546731,0.032516114,0.071017495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,PROP0510205,4,0.743544934,0.0,0.009283936,0.044737647,0.037310498,0.0,0.029228013,0.063043383,0.0,0.003385906,0.014177116,0.001114072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,PROP0510205,5,0.698971383,0.000277405,0.004760267,0.064568746,0.082500194,0.0,0.009487245,0.033499406,0.0,0.010352748,0.04162182,0.004405189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,PROP0510205,6,0.602562684,0.0,0.005598955,0.038263217,0.035386284,0.0,0.129307102,0.022639255,0.0,0.001106513,0.106225242,0.012968332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,PROP0510205,7,0.977234129,0.00788516,0.0,0.000343712,6.07e-05,0.0,8.09e-05,4.04e-05,0.0,0.000566114,0.0,4.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,PROP0510221,1,0.487415992,0.000118252,0.0,0.259484814,0.0,0.154654211,3.94e-05,0.0,0.0,0.03805751,0.0,1.97e-05,0.000335048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,PROP0510221,2,0.351691032,0.000480035,0.0,0.110757146,0.042548549,0.034955269,0.209993454,0.0,0.0,0.020248745,0.006458652,0.036395374,0.121754309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,PROP0510221,3,0.671105605,2.58e-05,0.0,0.122122432,0.046918551,0.025059358,0.024259317,0.0,0.0,0.015097553,0.01071023,0.003767936,0.033756581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,PROP0510221,4,0.972900315,0.016840739,0.0,0.000226603,0.0,0.00142142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,PROP0510221,5,0.83499341,0.005984919,0.0,0.001793315,4.32e-05,0.030572781,0.000129637,0.0,0.0,0.004883002,0.027872005,0.038113346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,PROP0510221,6,0.455833333,0.206279762,0.0,0.003065476,2.98e-05,0.035565476,0.030565476,0.0,0.0,0.004017857,0.144404762,0.014077381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,PROP0510221,7,0.469330828,0.004169481,0.0,0.044043809,2.94e-05,0.062307308,0.054819861,0.0,0.0,0.018557125,0.197374989,0.027688875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,PROP0510238,1,0.942828569,0.0,0.0,0.023376948,0.002791899,0.000145845,0.0,0.000562547,0.0,0.0,0.0,0.0,0.0,0.0,2.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,PROP0510238,2,0.699150215,0.0,0.0,0.155320043,0.005492908,0.055930725,0.000129245,0.001874051,0.0,0.0,0.002229474,0.0,0.0,0.0,0.00025849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,PROP0510238,3,0.693847394,0.0,0.0,0.022031166,0.060686459,0.005541376,0.101020956,0.025960505,0.0,0.0,0.046950564,0.0,0.0,0.0,0.002552391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,PROP0510238,4,0.664801224,0.0,0.0,0.00422204,0.082712306,0.002861919,0.008826613,0.027939135,0.0,0.0,0.166685557,0.0,0.0,0.0,0.000722564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,PROP0510238,5,0.000583169,0.942939171,0.0,2.24e-05,4.49e-05,4.49e-05,0.000179437,6.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,PROP0510238,6,0.91441678,1.54e-05,0.0,0.029871494,0.000324354,0.000262573,0.000247127,0.025253305,0.0,0.0,0.0,0.0,0.0,0.0,0.002502162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,PROP0510238,7,0.69060921,0.0,0.0,0.017940214,0.079373205,0.000734525,0.116967525,0.042157277,0.0,0.0,0.014868565,0.0,0.0,0.0,0.001313241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,PROP0510250,1,0.002289477,0.984431556,0.010444377,6.54e-05,0.0,0.000305264,0.0,0.000305264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,PROP0510250,2,0.616491806,0.007110032,0.009971386,0.0,0.0,0.0,0.0,0.042790254,0.0,0.0,0.0,0.0,0.0,0.323333044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,PROP0510250,3,0.99314734,0.0,0.000296011,0.0,0.0,4.44e-05,0.0,0.001346851,0.0,0.0,0.0,0.0,0.0,0.000148006,0.0,0.0,0.004306964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,PROP0510250,4,0.835931223,0.0,6.43e-05,0.123123895,0.0,0.018736944,0.000514221,0.001189137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,PROP0510250,5,0.693232631,0.0,0.043119657,3.16e-05,0.0,0.0,0.0,0.263458105,0.0,0.0,0.0,0.0,0.0,7.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,PROP0510250,6,0.442742027,0.0,4.54e-05,0.447667688,0.0,0.000340483,0.0,0.000181591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000567472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,PROP0510250,7,0.573551946,0.219353356,0.02283175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176850291,0.00078532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,PROP0510251,1,0.000225195,0.998976385,0.000153542,7.17e-05,0.0,2.05e-05,0.0,0.0,0.0,1.02e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,PROP0510251,2,0.174424765,0.620950651,0.024769149,0.032054193,0.000794732,0.0,0.0,0.138623978,0.0,0.005430669,0.0,0.0,0.0,0.0,0.0,0.001267787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,PROP0510251,3,0.525242677,0.006443135,0.022353157,2.83e-05,0.0,0.0,0.0,0.251451825,0.0,0.0,0.0,0.0,0.0,0.047320306,0.0,0.146906306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,PROP0510251,4,0.881007099,0.0,0.000536234,0.058858077,0.016546652,0.003421684,0.0,0.003625964,0.0,0.002910985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,PROP0510251,5,0.0,0.963028135,7.82e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000254169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,PROP0510251,6,0.47396669,0.0002865,0.004908702,0.202746581,0.014038506,0.137500955,0.0,0.034991214,0.0,0.045095118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,PROP0510251,7,0.687590453,0.000883067,0.000539652,0.279736061,0.003090735,0.0,0.0,0.004758751,0.0,0.009542032,0.0,0.0,0.0,0.000907597,0.0,0.006573945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,RPRC0530001,1,0.603577052,0.0,0.0,0.052363842,0.072025516,0.022689652,0.051717873,0.017764141,0.0,0.0,0.118616012,0.012515645,0.027938148,0.0,0.0,0.0,0.0,0.000363357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,RPRC0530001,2,0.731585398,0.0,0.0,0.164403643,0.00216289,0.087284612,0.002499339,0.000961284,0.0,0.0,0.006152219,0.000672899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,RPRC0530001,3,0.554576651,0.0,0.0,0.12806045,0.044644625,0.079786181,0.018940144,0.012670758,0.0,0.0,0.067313403,0.004520557,0.009536065,0.0,0.0,0.0,0.0,0.000659935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,RPRC0530001,4,0.666496146,0.0,0.0,0.113464293,0.027726622,0.072607598,0.001159539,0.019848578,0.0,0.0,0.000477457,0.001125435,0.007434691,0.0,0.0,0.0,0.0,0.000238729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,RPRC0530001,5,0.543260143,0.0,0.0,0.072439533,0.028476564,0.001114827,0.109034947,0.036207649,0.0,0.0,0.073627066,0.049658281,0.069967525,0.0,0.0,0.0,0.0,0.000169648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,RPRC0530001,6,0.026133167,0.0,0.0,0.000625195,0.000375117,0.000250078,0.000125039,0.003376055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965676774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,RPRC0530001,7,0.31938674,0.0,0.0,0.041254608,0.05840014,0.001521447,0.224413365,0.027503072,0.0,0.0,0.239218211,0.060097139,0.002633273,0.0,0.0,0.0,0.0,0.005910235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,RPRC0530003,1,0.403130326,0.0,0.0,0.226298323,0.011839627,0.094761862,0.0,0.0,0.014889228,0.062158041,0.0,0.0,0.124002153,0.0,0.0,0.0,0.0,0.0,0.035474034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,RPRC0530003,2,0.1555077,0.0,0.0,0.271371705,0.004437484,0.089532759,0.0,0.0,0.033607413,0.074719394,0.000652571,0.0,0.31940094,0.0,0.0,0.0,0.0,0.0,0.029496215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,RPRC0530003,3,0.486875684,0.0,0.0,0.203755013,0.016551221,0.108786001,0.0,0.0,0.023660226,0.025373678,0.014072184,0.0,0.059278163,0.0,0.0,0.0,0.0,0.0,0.039919796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,RPRC0530003,4,0.625091301,0.0,0.0,0.079475497,0.054885047,0.014747313,0.0,0.0,0.008660568,0.015582067,0.027164273,0.0,0.056241522,0.0,0.0,0.0,0.0,0.0,0.015199471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,RPRC0530003,5,0.996393029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001535498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,RPRC0530003,6,0.707079028,0.0,0.0,0.218785882,0.0,2.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,RPRC0530003,7,0.888484776,0.0,0.0,0.027984009,0.0,3.01e-05,0.0,0.0,0.0,3.01e-05,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-05,0.077835222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,RPRC0530006,1,0.871431074,0.0,0.000569277,0.117424242,0.000262743,0.001445087,4.38e-05,0.006765633,0.0,0.0,0.000153267,8.76e-05,2.19e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,RPRC0530006,2,0.87222183,0.0,0.008513841,0.038570992,0.000376302,0.023542416,0.0,0.048731155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,RPRC0530006,3,0.78967898,0.0,0.008385307,0.020191485,0.027951023,0.005631923,0.067437058,0.02334119,0.0,0.0,0.017438101,0.000980372,0.03024551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,RPRC0530006,4,0.97407388,0.0,0.001048933,0.004947466,0.006695687,0.001958008,0.001695775,0.004562857,0.0,0.0,0.000524466,0.001328648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,RPRC0530006,5,0.879554134,0.0,0.001061587,0.011515268,0.021511877,4.42e-05,1.47e-05,0.078321513,0.0,0.0,2.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,RPRC0530006,6,0.882603385,0.0,0.006578259,0.002530099,0.005950096,0.004222649,0.007503054,0.050741581,0.0,0.0,0.030465887,0.003681731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,RPRC0530006,7,0.813630766,0.0,4.74e-05,0.011272142,0.008904045,0.004073127,0.013734963,0.101117742,0.0,0.0,0.002604907,0.002652269,0.025528086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,RPRC0530015,1,0.697539531,0.0,0.0,0.195870831,0.000506364,0.015766336,0.0,0.009966166,0.0,0.053720625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,RPRC0530015,2,0.611951348,0.0,0.0,0.161244995,0.001072751,0.094991312,0.0,0.033376143,0.0,0.053456221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,RPRC0530015,3,0.803724103,0.0,0.0,0.087583251,0.032631991,0.003756366,0.0,0.029371097,0.0,0.030592492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,RPRC0530015,4,0.432227335,0.0,0.0,0.121740534,0.10753209,0.035359651,0.036409139,0.081416001,0.0,0.019375151,0.018487124,0.036086219,0.06954872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,RPRC0530015,5,0.210228276,0.0,0.0,0.101697722,0.09809917,0.002053161,0.000684387,0.061683151,0.0,0.001909661,0.14327976,0.225339986,0.122461144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,RPRC0530015,6,0.623759229,0.0,0.0,0.168903882,0.008071638,0.075859267,0.0,0.057207955,0.0,0.026316719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,RPRC0530015,7,0.589295957,0.0,0.0,0.039017882,0.079507195,0.012981021,0.000236925,0.107975659,0.0,0.017669651,0.071389381,0.025874754,0.026922214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,RPRC0530018,1,0.73929876,0.0,0.0,0.013050673,0.024977364,0.0,0.033781885,0.152393144,0.0,0.0,0.003153392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,RPRC0530018,2,0.871053959,0.00114546,0.0,0.041141096,0.0,0.0,0.0,0.075273069,0.0,0.0,0.000163637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09e-05,0.000927277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,RPRC0530018,3,0.913944146,0.00041947,0.0,0.072390817,6.45e-05,0.0,0.001000274,0.002436152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005662843,3.23e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,RPRC0530018,4,0.710650823,0.066689541,0.0,0.109596215,0.0,0.0,0.0,0.018094481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001805836,0.061452615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,RPRC0530018,5,0.548553204,3.32e-05,0.0,0.036012093,0.092654729,0.0,0.048835587,0.03750706,0.0,0.0,0.077970832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000564765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,RPRC0530018,6,0.568792813,0.188163345,0.0,0.18029213,0.0,0.0,3.44e-05,0.007102452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002019437,0.045070164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,RPRC0530018,7,0.887171002,1.39e-05,0.0,0.073870667,1.39e-05,0.0,8.34e-05,0.002780752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17e-05,0.031672761,9.73e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
