SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria],k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__[Brachyspirae],k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Tenericutes|c__RF3,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
D160V0SJ.03,0,0,0.008730435,0.028597985,0,0,0,0.010157845,0,0,0,0,0,0,0.045677107,0.832163189,0.003817491,0,0,0,0,0.049710369,0,0.001244834,0.019900745,0,0,0,0,0,0,0,0
J160SQ7G.03,4.02E-05,0,0.114905585,0.02032945,0,0,0,0.02717959,0,0,0,0,0,0,0.011771796,0.692105263,0.002611491,0.009642427,0,0,0,2.01E-05,0,4.02E-05,0.121353957,0,0,0,0,0,0,0,0
A160S7N7.03,0,0,0.011946669,0,0,0,0,7.36E-05,0,0,0,0,0,0,0.040648113,0.506936182,0,0,0,0,0,0,0,0,0.440395442,0,0,0,0,0,0,0,0
J160R98M.03,1.41E-05,0,0.158293506,0.00223503,0,0,0,1.41E-05,0,0,0,0,0,0,0.079505201,0.637995502,8.43E-05,0,0,0,0,0,0,2.81E-05,0.121830194,0,0,0,0,0,0,0,0
D160TYKK.03,1.71E-05,0,0.353617436,0.022941509,0,1.71E-05,0,0.090927754,0,0,0,0,0,0,0.004909928,0.520948454,0.000393479,0,0,0,0,0,0,0.000342155,0.00588507,0,0,0,0,0,0,0,0
K160SL0Y.03,0,0,0.021350576,0.003309339,0,0,0,0.173381931,0,0,0,0,0,0,0.013054352,0.649865796,0,0,0,0,0,0.008418227,0,0,0.130619777,0,0,0,0,0,0,0,0
B160W0P2.03,0,0,0.152292256,0.023202754,0,0,0,0.059094305,0,0,0,0,0,0,0.015450712,0.710545979,0.00124086,0,0,0,0,0.006431126,0,0,0.031368415,0,0,8.01E-05,0,0,0.000293537,0,0
A160SN7K.03,0,0,0.062500925,0.03356778,0,2.96E-05,0,0.24406604,0,0,0,0,0,0,0.017191086,0.626164211,0,1.48E-05,0,0,0,0,0,0.013311616,0.002102613,0,0,0,0,0,0.001051307,0,0
C160S2LD.03,0,0,0.343012287,0.007040633,0,0,0,0.063227647,0,0,0,0,0,0,0.029819152,0.491946988,0.001334499,0.000713267,0,0,0,0,0,0,0.062905527,0,0,0,0,0,0,0,0
J160RNZJ.03,0,4.66E-05,0.453866965,0.011272818,0,0,0,0.247193457,0,0,0,0,0,0,0.007510029,0.265183319,0,1.55E-05,0,0,0,0,0.000404267,0.000621949,0.013853904,0,0,0,0,0,3.11E-05,0,0
D160QKFQ.03,0,0,0.139518875,0.00293959,0,0,0,0.159035517,0,0,0.00018605,0,0,0,0.000800015,0.61824406,0.000167445,0,0,0,0.00107909,0.032484325,0,0,0.045545033,0,0,0,0,0,0,0,0
A160SDQ1.03,0,0,0.399305102,0.032722171,0,0,0,0.203885554,0,0,0,0,0,0,0.004567402,0.345377137,0.000179434,0,0,0,0,0,0.00114185,0.001174475,0.011646875,0,0,0,0,0,0,0,0
D160TYJN.03,0,0,0.406433524,0.117891107,0,0,0,0,0,0,0,0,0,3.79E-05,0.013469481,0.421797446,0.000132611,0.00128822,0,0,0,0,0,0,0.038949722,0,0,0,0,0,0,0,0
G160VXQV.03,0.000484135,0,0.140715775,0.040257709,0,0.000223447,0,0.266144049,0,0,0,0,0,1.86E-05,0.002662744,0.391479219,0.000391032,0.000446894,0,0,0.000744823,0.038730821,0.017093699,1.86E-05,0.10025324,0,0,0,0,0,0.000335171,0,0
G160RCNR.03,0,0,0.013151099,1.99E-05,0,0,0,0.147939926,0,0,0,0,0,1.99E-05,0.017899003,0.566609718,0,0.001450197,0,0,0,0.000715165,0,0.000437046,0.251738249,0,0,0,1.99E-05,0,0,0,0
C160T47T.03,0,0,0.067940495,0.002533283,0,1.35E-05,0,0.098488115,0,0,0,0,0,0,0.002021236,0.800220989,0.001131892,0.000592896,0,0,0,0,0.000269498,0.0112246,0.013757883,0,0,0,0,0,0.001805638,0,0
K160WBCN.03,0,0,0.316240878,0.03038388,0,0,0,0.037462081,0,0,0,0,0,0,0.219911553,0.378775142,0.001827419,0,0,0,0,0,4.87E-05,0,0.015313768,0,0,3.65E-05,0,0,0,0,0
D160S11V.03,0,0,0.013184805,0.00052217,0,0,0,0.034223924,0,0,0,0,0,0,0.129237196,0.294264827,2.18E-05,0.002958966,0,0,0,0.023824029,0,0.0078108,0.493951525,0,0,0,0,0,0,0,0
H160RYFW.03,0,0,0.104258417,0.006552777,0,0,0,0.257405171,0,0,0,0,0,0,0.054482171,0.564941753,0,7.10E-05,0,0,0,0,0.000514988,0.005061088,0.006712601,0,0,0,0,0,0,0,0
E160VB8G.03,0,0,0.232633349,0.130136691,0,0,0,0.000172481,0,0,0,0,0,0,0.034668621,0.573304299,0.000776163,0,0,0,0,0,0,0,0.028308395,0,0,0,0,0,0,0,0
D160S6CH.03,0,0,0.061580332,0,0,0,0,1.02E-05,0,0,0,0,0,2.03E-05,0.092340032,0.593005189,0,0,0,0,0,0,0,0,0.253043982,0,0,0,0,0,0,0,0
J160SFH6.03,1.89E-05,0,0.077327682,0.002308289,0,0,0,0.133559117,0,0,0,0,0,0,0.001929881,0.603295934,0,0.061604828,0,0,0,0,0,0.108905833,0.011049515,0,0,0,0,0,0,0,0
G160W7ZJ.03,0,0,0.128242546,0.02221593,0,0.000108902,0,0.082046479,0,0,0,0,0,0,0.011521791,0.73959445,0.000392046,0,0,0,0,0.005292619,0,0.000762311,0.009822926,0,0,0,0,0,0,0,0
F160RFRC.03,0,0,0.005303678,3.42E-05,0,0,0,0.174131737,0,0,0,0,0,1.71E-05,0.048434559,0.238443114,0,0.000239521,0,0,0,0,0,0,0.533396065,0,0,0,0,0,0,0,0
E160TYHR.03,0,0,0.208004186,0.039598947,0,0,0,0.02607859,0,0,0,0,0,1.69E-05,0.027074472,0.662429951,0.000624536,0,0,0,0,0,0,3.38E-05,0.036138681,0,0,0,0,0,0,0,0
A160VK4K.03,0,0,0.250337801,0.11433899,0,0,0,1.35E-05,0,0,0,0,0,0,0.005512918,0.613866069,5.40E-05,0,0,0,0,0,0,0,0.015876662,0,0,0,0,0,0,0,0
F160T3L1.03,2.73E-05,0,0.140139757,0.001558932,0,0,0,0.180466859,0,0,0,0,0,0,0.01446798,0.62558289,0.000191448,0,0,0,0,0,0,0,0.037564785,0,0,0,0,0,0,0,0
B160VK3L.03,1.72E-05,0,0.199372544,0.086792388,0,0,0,0.062866304,0,0,0,0,0,0,0.006050472,0.617820451,0,0,0,0,0,0,0.004930014,0,0.022133352,0,0,0,0,0,0,0,1.72E-05
H160S1W0.03,1.98E-05,0,0.238580589,0.000811431,0,0,0,0.145127454,0,0,0,0,0,0,0.048725459,0.528202185,0.001484326,0,0,0,0,1.98E-05,0,0,0.037028974,0,0,0,0,0,0,0,0
H160QX1C.03,0,0,0.232175169,0,0,0,0,1.40E-05,0,0,0,0,0,1.40E-05,0.034071622,0.422241237,0,0,0,0,0,0,0,0.002047944,0.309435974,0,0,0,0,0,0,0,0
J160VB7K.03,0,0,0.112968255,0.011353315,0,0,0,0.152677167,0,0,0,0,0,0,0.080647305,0.596918544,0,0,0,0,0,0,0,0,0.045435413,0,0,0,0,0,0,0,0
A160W21B.03,0,0,0.120144383,0.018665021,0,0,0,0.129476893,0,0,0,0,0,0,0.016233706,0.566533879,0.000149619,1.87E-05,0,0,1.87E-05,0.001196955,0,0,0.147562139,0,0,0,0,0,0,0,0
J160W5M9.03,0,0,0.088271159,0.031941559,0,0,0,0.188081474,0,0,0,0,0,2.26E-05,0.017003884,0.487015626,0.000575829,0.000180652,0,0,0,0,0.008084184,0,0.178823051,0,0,0,0,0,0,0,0
J160X7YH.03,0,0,0.092629715,0.068073235,0,0,0,0.19090575,0,0,0,0,0,1.67E-05,0.03598276,0.551150981,0.001052421,0.003173967,0,0,0,0,0.001135946,6.68E-05,0.053289232,0,0,0,0,0,0.002522468,0,0
J160S01G.03,0,0,0.052759861,0.020791844,0,4.46E-05,0,0.310510359,0,0,0,0,0,0,0.001040335,0.561320334,0.000312101,0,0,0,0,0,0,0.001144369,0.052076212,0,0,0,0,0,0,0,0
F160QZY1.03,0,0,0.323675398,0.006393033,0,0,0,0.082249077,0,0,0,2.65E-05,0,0,0.164259904,0.261333404,0,0,0,0,0,0,0,0,0.162062713,0,0,0,0,0,0,0,0
D160S4CQ.03,0,0,0.001333834,5.93E-05,0,0,0,0.000503893,0,0,0,0,0,9.88E-06,0.096055804,0.152610362,0,0,0,0,0,0,0,0,0.749426945,0,0,0,0,0,0,0,0
K160SQ2Z.03,0,0,0.089479573,1.51E-05,0,0,0,1.51E-05,0,0,0,0,0,1.51E-05,0.00464181,0.511476005,0,0,0,0,0,0,0,0,0.394357253,0,0,0,0,0,0,0,0
F160R9L1.03,0,0,0.009555959,0,0,0,0,0.093707262,0,0,0,0,0,3.46E-05,0.081346836,0.506413918,0,0.000155804,0,0,3.46E-05,0.003670042,0,0.001056003,0.303990306,0,0,0,3.46E-05,0,0,0,0
D160R7N2.03,0,0,0.003650171,0.000955414,0,0,0,0.13788584,0,0,0,0,0,2.45E-05,0.063657521,0.329066634,0,0,0,0,0,0.001310632,0,3.67E-05,0.463412543,0,0,0,0,0,0,0,0
C160SNXR.03,3.59E-05,0,0.116791728,1.20E-05,0,0,0,0,0,0,0,0,0,0,0.007647291,0.343254467,0,0,0,0,0,0,0,0,0.532258644,0,0,0,0,0,0,0,0
B160QPTT.03,0,0,0.176762698,0.002901408,0,0,0,0.257983521,0,0,0,0,0,0,0.124146781,0.300388714,0,0,0,0,0,0,0,0,0.137816877,0,0,0,0,0,0,0,0
C160QPMC.03,0,0,0.000494896,0,0,0,0,0,0,0,0,0,0,0,0.40303124,0.065326322,0,0,0,0,0,0,0,0,0.531147541,0,0,0,0,0,0,0,0
G160RQ40.03,0,0,0.006733129,1.19E-05,0,0,0,2.37E-05,0,0,0,0,0,0,0.059566851,0.348024514,0,0,0,0,0,0,0,0,0.585639944,0,0,0,0,0,0,0,0
E160R5X5.03,0,0,0.167301069,0.100386684,0,0,0,0.34849858,0,0,0,0,0,0,0.060177633,0.309271343,0,0,0,0,0,0,0,0,0.014364691,0,0,0,0,0,0,0,0
E160SF8W.03,0.000360479,0,0.000410546,2.00E-05,0,0,0,6.01E-05,0,0,0,0,0,0,0.001682237,0.716603082,0,1.00E-05,0,0,0,0,0,0,0.280853535,0,0,0,0,0,0,0,0
H160RP0F.03,0,0,0.018230791,8.51E-05,0,0,0,0.058378225,0,0,0,0,0,0,0.008335696,0.570768358,0,0.02869294,0,0,0,0.005301956,0,0.000198469,0.310008506,0,0,0,0,0,0,0,0
G160VLCQ.03,0,0,0.015243733,0.00799186,0,5.55E-05,0,0.152696328,0,0,0,0,0,0,0.057274998,0.748700398,0.000110998,0,0,0,0,0.013504764,0,0.001831468,0.002589955,0,0,0,0,0,0,0,0
H160SQ1K.03,0,0,0.030519745,0,0,0,0,9.41E-05,0,0,0,0,0,3.14E-05,0.103353094,0.50328827,0,0,0,0,0,0,0,0,0.362713424,0,0,0,0,0,0,0,0
J160S33V.03,0,0,7.56E-05,0,0,0,0,0,0,0,0,0,0,0,0.0006235,0.151510571,0,0,0,0,0,1.89E-05,0,0,0.847771459,0,0,0,0,0,0,0,0
D160W5N6.03,0,0,0.142121773,0.024644092,0,0,0,0.166444141,0,0,0,0,0,0,0.003329848,0.537762406,0.000530845,0,0,0,0,0,0,0.000160862,0.125006032,0,0,0,0,0,0,0,0
K160S1MC.03,0,0,0.002311184,0,0,0,0,1.83E-05,0,0,0,0,0,0,0.242701885,0.276388316,0,0,0,0,2.75E-05,0,9.17E-06,0,0.478222589,0,0,0,0,0,0,0,0.000320998
F160SFBP.03,0,0,0.000486322,0,0,0,0,0,0,0,0,0,0,0,0.009118541,0.393998342,0,0,0,0,1.11E-05,0,0,0,0.596385742,0,0,0,0,0,0,0,0
J160PNW9.03,0,0,0.563732197,0.045127285,0,0,0,0.037770551,0,0,0,0,0,0,0.143299316,0.198429965,0,6.73E-05,0,0,0,0.000201862,0,6.73E-05,0.010990243,0,0,0.000314007,0,0,0,0,0
G160RF9T.03,1.39E-05,0,0.106513154,0.018271317,0,0,0,0.167792981,0,0,0,0,0,0,0.119444908,0.555481395,8.34E-05,0,0,0,0,0,0,0,0.03239891,0,0,0,0,0,0,0,0
E160TB6Z.03,0,0,0.056478456,0.012527233,0,6.05E-05,0,0.073650448,0,0,0,0,0,0,0.003888284,0.815253571,0.000378238,0.001089325,0,0,0,0.02370794,0.000272331,0.001043936,0.011589204,0,0,3.03E-05,0,0,0,0,3.03E-05
K160W2ZG.03,0.001240851,0,0.113492906,0.025824087,0,3.60E-05,0,0.262359056,0,0,0,0,0,0,0.001870268,0.446058949,0.001438668,8.99E-05,0,0,0.017857464,0.073426008,0.008991674,3.60E-05,0.04727822,0,0,0,0,0,0,0,0
J160QV5K.03,0,0,0.033322679,1.60E-05,0,0,0,0.000159821,0,0,0,0,0,6.39E-05,0.002605082,0.617324596,0,0,0,0,0,0,0,0.001038837,0.345469075,0,0,0,0,0,0,0,0
B160W3YV.03,0,0,0.008034128,0.002341605,0,0,0,0.111979868,0,0,0,0,0,0,0.004023793,0.846382624,0.000363353,0,0,0,2.69E-05,0.004225655,0.003081768,0,0.019540292,0,0,0,0,0,0,0,0
J160T9P3.03,0,0,0.77006182,2.97E-05,0,0,0,0.005082328,0,0,0,0,0,0,0.076977947,0.020730547,0.000193188,0,0,0,2.97E-05,0.000133745,0,0,0.126760982,0,0,0,0,0,0,0,0
K160S6VV.03,0,0,0.020519875,0,0,0,0,0.000567239,0,0,0,0,0,0,0.942907384,0.000907583,0,0,0,0,0,0,0,0,0.035083739,0,0,0,0,0,0,0,1.42E-05
J160SD5W.03,0,0,0.01010929,0,0,0,0,0,0,0,0,0,0,0,0.186338798,0.748076047,0,0,0,0,0,0,0,0,0.055475865,0,0,0,0,0,0,0,0
K160VLW5.03,0,0,0.692488775,0.00191756,0,0,0,0.020376029,0,0,0,0,0,0,0.01808431,0.133761537,0.000420928,0,0,0,0,0.028030681,0,0.001060115,0.103813295,0,0,4.68E-05,0,0,0,0,0
A160SCZQ.03,0,0,0.012701936,0.00012332,0,1.37E-05,0,0.307340267,0,0,0,0,0,0,0.090420794,0.371069182,0,0,0,0,0,5.48E-05,0,0.000849536,0.214686014,0,0,0,0,0,0.002740439,0,0
C160T4BL.03,1.48E-05,0,0.026123333,0.008945128,0,0,0,0.274510095,0,0,0,0,0,0,0.004895343,0.564447939,0.000178012,0,0,0,0,0.0085446,1.48E-05,0.103914791,0.008322084,0,0,0,0,0,8.90E-05,0,0
F160VY6S.03,0,0,0.14373137,0.002428095,0,1.97E-05,0,0.030222871,0,0,0,0,0,0,0.023905877,0.782537458,0.000592218,0,0,0,0,0.001342361,0,0.005665555,0.007659356,0,0.001895098,0,0,0,0,0,0
A160VM99.03,0,0,0.04199862,0.028877318,0,0,0,0.403550593,0,0,0,0,0,0,0.006618154,0.489157937,0.000595948,0,0,0,0,0.01614286,0,0.010821153,0.002237417,0,0,0,0,0,0,0,0
G160W4DC.03,0,0,0.125158366,0.0130212,0,1.41E-05,0,0.271164729,0,0,0,0,0,0,0.006179791,0.575776345,7.04E-05,0.000183001,0,0,0,0.004223092,0,0.003744475,0.00046454,0,0,0,0,0,0,0,0
E160V9PB.03,0,0,0.024889987,0.019602386,0,0,0,0.239542205,0,0,0,0,0,0,0.001391474,0.685266032,0.000208721,0,0,0,0,0.01448872,0,0.004713617,0.009844677,0,0,0,0,0,5.22E-05,0,0
E160SJJ2.03,0,0,0.047952615,0.007888766,0,0,0,0.482863701,0,0,0,0,0,0,0.000567252,0.43624347,0.000145111,0.001068545,0,0,0,0.004801857,0.000171495,0.013759168,0.004538019,0,0,0,0,0,0,0,0
F160S6YR.03,0,0,0.108721504,0.055811985,0,0.000322496,0,0.190050995,0,0,0,0,0,0,0.041642311,0.573660129,0.000725616,2.02E-05,0,0,0,4.03E-05,0,0.000322496,0.028681999,0,0,0,0,0,0,0,0
K160TZKQ.03,1.81E-05,0,0.161278032,0.028031788,0,9.07E-05,0,0.22369185,0,0,0,0,0,0,0.001959504,0.54209304,0.000399158,0,0,0,0.001397053,0,0.004408883,0,0.036631831,0,0,0,0,0,0,0,0
D160WJ79.03,0,0,0.028914699,0.015234627,0,6.66E-05,0,0.3860179,0,0,0,0,0,0,0.017988407,0.537275978,8.88E-05,0.000155455,0,0,2.22E-05,0.003864176,0,0.004441582,0.005929512,0,0,0,0,0,0,0,0
F160W4SQ.03,0,0,0.055315938,0.007268155,0,0,0,0.067274442,0,0,0,0.000176045,0,0,0.034831814,0.790216913,0.000138321,0.005784345,0,0,0,0.005721471,0,0.029223515,0.004049041,0,0,0,0,0,0,0,0
A160V0CZ.03,0,0,0.176101836,0.268555833,0,0,0,0.179364166,0,0,0,0,0,0,0.006482015,0.308641975,8.53E-05,0,0,0,0,0.006311435,0.000298514,0.048209983,0.004349773,0,0.001599181,0,0,0,0,0,0
G160SLS2.03,0,0,0.102322832,0.011821842,0,0,0,0.234999041,0,0,0,0,0,0,0.009776983,0.560578951,3.20E-05,0.000143779,0,0,0.000319509,0.025289156,0.000159755,0.016358873,0.038197329,0,0,0,0,0,0,0,0
E160S5R2.03,0,1.37E-05,0.251610609,0.020886621,0,0,0,0.075708873,0,0,0,0,0,0,0.098551478,0.467083396,0.00038299,0,0,0,0,0,0.002065409,0.009492675,0.07390335,0,0,0,0,0,0,0,0.000300921
J160SQMK.03,0,0,0.037284382,0.002114236,0,0,0,0.253188133,0,0,0,0,0,0,0.000218135,0.664407007,5.03E-05,0.01391033,0,0,0,0.004715082,0.001090677,0.018843547,0.004178133,0,0,0,0,0,0,0,0
D160W638.03,0,0,0.422194039,0.024904883,0,0,0,0.068912492,0,0,0,0,0,0,0.031230184,0.423065948,0.000507292,0,0,0,0,0.007133798,0,0.00060241,0.021306278,0,0,0.000142676,0,0,0,0,0
D160V7D4.03,0,0,0.210149986,0.017854499,0,0.000253855,0,0.336633454,0,0,0,0,0,0,0.003850141,0.411605424,0.000465402,0,0,0,0,0.015273635,0.000253855,0.002009689,0.00165006,0,0,0,0,0,0,0,0
H160VQWN.03,0,0,0.029667669,0.008652056,0,1.22E-05,0,0.151672609,0,0,0,0,0,0,0.135926111,0.546113876,0.007569028,0,0,0,0,0,0,0,0.120386483,0,0,0,0,0,0,0,0
C160RS7M.03,0,0,0.000552593,0.000142334,0,0,0,0.000125589,0,0,0,0,0,8.37E-06,0.009913176,0.002243861,0,0,0,0,0,0,8.37E-06,6.70E-05,0.986938721,0,0,0,0,0,0,0,0
J160WCJF.03,0.000716016,0,0.157628725,0.013056755,0,0.000105296,0,0.238685901,0,0,0,0,0,2.11E-05,0.001410972,0.512267032,0.001031905,0.001410972,0,0,0.009560914,0.038580604,0.005012109,2.11E-05,0.020490681,0,0,0,0,0,0,0,0
C160V1LW.03,0,0,0.441264695,0.011165313,0,0,0,0.070673252,0,0,0,0,0,0,0.134195855,0.25801418,0.001939159,0,0,0,4.54E-05,0.012195491,1.51E-05,0.000333293,0.070158163,0,0,0,0,0,0,0,0
G160R60V.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F160R2CL.03,0,0,0.000179278,1.49E-05,0,0,0,0.423395832,0,0,0,0,0,0,0.000418316,0.011466348,0,0,0,0,0,0,0,0,0.564525286,0,0,0,0,0,0,0,0
F160T69S.03,0,0,0.527494204,0,0,0,0,8.07E-05,0,0,0,0,0,0,0.02252829,0.266244478,0,0,0,0,0,0,0,0,0.183652282,0,0,0,0,0,0,0,0
B160SMPK.03,1.01E-05,0,0.079523063,0,0,0,0,0,0,0,0,0,0,0,0.010375196,0.058109141,0,0,0,0,0,0,0,0,0.851982547,0,0,0,0,0,0,0,0
C160RCMV.03,1.96E-05,0,0.239700008,0,0,0,0,3.92E-05,0,0,0,0,0,0,0.220568654,0.395766429,0,0,0,0,0,0,0,0,0.143906164,0,0,0,0,0,0,0,0
H160QRK4.03,8.68E-05,0,0.139383104,0,0,0.00015622,0,0.215254031,0,0,0,0,0,0,0.112166079,0.066584506,0.003159119,0,0,0,0,0.000729027,0,0,0.462481123,0,0,0,0,0,0,0,0
C160R7SL.03,0,0,0.029901945,0,0,0,0,0,0,0,0,0,0,0,0.065471855,0.258066559,0,0,0,0,0,0,0,0,0.64655964,0,0,0,0,0,0,0,0
C160R9GC.03,1.17E-05,0,0.263402339,0,0,0,0,2.33E-05,0,0,0,0,0,0,0.089667888,0.058545522,0,0,0,0,0,0,0,0,0.588349243,0,0,0,0,0,0,0,0
G160R5Y2.03,0,0,0.001442455,1.02E-05,0,0,0,0.176501279,0,0,0,0,0,1.02E-05,0.037258312,0.106506394,0,0,0,0,0,0,0,0,0.6782711,0,0,0,0,0,0,0,0
H160T6BP.03,0,0,0.373034254,0,0,0,0,0.000469674,0,0,0,0,0,0,0.01371771,0.482095716,0,0,0,0,0,0,0,3.24E-05,0.130650255,0,0,0,0,0,0,0,0
K160SNGS.03,0,0,0.036238046,0,0,0,0,3.47E-05,0,0,0,0,0,0,0.219805967,8.68E-05,0,0,0,0,0,0,0,0,0.743834499,0,0,0,0,0,0,0,0
H160R330.03,0,0,0.01794176,1.41E-05,0,0,0,0.424696635,0,0,0,0,0,0,0.059941788,0.142521689,0,0,0,0,0,0,0,0,0.354884068,0,0,0,0,0,0,0,0
G160R3Z0.03,0,0,8.16E-05,0,0,0,0,0.266469618,0,0,0,0,0,0,0.008150942,0.247266397,0,0,0,0,0,0,0,0.000117867,0.47768691,0,0,0,0.000226667,0,0,0,0
F160TXS5.03,0,0,0.073258865,0.014993628,0,3.00E-05,0,0.215878252,0,0,0,0,0,0,0.002354,0.664967389,7.50E-05,0.007616763,0,0,0,0.005142814,0,0.01359922,0.002084114,0,0,0,0,0,0,0,0
F160V7FY.03,0,0,0.126309723,0.001833613,0,0,0,0.072907935,0,0,0,0,0,0,0.007002654,0.777678821,0.000192093,0,0,0,0,0.005588153,0,0.003143336,0.005343671,0,0,0,0,0,0,0,0
D160R0ZK.03,5.02E-05,8.37E-05,0.697840281,0.02462749,0,0,0,0.00726603,0,0,0,0,0,0,0.005709024,0.242926503,0,0,0,0,3.35E-05,0,0.003147497,0.000217646,0.018098108,0,0,0,0,0,0,0,0
J160V014.03,0,0,0.046728691,0.001640924,0,0,0,0.159545961,0,0,0,0,0,0,0.012239183,0.753138831,1.51E-05,0,0,0,0,0.01070364,0,0.006367988,0.009619727,0,0,0,0,0,0,0,0
A160QT1J.03,0,0,0.579559664,0.025109414,0,0,0,0.000200965,0,0,0,0,0,0,0.003248928,0.369294837,0,0,0,0,0,0,0.002199446,4.47E-05,0.020342086,0,0,0,0,0,0,0,0
K160QS16.03,0,0,0.009955661,0,0,0,0,0.000882667,0,0,0,0,0,6.16E-05,0.001847442,0.080959028,0,0,0,0,0,0,0,0,0.90629362,0,0,0,0,0,0,0,0
J160SNND.03,0,0,0.032702367,0.004177172,0,0,0,0.218680616,0,0,0,0,0,0,0.010988597,0.630019192,0.000846724,0,0,0,0,0.015542092,0,0.074586987,0.012399804,0,0,0,0,0,5.64E-05,0,0
C160RT17.03,0,0,0.162396003,0.000420973,0,0,0,0.093921367,0,0,0,0,0,0,0.31232898,0.364596143,0.002802796,0,0,0,0,1.11E-05,3.32E-05,0.000110782,0.063378643,0,0,0,0,0,0,0,0
A160SN5R.03,2.33E-05,0,0.32612642,0.004514988,0,0,0,0.060649786,0,0,0,0,0,0,0.290518525,0.301503444,0.000256004,0,0,0,0,0,0,0,0.016407559,0,0,0,0,0,0,0,0
E160V993.03,0,0,0.531715991,0.02801007,0,0,0,0.10737487,0,0,0,0,0,0,0.109346666,0.196017676,0.001531663,0,0,0,0,0.007887185,3.52E-05,0,0.01792222,0,0,0.000158448,0,0,0,0,0
C160SM77.03,0,0,0.003196422,6.55E-05,0,0,0,0.000545464,0,0,0,0,0,0,0.690678012,0.002192767,1.09E-05,0,0,0,0,0,0,0,0.303310969,0,0,0,0,0,0,0,0
F160SFZY.03,0,0,0.067271501,0.001176975,0,0,0,0.405075706,0,0,0,0,0,0,0.08470545,0.425709557,0.000159382,0,0,0,0,1.23E-05,0,0,0.015889168,0,0,0,0,0,0,0,0
J160RXXR.03,0,0,0.003499352,6.68E-05,0,0,0,0.000213701,0,0,0,0,0,0,0.117228299,0.00480827,0,0,0,0,0,0.000173632,0,0,0.874009964,0,0,0,0,0,0,0,0
F160S6MM.03,0,0,0.001803721,1.21E-05,0,0,0,3.63E-05,0,0,0,0,0,0,0.240827049,0.006464343,0,0,0,0,3.63E-05,0,0,0,0.750820148,0,0,0,0,0,0,0,0
E160S314.03,0,0,0.0034687,0.000196342,0,0,0,0.001014431,0,0,0,0,0,0,0.293628718,0.000932622,4.91E-05,0,0,0,0,0,0,0,0.700710102,0,0,0,0,0,0,0,0
C160RZQN.03,0,0,0.00018665,2.33E-05,0,0,0,0.000711603,0,0,0,0,0,0,0.004712909,0.003021395,0,0,0,0,0,4.67E-05,0,4.67E-05,0.991250787,0,0,0,0,0,0,0,0
K160S1P5.03,0,0,0.002142996,0,0,0,0,0,0,0,0,0,0,0,0.576959543,2.60E-05,0,0,0,0,0,0,0,0,0.420871485,0,0,0,0,0,0,0,0
J160S4KP.03,0,0,0.000639636,0,0,0,0,7.11E-05,0,0,0,0,0,0,0.169201521,0.00053303,0,0,0,0,0.000142141,0,0,0,0.829412601,0,0,0,0,0,0,0,0
E160SMG3.03,0,0,0.003525613,1.75E-05,0,0,0,5.24E-05,0,0,0,0,0,0,0.788829741,0.000401431,0,0,0,0,0,0,0,0,0.207173401,0,0,0,0,0,0,0,0
K160SNKH.03,0,0,0.025595776,1.41E-05,0,0,0,0,0,0,0,0,0,0,0.678817484,2.82E-05,1.41E-05,0,0,0,0,0,0,0,0.295530269,0,0,0,0,0,0,0,0
G160SQRL.03,0,0,0.213297254,2.37E-05,0,0,0,0,0,0,0,0,0,2.37E-05,0.02639512,0.442284412,0,0,0,0,0,0,0,0,0.317975741,0,0,0,0,0,0,0,0
