,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.288470008,0.743805677,0.135054434,0.524267047,0.52562249,0.451858054,0.720317219
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.122963093,0.064077225,0.567302611,0.295761502,0.093092369,0.410768339,0.000339186
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.181626002,0.000372375,0.282052637,0.0,0.00227577,0.109551105,0.000145365
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.0,0.117713615,0.0,0.078950258,0.317991968,0.00032202,0.205740313
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.215801991,0.001389247,0.001744002,0.00603931,0.003400268,0.001320281,0.002261238
