,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.856467433,0.191292914,0.559449359,0.007321773,0.961866836,0.808374581,0.398185399
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.013936913,0.740692042,0.003660769,0.968639325,0.000362024,0.00083008,0.513777838
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.063192435,0.04261696,0.184487492,9.18e-05,0.01466196,0.089848434,0.001094147
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.007056665,0.000106349,0.023261135,0.0,0.012369144,0.078919052,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.031119893,0.007599122,0.010791641,0.023598495,7.54e-05,0.004596182,0.084838487
