,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.729293606,0.851622501,0.726428224,0.417431594,0.003009782,0.044226705,0.816637694
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.013993974,0.014944994,0.045264769,0.425823936,0.430069601,0.209721422,0.106946255
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.0,0.0,0.0,0.016609844,0.519140331,0.611834774,3.62e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.176632072,0.129142739,0.207327256,0.005682315,0.000329195,0.001383285,0.06714472
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.0,0.000487092,0.058396713,0.000611362,0.004610951,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.0,0.001245416,0.000974184,0.004196171,0.00479684,0.013102786,0.002571346
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.0,0.0,0.004801336,0.020194073,0.00348006,0.01648415,0.000760539
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.0,0.0,0.0,0.012063992,0.008512039,0.023746398,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],0.0,0.0,0.000835015,0.003059708,0.010063958,0.026167147,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.0,3.46e-05,0.004696959,0.008654603,0.002116253,0.014063401,0.000398378
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,0.034147975,0.0,0.0,0.0,0.000188111,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae,0.021493137,0.0,3.48e-05,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae,0.016873117,0.0,0.0,0.0,0.0,0.0,0.000977836
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__,0.0,0.0,0.0,0.0,0.004561701,0.005456292,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0.0,0.0,0.000208754,0.008217502,0.001222724,0.001152738,0.000543242
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.0,3.46e-05,0.00288776,0.00393391,0.000282167,0.002612872,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.0,0.0,0.002400668,0.002710027,9.41e-05,0.003419789,0.000760539
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.0,0.0,0.000417507,0.003234548,0.001128668,0.003535062,0.0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,0.0,0.0,3.48e-05,0.005594895,0.001269752,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.000535655,0.001314606,0.000626261,0.000437101,0.001363807,0.000730067,0.000579458
