,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.440422664,0.23046052,0.856884277,0.167758126,0.084584175,0.408177219,0.679328187
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.487287224,0.362747065,0.107107518,0.046030355,0.000238104,0.530024158,0.144200132
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.0,0.0,0.0,0.647346981,0.828964913,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.033149484,0.210895957,0.025582237,0.014472576,0.030563069,0.027777018,0.154381369
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.025527481,0.064864051,0.003209847,0.022757352,0.019867424,0.011696066,0.012429284
