,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.340216069,0.187622309,0.970190163,0.266663452,0.830177092,0.839922866,0.081002877
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.163434239,0.712720157,0.000594922,0.659578572,0.001892085,0.155181174,0.018816485
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.209136831,0.058047945,0.010559864,0.001687642,0.045360243,0.0001963,0.024386164
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,0.235020833,2.45e-05,0.0,0.001012585,0.0,0.0,0.863367231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.0,0.011261022,0.0,0.106952582,0.0,0.0
