,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.423273085,0.803670476,0.952119595,0.8375,0.241813511,0.68728475,0.686087882
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.007113457,0.190671183,0.000727758,0.003915094,0.021420559,0.267254443,0.001449496
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.406227631,0.0,0.000151616,0.09759434,0.278467272,0.0,0.27276874
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.085719399,0.003201429,0.034265268,0.039764151,0.357745052,0.040708087,0.02922305
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.0,0.0,0.0,0.024351413,0.0,0.000324363
