,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.957542612,0.893736939,0.237315209,0.422919316,0.517555458,0.565180373,0.09232178
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,1.82e-05,0.0,0.540622651,0.001893458,0.250110181,0.003295283,0.785303993
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.023388934,0.000886581,0.090171636,0.454005935,0.0,0.166924193,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.008166986,0.0,0.050394638,0.011275964,0.002644337,0.074293643,0.007214807
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.001166712,0.010385663,0.006921824,0.033969196,0.041501396,0.031533804,0.021477925
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.002588643,0.020043063,0.022394137,0.02212802,0.011789335,0.034513749,0.021616672
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.001349011,0.003293015,0.006921824,0.006415148,0.055200529,0.026267659,0.003968144
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae],0.001020873,0.0,0.005919569,0.01958457,0.033972381,0.017107089,0.000804728
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.000364598,0.029162181,0.003226009,0.001271725,0.024937564,0.013906408,0.000776979
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,1.82e-05,0.0,0.012716111,0.0,0.0,0.0,0.062158337
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],0.000710965,0.0,0.001096216,0.000197824,0.0,0.019377523,8.32e-05
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,0.000911494,0.0,0.002317715,0.013338985,0.0,0.003484485,0.000527236
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.000619816,0.0,0.001785267,0.001073901,0.006500661,0.008356458,5.55e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.000510437,0.005667785,0.000532448,0.000876077,0.004627589,0.00381559,0.000221994
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.000182299,0.021119625,0.005700326,0.000197824,0.000146908,0.003847124,0.00036074
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0.000236988,0.005826103,0.003132047,0.000593472,0.009438813,0.009239405,0.000832478
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.000236988,0.000664936,0.002599599,0.000649993,0.00734538,0.00244387,0.000860227
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae,0.0,0.0,0.000908294,0.0,0.0,0.0,0.0
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__,0.0,0.0,6.26e-05,0.0,0.016490378,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.0,0.001709835,0.0,0.0,0.006133392,0.000599142,0.0
k__Bacteria|p__Cyanobacteria|c__Chloroplast|o__Streptophyta|f__,0.0,0.0,0.0,0.005482549,0.0,0.001308653,5.55e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aurantimonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,0.000127609,0.000949908,0.0,0.000141303,0.003856324,0.000394173,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae,0.0,0.0,0.0,0.0,0.0,0.001734359,0.000416239
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.000218759,0.000886581,0.000626409,0.0,0.0,0.001560923,0.000194245
