,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.218719832,0.675256827,0.789753241,0.706686099,0.333674834,0.361952648,0.725114033
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.195802728,0.24431469,0.052530322,0.290425006,0.510600757,0.012156314,0.272337
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.563064008,0.000746334,0.000522794,0.000884887,0.002732007,0.594004582,0.000939093
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.0,0.026472912,0.056336261,0.0,0.02914141,0.0,0.001207405
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.019536395,0.086721037,0.0,0.082785509,0.0,0.0
