,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.741577555,0.819540172,0.82446734,0.729588695,0.005548723,0.00517043,0.411072438
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.169391744,0.135010313,0.098740724,0.168816575,0.648857363,0.930716234,0.006823351
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.00019547,0.035910852,0.000321202,0.064543439,0.031175814,0.001900133,0.465228479
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.004507301,0.000221361,0.003401445,0.001939536,0.284329148,0.004317309,3.45e-05
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.003104519,0.001106807,0.004521533,0.001493135,0.005377113,0.0,0.11630712
