,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.047739228,0.246978073,0.0048071,0.00046834,0.456883371,0.895335014,0.061506788
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.0731292,0.018055485,0.05731542,0.915355314,0.001743013,0.061010985,0.514290136
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.514093715,0.730638535,0.884229015,0.041182715,0.375022934,0.036378335,0.002953564
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,1.52e-05,0.0,0.0,0.0,0.000122317,0.0,0.214412584
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.364384103,0.003888354,0.041846419,0.025946047,0.070943673,0.000808407,0.000302757
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.027113581
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.0,0.0,3.08e-05,0.0,0.0,0.0,0.03096196
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.0,3.38e-05,0.0,0.0,0.093388784,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.0,0.0,0.001294219,0.0,0.0,0.0,0.023917812
