,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.695449845,0.627588528,0.414149779,0.255478309,0.251078516,0.439146779,0.697933227
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.020337815,0.002070822,0.000546866,0.001458065,0.001848885,0.082737556,0.001830708
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.051361599,0.207599917,0.346963329,0.450837859,0.38062369,0.287198335,0.184251096
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,0.125818683,0.144413957,0.225387103,0.283223802,0.276716381,0.187225187,0.109432962
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.000172354,0.0,0.0,0.0,0.008135092,0.0,0.0
