,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,0.44992837,0.675340563,0.556337525,0.005339682,0.370933893,0.001214026,0.31810784
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.179198053,0.114452453,0.427729351,0.297288551,0.222926526,0.482925087,0.008774413
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,0.061155013,0.0,1.79e-05,0.422782645,0.057937341,0.191358995,3.54e-05
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,0.236856293,0.0,0.0,0.194170269,0.181917468,0.066028708,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.0,0.198617908,0.002393541,0.003883405,0.000149903,0.000414197,0.669845033
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,0.0,0.0,0.0,0.0,0.0,0.010454903,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.014264368,0.004017326,0.004787082,0.025542637,0.045399062,0.038877383,7.08e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0.004867754,0.000595159,0.0,0.014031113,0.006456518,0.085196029,5.31e-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.040112759,0.000165322,1.79e-05,0.001017082,0.035655395,0.006255802,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,0.000847236,0.001289512,0.001536153,0.013915536,0.018727113,0.045375991,0.0
