,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.579364812,0.408333333,0.492397282,0.807831189,0.65664477,0.099652102,0.02061623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.000236255,0.306050228,0.084669779,0.054051004,0.039708607,0.143876408,0.000225725
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,3.38e-05,0.121689498,0.167306004,0.037124803,0.049351524,0.491125656,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,3.38e-05,0.004223744,0.025049683,0.031934101,0.106577396,0.001061383,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.220392183,0.001598174,0.034940149,0.00169262,0.006695301,0.008962793,0.61675633
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.062067569,0.005593607,0.035633406,0.016474836,0.073648307,0.028834247,0.195440352
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,3.38e-05,0.082305936,0.091879651,0.006770481,0.01343271,0.112152839,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.000202504,0.020890411,0.001062994,0.003836606,0.002231767,0.02464768,3.76e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0.0,0.001255708,0.001155428,0.000225683,0.001179047,0.001356212,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,3.38e-05,0.016324201,0.017285206,0.012976755,0.010021897,0.060970576,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.000911269,0.000228311,4.62e-05,0.0,0.0,0.0,0.15319213
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.012082757,0.001027397,0.005730924,0.003272399,0.00602156,0.001533109,0.000489071
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0.122076344,0.0,0.0,0.0,0.0,0.0,0.004251157
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.000270006,0.003767123,0.012432407,0.000677048,0.006189995,0.010731765,3.76e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,0.00094502,0.014726027,0.00434441,0.007447529,0.002231767,0.002712424,0.000225725
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0.0,0.004794521,0.00402089,0.010381404,0.012548425,0.001061383,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Mogibacteriaceae],0.0,0.0,0.001062994,0.001466937,0.000842176,5.9e-05,0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,0.0,0.000799087,0.004159542,0.000112841,0.003073943,0.003478979,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,0.0,0.004109589,0.002957896,0.000789889,0.001305373,0.000943452,0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other,0.0,0.000228311,0.002680593,0.002031144,0.005347819,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.0,0.000570776,0.00097056,0.000112841,8.42e-05,0.000294829,0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,0.0,0.000342466,0.003327633,0.000564207,0.002526529,0.001474144,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.0,0.0,0.002033554,0.000112841,0.000210544,0.003243116,0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,0.0,0.0,0.003789805,0.0,0.000126326,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__,0.0,0.000228311,0.0,0.000112841,0.0,0.0,0.0
