,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.577750982,0.39731502,0.182380795,0.688196886,0.249367383,0.040380658,0.094524228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.340143801,0.144248336,0.036686288,0.104051565,0.075011285,0.131112321,0.76574164
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.00204314,0.037371134,0.158561333,0.023522518,0.312670123,0.412687606,0.01911313
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.021838156,0.142551873,0.275470992,0.104771472,0.053837421,0.244492859,0.055029011
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.000100482,0.047957719,0.057440163,0.003197723,0.056573062,0.039230816,0.002730447
