,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.689822472,0.482512766,0.193418293,0.727141278,0.024006623,0.823149365,0.677692572
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.071672731,0.227671259,0.328472334,0.095857787,0.382450331,0.012264564,0.156804395
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0.000330797,0.170633009,0.0,0.044569193,0.0,0.122317127,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.0,0.059350612,0.000580739,0.006038956,0.000137969,0.023872098,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.009703385,9.63e-05,0.017035006,0.0,0.337334437,0.0,0.001144558
