,1,2,3,4,5,6,7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.440383177,0.164603885,0.087353489,0.033615073,0.002237417,0.097999242,0.062204931
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.411092985,0.031964673,0.028962724,0.093707203,0.038485666,0.048458388,0.230051874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.007751843,0.089695546,0.220622265,0.055098286,0.075256676,0.1331433,0.443288454
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.065510432,0.445256953,0.046179385,0.290611296,0.323024486,0.2287972,0.001092848
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,1.23e-05,0.07211295,0.097992857,0.222717149,0.324425486,0.153728193,0.000641138
