,1,2,3,4,5,6,7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.764760797,0.723761625,0.274136575,0.000557461,0.146084735,0.002040901,0.141836604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.155657828,0.20358973,0.355790783,0.000300172,0.277445022,0.41786064,0.63683468
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,4.91e-05,0.000325353,1.17e-05,0.0,8.81e-05,0.267289049,3.85e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,6.55e-05,0.000271128,0.326170889,0.0,0.530080155,0.00215122,0.055752212
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],4.91e-05,0.000203346,0.0,0.000139365,0.000278928,0.005653847,0.058676414
