,1,2,3,4,5,6,7
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.0,0.261390001,0.428993455,0.08022777,0.0033833,0.234987546,0.419213697
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.0,0.0,0.064552781,0.174097988,0.496273554,0.085961864,0.065409004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.000927199,0.009044246,0.011725851,0.133984104,0.023105171,0.324915754,0.297194039
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.10805681,0.223457551,0.12359108,0.231667429,0.081114924,0.041097181,0.029819277
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],1.09e-05,0.007206652,0.132347594,0.31004796,0.252712058,0.221340813,0.090615092
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.000229073,0.114156657,0.111289541,0.021709289,0.023069051,0.022228269,0.033449588
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.000807208,0.232491531,0.070158163,0.003863948,0.001637469,0.005274504,0.021306278
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.369363178,0.001755467,0.004438856,0.000423679,1.2e-05,6.28e-05,0.000428028
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,0.325992102,0.000153988,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.140159696,0.028795812,0.006105321,0.000559256,0.000108362,0.002846558,0.000269499
