,1,2,3,4,5,6,7
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.024684408,0.454769121,0.454809736,0.301080037,0.214395279,0.264378698,0.043995403
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.238653475,0.0,0.085265684,0.438705926,0.333854406,0.478775405,0.301633122
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.200303981,0.307315624,0.286732945,0.180157275,0.298349829,0.031314639,0.023481143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.275539356,0.0,0.0,0.0,0.0,0.002675585,0.26490792
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.044218022,0.087953884,0.083291052,0.025818404,0.043945952,0.010774376,6.68e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.027625709,0.0,0.0,1.97e-05,0.0,0.033383072,0.080239489
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,7.04e-05,0.047411898,0.000521083,0.000502572,0.000332184,2.06e-05,1.34e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0.000154805,0.098021038,0.000479945,0.049675792,0.104168906,0.000226396,2.67e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,0.000365903,0.0,0.0,0.0,0.0,0.000216105,0.062692112
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,0.093755717,0.0,0.0,0.0,0.0,0.007965012,0.029548553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0.007247703,0.0,0.062859102,0.00312383,0.003419538,0.061620787,0.032141234
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.025205117,1.19e-05,0.024861159,9.85e-06,0.0,0.043786982,0.002739689
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,0.031369182,0.0,0.0,0.0,0.0,0.023637767,0.006789084
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.000858466,0.0,8.23e-05,9.85e-06,9.77e-06,1.03e-05,0.01506161
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.051746719
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.007768411,0.0,6.86e-05,0.0,0.0,0.0,0.030069762
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,0.010780078,0.0,0.0,0.0,0.0,0.002233085,0.005532836
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|Other,0.006558115,0.0,0.0,0.0,0.0,0.038476975,0.007831502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae,0.0,0.0,0.0,0.0,2.93e-05,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.001710635
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.030256863
k__Bacteria|p__Firmicutes|c__Bacilli|Other|Other,2.81e-05,0.003589469,0.00015084,8.87e-05,0.000312643,0.0,1.34e-05
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.008820463
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,0.001477687,0.0,0.0,0.0,0.0,0.000267559,0.000601395
