,1,2,3,4,5,6,7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.506671016,0.614501077,0.449092878,0.709679233,0.092868808,0.100962646,0.00015067
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.208775077,0.193866156,0.115691849,0.283264457,0.066031573,0.020634701,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],0.006458979,0.087820053,0.088884376,0.0,0.334784976,0.075814103,0.000602682
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.250008155,0.095876206,0.288248037,0.0,0.300653239,0.003316291,0.029380744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,0.000163106,0.0,0.000203087,0.0,0.0,0.668094514,0.000452011
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0.001663676,0.000757757,0.00216626,0.001180737,0.01290147,0.022615264,0.044749134
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,0.024596314,0.002073861,0.007784999,0.0,0.137234622,0.001612086,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|Other,0.0,0.0,0.04068508,0.0,0.044311377,0.021509834,0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.0,0.0,6.77e-05,0.0,0.0,0.019160794,0.007834865
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.000521938,0.002353035,0.0,0.005369543,0.000870985,9.21e-05,0.170257647
