,1,2,3,4,5,6,7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,0.764760797,0.723761625,0.274136575,0.000557461,0.146084735,0.002040901,0.141836604
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae,0.155657828,0.20358973,0.355790783,0.000300172,0.277445022,0.41786064,0.63683468
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,4.91e-05,0.000325353,1.17e-05,0.0,8.81e-05,0.267289049,3.85e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,6.55e-05,0.000271128,0.326170889,0.0,0.530080155,0.00215122,0.055752212
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],4.91e-05,0.000203346,0.0,0.000139365,0.000278928,0.005653847,0.058676414
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,1.64e-05,0.0,0.0,0.0,0.0,0.119075527,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0.06598752,2.71e-05,0.000105618,0.316112779,2.94e-05,8.27e-05,0.000461716
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.006764171,0.003578885,0.0009975,0.676886792,0.001482721,5.52e-05,0.001885341
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,1.64e-05,1.36e-05,0.0,0.0,0.0,0.075237531,1.28e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,1.64e-05,0.010763767,0.001267412,0.0,0.000176165,0.00743274,0.045081442
